Gene = mRpS35
index = 1781
Annotated 5SS: [232]
Annotated 3SS: [294]
SMsplice 5SS: [232]
SMsplice 3SS: [294]
top_k =  500
Partition function (log Z): -8.834574586436064

Sorted 5' Splice Sites (High to Low Probability):
Position 232: 0.9926508773745244
Position 42: 0.007670764137461025
Position 21: 0.007304842182637999
Position 792: 0.0013422467247874595
Position 84: 0.0010705174614620962
Position 36: 0.0010325298153482812
Position 351: 0.0003424560387567064
Position 178: 0.00028517194247455876
Position 396: 0.00025244263748686513
Position 73: 0.0001944385866999089
Position 433: 0.00012025390175243163
Position 244: 7.21559325983825e-05
Position 688: 2.431399678001511e-05
Position 509: 2.1311367632816618e-05
Position 25: 1.729790932683158e-05
Position 663: 1.5523800460580008e-05
Position 619: 1.2645542358470873e-05
Position 755: 6.663511948827687e-06
Position 976: 5.6211757516695485e-06
Position 990: 5.0410832793632254e-06
Position 638: 2.5012589279738366e-06
Position 184: 1.9744748363092213e-06
Position 121: 1.214622118113461e-07
Position 137: 7.605347830951845e-08
Position 261: 1.9519935953267806e-09
Position 503: 1.9402192524065045e-09
Position 116: 1.1570269191739193e-09
Position 451: 8.051277637703978e-10
Position 186: 5.413690130371958e-10
Position 571: 4.723574877824695e-10
Position 453: 4.677865447039573e-10
Position 321: 2.6490163275375716e-11
Position 355: 9.013274817033809e-12
Position 417: 2.9177324205579724e-14
Position 303: 2.2192202131035873e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 294: 0.9061107201827288
Position 310: 0.051389651800595626
Position 303: 0.027489587691169833
Position 121: 0.01317882806902404
Position 854: 0.0023699327331792213
Position 329: 0.001604965477130139
Position 451: 0.0015098770306755588
Position 164: 0.0014238840196526944
Position 740: 0.0012740508420229792
Position 332: 0.000966174549780514
Position 83: 0.000841981099697791
Position 755: 0.0006070455326621382
Position 772: 0.0005849556060601237
Position 200: 0.000355181139349551
Position 703: 0.00034980775117969846
Position 73: 0.00033741640590584165
Position 575: 0.00023823064107475982
Position 92: 0.00022891112426447218
Position 350: 0.0002135876019585537
Position 473: 0.00020008381067525565
Position 983: 0.00012948608381205671
Position 326: 0.00012139908306417725
Position 617: 9.484424377557548e-05
Position 1051: 9.120922202665145e-05
Position 495: 8.596369873319526e-05
Position 522: 8.048048243594123e-05
Position 860: 6.64140705997542e-05
Position 596: 4.7429189312972914e-05
Position 143: 4.656577432269999e-05
Position 662: 4.521458176523233e-05
Position 857: 4.3910155282877246e-05
Position 686: 4.239240750314623e-05
Position 426: 3.907500633432739e-05
Position 812: 3.593280947540082e-05
Position 675: 3.568466816919625e-05
Position 989: 2.4972052408868943e-05
Position 338: 2.2692690512431446e-05
Position 718: 1.4843145371744429e-05
Position 923: 1.319416064024777e-05
Position 1157: 1.3107045082060569e-05
Position 524: 1.2483482373766494e-05
Position 206: 1.0492386745940896e-05
Position 630: 8.60430212002252e-06
Position 1124: 6.6744606503258e-06
Position 341: 5.712156091002076e-06
Position 404: 5.103499106090343e-06
Position 1055: 4.899198588918149e-06
Position 688: 4.641796535382549e-06
Position 1187: 4.598181072162312e-06
Position 593: 3.102102898035212e-06
Position 959: 2.8204769582098037e-06
Position 1092: 2.629180413215098e-06
Position 1025: 2.264450023533346e-06
Position 632: 2.2051802216015008e-06
Position 347: 2.1189237000361007e-06
Position 244: 1.5076831944256108e-06
Position 1169: 1.1324067478198357e-06
Position 1194: 5.007620589928968e-07
Position 203: 3.4302179256588656e-07
Position 175: 2.783593371664437e-07
Position 231: 2.839693926329292e-11
Position 213: 2.5865609323831395e-11
Position 221: 1.0869107929139785e-13
