Gene = chinmo
index = 1648
Annotated 5SS: [16724 18932 27663 39498 43184 44119 44329]
Annotated 3SS: [18885 27610 38858 42965 43288 44180 44390]
SMsplice 5SS: [  455  2578 27663 43184 44119 44329 44617]
SMsplice 3SS: [ 1516 27610 42965 43288 44180 44390 50930]
top_k =  500
Partition function (log Z): -7.073918896087959

Sorted 5' Splice Sites (High to Low Probability):
Position 27663: 1.0000000000000089
Position 44119: 0.9998278283223968
Position 43184: 0.9993195382298476
Position 44329: 0.9980764471264763
Position 44617: 0.9636659849346406
Position 2578: 0.7359790333364744
Position 455: 0.4972640074841425
Position 172: 0.30269592193472916
Position 52314: 0.12227834571170508
Position 19025: 0.09277166680953926
Position 18932: 0.08294501013256045
Position 495: 0.06763168204295429
Position 415: 0.05651982812606627
Position 13308: 0.05029986620457077
Position 404: 0.03856687303215851
Position 2195: 0.03800442351686566
Position 49674: 0.03062742139426375
Position 444: 0.007183473706103941
Position 50324: 0.006708742050809415
Position 44565: 0.005555611998210876
Position 50998: 0.005359382419702664
Position 408: 0.004358458137928793
Position 689: 0.004052840600405384
Position 1103: 0.003805030773500537
Position 400: 0.0032624733219694785
Position 684: 0.00240914394151865
Position 44754: 0.002310556314054766
Position 47020: 0.0017760800553742828
Position 49801: 0.0015661464689690795
Position 163: 0.0015452269826046771
Position 1370: 0.0014435775095488902
Position 1034: 0.0010283240666816903
Position 2044: 0.0009587920794984626
Position 49407: 0.0009081559106744648
Position 1021: 0.0007604420129180521
Position 630: 0.0005901933778404698
Position 294: 0.000588486874891979
Position 50337: 0.000580636864642453
Position 50660: 0.0005643210314508942
Position 49428: 0.0005101360422293037
Position 1075: 0.0005070300211274337
Position 44333: 0.00039473532285345844
Position 591: 0.00037772565718351635
Position 1233: 0.00036752204835202254
Position 465: 0.0003569976159132293
Position 1023: 0.0002951606239450957
Position 1377: 0.00028530236534059575
Position 285: 0.00028392735139291694
Position 269: 0.00021609109492817487
Position 225: 0.00021371417910976561
Position 597: 0.00020297191235361887
Position 492: 0.00018327368456736963
Position 595: 0.00018134372839196853
Position 599: 0.00017784829836962884
Position 881: 0.00017652764809257518
Position 85: 0.00017535567475491948
Position 891: 0.000173331419984006
Position 593: 0.00015413220233658119
Position 46869: 0.00013643341933517543
Position 387: 0.0001287503298533331
Position 49210: 0.00010207341854185918
Position 787: 9.280226134286161e-05
Position 549: 9.169545402082549e-05
Position 518: 7.318860075063831e-05
Position 486: 6.846755948305256e-05
Position 134: 6.517482847398462e-05
Position 901: 5.86766100826135e-05
Position 44351: 5.796201951802903e-05
Position 903: 5.636601966037417e-05
Position 893: 5.508046285659127e-05
Position 899: 5.477965444848975e-05
Position 905: 5.0557743289374817e-05
Position 895: 5.0269010370593343e-05
Position 897: 5.021312678551437e-05
Position 44336: 4.968349240670508e-05
Position 44319: 4.890166487125251e-05
Position 46313: 4.6503325765199686e-05
Position 907: 4.271274244460747e-05
Position 1109: 3.315639332349787e-05
Position 1042: 3.193417492212565e-05
Position 47007: 2.449825731839504e-05
Position 46676: 1.9440343314698305e-05
Position 46561: 1.8065200874442223e-05
Position 46076: 1.5232557321480352e-05
Position 46315: 1.4698978471477276e-05
Position 44651: 1.3601523522036224e-05
Position 44524: 1.1927026264852162e-05
Position 46459: 9.750368587751034e-06
Position 46541: 7.828364244001084e-06
Position 45582: 7.599551826784853e-06
Position 46214: 5.8136580095788475e-06
Position 46697: 5.222308120421244e-06
Position 45331: 4.571048898201733e-06
Position 46163: 4.50377472540996e-06
Position 46853: 4.4809623140839e-06
Position 45420: 4.445122131614457e-06
Position 44962: 3.5710690806394595e-06
Position 44251: 1.9217566134695786e-06
Position 553: 1.19311237120246e-06
Position 1095: 1.0045155656531315e-06
Position 334: 9.458683598097988e-07
Position 44806: 1.1511368833155093e-07
Position 46679: 5.0582824792210845e-08
Position 46188: 4.96786509895724e-08
Position 46245: 2.735580088136653e-08
Position 44601: 3.938891096648568e-09
Position 45399: 2.011883223240594e-09
Position 44630: 1.5431938340373207e-09
Position 44647: 9.506985120283836e-10
Position 44632: 2.7985334931110274e-10
Position 45246: 3.927779926429979e-11
Position 2367: 1.0269455726856386e-30
Position 2201: 5.575244277841665e-31
Position 1846: 2.820936237543957e-31
Position 1914: 2.797709235287956e-31
Position 2197: 1.2065073460786794e-31
Position 1870: 4.6459559589265536e-32
Position 2065: 1.8566935716123188e-32
Position 1763: 1.597921991584771e-32
Position 49: 4.186152088280822e-33
Position 41: 2.1596521631925656e-33
Position 62: 2.5877007816861872e-34
Position 33: 1.4650918977020206e-34
Position 56: 7.514391280319682e-35
Position 35: 5.83846298687179e-35
Position 89: 4.2335531242287964e-35
Position 1044: 1.1457370786681896e-35
Position 65: 1.110929199116359e-35
Position 22: 8.960847039764907e-36
Position 20: 5.8724506625575545e-36
Position 127: 5.5152277611862996e-36
Position 435: 2.550862328972968e-36
Position 329: 2.4395917011023327e-36
Position 106: 1.597486498668817e-36
Position 3: 9.879966328886199e-37
Position 389: 4.119148141163052e-37
Position 340: 3.9633201685582735e-37
Position 379: 3.1684970544388814e-37
Position 419: 2.220749220788774e-37
Position 421: 1.9394610387130446e-37
Position 338: 1.7116373380311392e-37
Position 381: 1.2722607052091427e-37
Position 345: 7.725209705422812e-38
Position 412: 6.41866976862385e-38

Sorted 3' Splice Sites (High to Low Probability):
Position 27610: 1.0000000000000093
Position 42965: 1.0000000000000089
Position 43288: 0.9992864151896225
Position 44180: 0.997265775284983
Position 44390: 0.9727637443787406
Position 1516: 0.6598907229422346
Position 50930: 0.2452005287758634
Position 18885: 0.17571667694209983
Position 53332: 0.16992430821203153
Position 53303: 0.07283241305292272
Position 2092: 0.06554186298634604
Position 50388: 0.05041132106688779
Position 49735: 0.05035218528293907
Position 52221: 0.04389366147022486
Position 50489: 0.04061847537044274
Position 51068: 0.03324858138041436
Position 13059: 0.033084793505796795
Position 52724: 0.03191652491310199
Position 52064: 0.030952365697857646
Position 52373: 0.026321313702175345
Position 49480: 0.02359086926925968
Position 52190: 0.023316681984084296
Position 50843: 0.0229598606670464
Position 52549: 0.019188125541435515
Position 51761: 0.018002228972350705
Position 52677: 0.017478388260163836
Position 52171: 0.01621095321976828
Position 51406: 0.015568248653941533
Position 52915: 0.014869525157377335
Position 49286: 0.014717467550089127
Position 52391: 0.01363061819243315
Position 52831: 0.013618866567891246
Position 52780: 0.013161932774255987
Position 1557: 0.010768062978671333
Position 50570: 0.010601282620784722
Position 52262: 0.01026109946343438
Position 2416: 0.009648183719762636
Position 2118: 0.009308659163036366
Position 13259: 0.009110078290785391
Position 1443: 0.008112143231698921
Position 12741: 0.008104994407988583
Position 50022: 0.008010051905824708
Position 52938: 0.007859459278171704
Position 51649: 0.00716049513346638
Position 52794: 0.00715694261594607
Position 48937: 0.006765599999564237
Position 51458: 0.006474417595224002
Position 46376: 0.005948076153461665
Position 52426: 0.005134918204020291
Position 51847: 0.004840756915062108
Position 1936: 0.004255249991463582
Position 50540: 0.004231486010656236
Position 49871: 0.003997610957920622
Position 51086: 0.003993520100078996
Position 51599: 0.0038900246213370584
Position 48248: 0.0037337095627487426
Position 49506: 0.0035301993204710893
Position 51526: 0.0024956790340065096
Position 51714: 0.002417670672688468
Position 51171: 0.002237997442451135
Position 47170: 0.0021556986169722204
Position 50141: 0.0019469576514970725
Position 746: 0.0018680311352119265
