Gene = GABA-B-R3
index = 1174
Annotated 5SS: [ 456 3786 4686 5352 6136 7086 7485 7994 9178 9605]
Annotated 3SS: [2785 4541 5075 5883 6722 7182 7854 8901 9285 9733]
SMsplice 5SS: [ 760 4686 5352 6136 7086 7485 7994 9178 9605]
SMsplice 3SS: [4541 5225 5883 6722 7182 7854 8378 9285 9733]
top_k =  500
Partition function (log Z): 13.554945198659754

Sorted 5' Splice Sites (High to Low Probability):
Position 9178: 0.9973258555167492
Position 7086: 0.9955114144503774
Position 4686: 0.9884481977521069
Position 6136: 0.9840244578003137
Position 7994: 0.9783802518624586
Position 9605: 0.9397478397326359
Position 7485: 0.9029398624646028
Position 5352: 0.90113738855998
Position 3786: 0.5592388541313339
Position 9361: 0.3081047060944693
Position 760: 0.29794365277276214
Position 10714: 0.15017928547795112
Position 247: 0.14055611200916743
Position 11151: 0.10545738142253944
Position 859: 0.10476572278095096
Position 11774: 0.08632789918546631
Position 1544: 0.07298277797564134
Position 10481: 0.05092674206897605
Position 9997: 0.04448977545499229
Position 9622: 0.04441009919400538
Position 568: 0.04085927519982179
Position 6643: 0.0396921223045977
Position 7342: 0.038876365308420514
Position 2005: 0.032140790654639574
Position 5618: 0.030728893373622827
Position 8277: 0.030206334970585086
Position 703: 0.029210454043966938
Position 7497: 0.02431634536533015
Position 822: 0.02372489539417053
Position 12061: 0.022721060084402583
Position 699: 0.022060250016237383
Position 982: 0.0196452102167365
Position 8164: 0.017387517245168956
Position 1511: 0.016330219306533892
Position 2584: 0.015929501733128522
Position 243: 0.014941959157107334
Position 665: 0.013541387204768916
Position 764: 0.012169949644888142
Position 4944: 0.012025612620970573
Position 10031: 0.011189410340096143
Position 11305: 0.010657745475397547
Position 10620: 0.010169905809148139
Position 682: 0.009603570146642914
Position 7704: 0.009382001256335714
Position 8113: 0.008986817750144701
Position 2029: 0.007322630157949165
Position 9838: 0.007101532308211414
Position 266: 0.007099086873871336
Position 2491: 0.006005019448669516
Position 103: 0.005724065385875864
Position 7742: 0.005576861912791216
Position 9394: 0.005546450435394582
Position 7778: 0.005453279697650564
Position 6539: 0.005233420910812645
Position 7179: 0.005137342405403112
Position 6149: 0.004917751227476369
