Gene = bchs
index = 1626
Annotated 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
Annotated 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
SMsplice 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
SMsplice 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
top_k =  500
Partition function (log Z): 72.13001659145512

Sorted 5' Splice Sites (High to Low Probability):
Position 13000: 0.9997678207420451
Position 5230: 0.9993822095967603
Position 13435: 0.9981715827337183
Position 13810: 0.9980340224235986
Position 13279: 0.9976308789329332
Position 12767: 0.996245948530101
Position 3849: 0.9940486933477446
Position 8199: 0.9937897093908539
Position 6947: 0.9937568748134226
Position 1467: 0.9905995137284552
Position 1767: 0.9897555199551575
Position 3603: 0.9874474013533588
Position 11627: 0.9865986481531356
Position 11787: 0.9864831284374124
Position 13628: 0.980916319130877
Position 6310: 0.9794541311732622
Position 119: 0.7284344739863623
Position 6442: 0.2365252758052693
Position 14100: 0.2093390881917973
Position 10068: 0.191983032813405
Position 1083: 0.12463096757040813
Position 14766: 0.12061260830480501
Position 1923: 0.11584303249240202
Position 3003: 0.1117841908660524
Position 14152: 0.0879943248743117
Position 9699: 0.08542363807191074
Position 4665: 0.08277896542574421
Position 5815: 0.08187485306086441
Position 2689: 0.07353197005855722
Position 14127: 0.07006030056720863
Position 5524: 0.06756309932063181
Position 9578: 0.060012204005273705
Position 14566: 0.05807792773460251
Position 475: 0.05625071895957729
Position 14829: 0.033868513342723054
Position 4739: 0.0336936011130324
Position 7127: 0.033116795664769036
Position 7662: 0.030725671551965074
Position 757: 0.028805943186369927
Position 7891: 0.02853207527995555
Position 8795: 0.028429028540929834
Position 4684: 0.02827923707449788
Position 2788: 0.02824976169484257
Position 9999: 0.02610594862217598
Position 388: 0.023069258960798023
Position 7217: 0.022311551123366084
Position 12155: 0.022117628317477572
Position 3353: 0.022105966822021043
Position 201: 0.021241466425016214
Position 400: 0.02061505210219551
Position 8862: 0.01750586131565132
Position 12131: 0.01665718962744501
Position 8930: 0.015464883054614659
Position 7788: 0.015279179045182932
Position 896: 0.015136530952211086
Position 14023: 0.015063530919060715
Position 13135: 0.014933456374476782
Position 8477: 0.014280206746436529
Position 8498: 0.013847588400250481
Position 12006: 0.011810973395717307
Position 9818: 0.011462631201316168
Position 2989: 0.010928642947187622
Position 922: 0.010551598897646675
Position 7850: 0.010449716116479874
Position 3357: 0.009406918972811547
Position 8386: 0.00929045191626039
Position 1353: 0.008939010264185211
Position 6314: 0.00890432202534326
Position 14042: 0.008811468016903341
Position 2488: 0.006849626559646365
Position 15042: 0.0065519049646130334
Position 7152: 0.006233378287266459
Position 7666: 0.006200263544457065
Position 444: 0.0060869147256159195
Position 9761: 0.005428468802146234
Position 9105: 0.00541233092184916
Position 8171: 0.005209887368421212
Position 834: 0.005037554944580025
Position 7514: 0.004559078140018539
Position 3607: 0.004490858328178496
Position 8363: 0.003981233772839314
Position 2768: 0.0036799780562162825
Position 5601: 0.0036459066092868137
Position 7343: 0.003583192732671039
Position 14544: 0.003579101297258526
Position 2328: 0.003574110222282029
Position 2302: 0.0033310089760236927
Position 5529: 0.003165766979654523
Position 7131: 0.0029174073841809808
Position 421: 0.002903591071678074
Position 8357: 0.002809788822745124
Position 433: 0.002755109109460909
Position 1946: 0.0027210933545047237
Position 6616: 0.002707382837969688
Position 14017: 0.002682525507798536
Position 2858: 0.0026250350486292477
Position 3778: 0.0025905581093278937
Position 5356: 0.0025140750120637785
Position 8106: 0.002489982856411868
Position 6290: 0.0024354936506815975
Position 1011: 0.002433627669885971
Position 9551: 0.0023907495719672997
Position 3818: 0.0023690974984218864
Position 9086: 0.0023503634160903088
Position 2348: 0.0023361494718903966
Position 396: 0.002227029232873686
Position 904: 0.0022078094785813046
Position 2311: 0.0020569281343471063
Position 1927: 0.0019768627816110405
Position 225: 0.0019688293249464327
Position 7082: 0.0019127351080459487
Position 189: 0.0019037627310564812
Position 719: 0.0018931482689818024
Position 7761: 0.001842894813390754
Position 4931: 0.0018357236249801792
Position 2975: 0.0018042209771986333
Position 14549: 0.0017791305465100977
Position 12105: 0.0017527175554879705
Position 4764: 0.0017493339888800007
Position 7629: 0.0016771343963062123
Position 1803: 0.0016144456382858833
Position 6496: 0.0015955518255805145
Position 14161: 0.0015747737227288052
Position 7194: 0.0015337731164992462
Position 7352: 0.0015144068022265745
Position 14965: 0.0014468492090281236
Position 4181: 0.0013262457330404543
Position 13789: 0.0013082614521130942
Position 929: 0.001274971130830023
Position 8799: 0.001267328023165862
Position 4109: 0.0011808264404385967
Position 2351: 0.0011729875266916108
Position 8876: 0.0011710101076868329
Position 14285: 0.0011548742346661023
Position 297: 0.0010931242604043446
Position 1957: 0.001073590011947891
Position 231: 0.001053011187217556
Position 12758: 0.0010486037210415443
Position 43: 0.0010364117277653383
Position 5564: 0.0010071902991817317
Position 12761: 0.0009742536461683926
Position 2933: 0.0009588528631939352
Position 1003: 0.0009508546924794809
Position 4669: 0.0009247024006641798
