Gene = PGRP-LA
index = 1354
Annotated 5SS: [ 104  596 2602 2890 3329]
Annotated 3SS: [ 277 2379 2653 3121 3393]
SMsplice 5SS: [ 104  596 2602 2890 3329]
SMsplice 3SS: [ 277 2379 2653 3121 3393]
top_k =  500
Partition function (log Z): 4.684163565147718

Sorted 5' Splice Sites (High to Low Probability):
Position 3329: 0.9931412501699054
Position 596: 0.9804691161611154
Position 104: 0.9459554049211606
Position 2602: 0.8799898543950746
Position 2890: 0.8327586353189317
Position 1441: 0.07464801244258427
Position 1426: 0.041272538792103734
Position 2052: 0.04096651785323068
Position 381: 0.03201108443973792
Position 2557: 0.016689966517693614
Position 109: 0.011017669350181709
Position 1319: 0.010273561658120099
Position 2861: 0.007411732606034875
Position 813: 0.005548956759810809
Position 3519: 0.004627028255493869
Position 2723: 0.003363521566530785
Position 1621: 0.003141191622601102
Position 2010: 0.0021750833833047677
Position 3563: 0.001688403951639498
Position 3175: 0.0015960692537146117
Position 3649: 0.001578796930324624
Position 1932: 0.0013236038833020298
Position 1733: 0.0012786825684282612
Position 208: 0.0011541982033322841
Position 478: 0.0011202270823246583
Position 1050: 0.0010787251599010852
Position 3682: 0.0008900919775027215
Position 1833: 0.0008875983457698766
Position 151: 0.0008692028618195137
Position 3580: 0.0006406402527036033
Position 2025: 0.0005942145847088721
Position 1445: 0.0005185708340007212
Position 826: 0.0005116018529383313
Position 3852: 0.00034485602162818925
Position 3844: 0.0002938694428997787
Position 2706: 0.0002699222903018753
Position 2183: 0.0002594645304591555
Position 3657: 0.00024898181965626236
Position 3002: 0.00020886512264975702
Position 3561: 0.00019528121180308847
Position 3848: 0.00019405941452032137
Position 1207: 0.00019146478831353296
Position 3854: 0.00017617150316965265
Position 3671: 0.00016703785215660232
Position 1744: 0.0001570308436465069
Position 3856: 0.0001422695653900386
Position 396: 0.00012304630036341857
Position 3862: 0.00012175522844621065
Position 3858: 0.00011515879527133172
Position 2404: 0.00010724952781429629
Position 3842: 9.530942113153683e-05
Position 2959: 8.273202717931803e-05
Position 2779: 8.118234429260587e-05
Position 3314: 8.065541619252088e-05
Position 508: 7.805454508262404e-05
Position 1387: 7.508972334903383e-05
Position 2941: 7.406042505482435e-05
Position 2811: 7.318631182729418e-05
Position 1763: 6.395718836065217e-05
Position 630: 5.06508032387479e-05
Position 1067: 3.361151601463658e-05
Position 67: 3.216232779168045e-05
Position 3252: 3.117041777466681e-05
Position 18: 3.0330618129431584e-05
Position 2489: 2.838376862228911e-05
Position 243: 2.5418927523761067e-05
Position 505: 2.4793040582172664e-05
Position 3135: 2.2647841128483344e-05
Position 627: 2.0355127041362538e-05
Position 1098: 1.992580802866644e-05
Position 169: 1.624655465447312e-05
Position 925: 1.1550253460894206e-05
Position 368: 1.1432119952524916e-05
Position 32: 6.0896130597838444e-06
Position 3626: 4.312604684531597e-06
Position 1449: 4.263805287042714e-06
Position 3223: 4.240207593227929e-06
Position 300: 3.840950483779839e-06
Position 1660: 3.840313237625593e-06
Position 432: 1.6582094030659317e-06
Position 541: 1.5607136724322936e-06
Position 356: 1.5450988632290763e-06
Position 471: 1.4440417287891014e-06
Position 977: 1.3207323384986774e-06
Position 353: 1.1139285199410465e-06
Position 1159: 6.313718082214474e-07
Position 515: 5.309500584627438e-07
Position 2904: 2.0885922443804925e-07
Position 684: 8.028212633756383e-08
Position 339: 5.307289673292744e-08
Position 3234: 1.4832367018601636e-08
Position 600: 1.4321667874994546e-08
Position 3122: 1.3875301888573615e-08
Position 270: 4.641510716250154e-09
Position 787: 3.959282580881904e-09
Position 909: 2.478296144779612e-09
Position 3362: 3.225622320015072e-10
Position 757: 3.2817551124439337e-11
Position 780: 7.415462234955982e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3393: 0.9967112168690929
Position 277: 0.930067488922787
Position 3121: 0.7787831060442254
Position 2653: 0.7554326496739231
Position 2379: 0.31518216619673667
Position 2665: 0.14742539771915347
Position 1695: 0.1419410084225457
Position 2246: 0.11058437169589654
Position 2446: 0.1088460017416121
Position 2975: 0.08051621804807996
Position 2389: 0.06242583838261345
Position 2109: 0.057023716261568394
Position 1225: 0.050395976152960695
Position 895: 0.046768695067374993
Position 1172: 0.04047339480585616
Position 441: 0.035754002800580505
Position 2633: 0.026227488999515523
Position 2301: 0.020062267651122193
Position 1711: 0.017747575936404563
Position 2425: 0.016303822948437675
Position 3008: 0.013969030390501085
Position 1816: 0.013517406894310205
Position 1121: 0.011692378486294584
Position 1979: 0.011250873320959316
Position 1265: 0.010494222798699342
Position 2208: 0.007781814603635316
Position 1474: 0.007209826100882126
Position 3000: 0.007048144050602549
Position 460: 0.00667266666948606
Position 1886: 0.006044532827447013
Position 2784: 0.004429872494572667
Position 2088: 0.004424811056268754
Position 2690: 0.004282838339894148
Position 351: 0.004051891322358001
Position 317: 0.0036252701058889216
Position 3005: 0.0032905525900463685
Position 3820: 0.0030049829779491086
Position 3244: 0.0029793134686146097
Position 2098: 0.002871958071077222
Position 977: 0.00283200777991327
Position 3399: 0.002684097373660552
Position 1894: 0.0024791062258035378
Position 772: 0.0024734778559065357
Position 1929: 0.002393465460454427
Position 3731: 0.0021398369179244855
Position 3700: 0.0018094088219004854
Position 380: 0.0017767009440185517
Position 534: 0.001710935188692549
Position 1348: 0.0016542395684643705
Position 1035: 0.0016169619553593395
Position 3910: 0.0016083278188194566
Position 2742: 0.0010391909174543405
Position 948: 0.0010348509504575856
Position 3934: 0.0009903470165296801
Position 812: 0.0008578448300569465
Position 1732: 0.0008335416467386707
Position 3601: 0.0008300160819867426
Position 200: 0.0008223494745537653
Position 3751: 0.0007383461457858433
Position 2954: 0.000680124333370644
Position 1184: 0.0005794968410960899
Position 933: 0.00047744166970459056
Position 2153: 0.00046382667056856647
Position 3229: 0.0003950034190487428
Position 3187: 0.00036044651911349747
Position 902: 0.00035436956003027334
Position 2941: 0.0003255873154667997
Position 1054: 0.0003110426770864816
Position 1303: 0.000283641416762635
Position 2222: 0.0002742740762730409
Position 1067: 0.00022868977553172512
Position 3721: 0.00021702691000286467
Position 3130: 0.00019627141491658932
Position 3682: 0.00010925162114821342
Position 1179: 0.00010552508881153528
Position 648: 9.086527404812116e-05
Position 3433: 8.930375092486172e-05
Position 780: 6.38178587778388e-05
Position 306: 5.9262647558478644e-05
Position 3278: 5.691121038678119e-05
Position 3649: 5.505965705812772e-05
Position 570: 4.707994129586327e-05
Position 468: 3.3722301502168806e-05
Position 1186: 3.1926605151930315e-05
Position 3772: 1.9289516869596214e-05
Position 1390: 9.74735340105711e-06
Position 3890: 9.458726191302748e-06
Position 476: 8.633159685184507e-06
Position 785: 7.639147452045002e-06
Position 362: 7.065496472189022e-06
Position 3571: 5.543206458081369e-06
Position 1071: 5.174551486726418e-06
Position 937: 1.8601614126770559e-06
Position 1084: 1.4709917117099573e-06
Position 1278: 1.0709104730450844e-06
Position 711: 4.467348239248285e-07
Position 151: 3.1462192818264407e-07
Position 595: 2.7026270345362055e-07
Position 208: 5.3626032749314624e-08
Position 627: 4.1151155548026494e-08
Position 138: 2.5292122069329744e-08
Position 78: 1.2849249079019449e-08
Position 364: 1.8043075208839648e-09
Position 203: 1.1121316272889873e-09
Position 103: 5.44469376903237e-10
Position 368: 1.3120054299510346e-10
Position 141: 9.000792366891832e-11
Position 108: 6.24493488774905e-11
Position 63: 2.285135050294614e-11
