Gene = Unr
index = 1585
Annotated 5SS: [4189 4874 5343 6136 6360 6591 7598 7832]
Annotated 3SS: [4325 4947 5408 6205 6420 6649 7653 7895]
SMsplice 5SS: [  49 4874 5343 5617 6136 6360 6591 7598 7832]
SMsplice 3SS: [4325 4947 5408 5691 6205 6420 6649 7653 7895]
top_k =  500
Partition function (log Z): 27.60104347901043

Sorted 5' Splice Sites (High to Low Probability):
Position 7832: 0.9989509585660892
Position 6360: 0.9985912030731898
Position 7598: 0.9982160244316107
Position 6591: 0.9982140969940133
Position 5343: 0.9976894561301151
Position 6136: 0.9969181332250038
Position 4874: 0.9864491328327712
Position 49: 0.9745209484418155
Position 5617: 0.8941424771311743
Position 4189: 0.5477856957947795
Position 5779: 0.08042058730355363
Position 8756: 0.07636166314248456
Position 8772: 0.07544241019624323
Position 7467: 0.0514303132805141
Position 3112: 0.04943732259195137
Position 3122: 0.04273216348017113
Position 8020: 0.041419616663268995
Position 8344: 0.040152839147232694
Position 4681: 0.040058719512707786
Position 5219: 0.017862583585447643
Position 7992: 0.016131535706827606
Position 5809: 0.00978708163358404
Position 6959: 0.007689427999460081
Position 9487: 0.007277650267302685
Position 5906: 0.007148700457811066
Position 8801: 0.006793247514110378
Position 6481: 0.006023749190154731
Position 350: 0.005637974430668143
Position 6954: 0.004572900752759069
Position 8106: 0.004389673989538924
Position 1610: 0.003591277636488269
Position 7427: 0.003029021743787147
Position 9225: 0.0030139049816381015
Position 6233: 0.002983106065830618
Position 1842: 0.002946513176313
Position 7091: 0.002658456371528704
Position 7110: 0.00261789417747185
Position 5787: 0.00244851641753469
Position 2283: 0.0023420821426141884
Position 8292: 0.002248572073281929
Position 8740: 0.002229340620906118
Position 9345: 0.002175255546891678
Position 1876: 0.0019430514730495304
Position 1593: 0.0016119028433495318
Position 5764: 0.0015505898666189279
Position 352: 0.0014231133097039547
Position 8501: 0.0012383043340547433
Position 5285: 0.0012067392045503422
Position 6570: 0.0012056143684358578
Position 8596: 0.001137516973162076
Position 338: 0.0011205935164869797
Position 7031: 0.000996535452301105
Position 5314: 0.0009353173828584927
Position 9288: 0.0007990754197601186
Position 612: 0.0007847869535828349
Position 6144: 0.0007519304570398959
Position 7072: 0.0006793752790179228
Position 1844: 0.0006333714280968232
Position 5018: 0.0005878705520715727
Position 6483: 0.0005500858234770933
Position 5766: 0.0005246727896561689
Position 8322: 0.0005210171111415814
Position 5458: 0.0005168680422936113
Position 5468: 0.00048650201138419376
Position 4867: 0.0004789770366546553
Position 7096: 0.000445083996166791
Position 7127: 0.0004151293864209793
Position 5463: 0.00040451674040987854
Position 2544: 0.00038992736444977156
Position 7842: 0.00037762469179871533
Position 8822: 0.00036821227048443707
Position 6899: 0.0003633279704541413
Position 5878: 0.0003280182763210545
Position 6364: 0.0003275470957435953
Position 5473: 0.0003024106297486008
Position 5194: 0.0002951360421144531
Position 5411: 0.00019964269558307216
Position 6124: 0.0001866470882757517
Position 7161: 0.0001860703031806617
Position 4973: 0.0001850508370349687
Position 4697: 0.0001705935511635737
Position 7272: 0.00017014255405369648
Position 6692: 0.00016720155335626195
Position 569: 0.00014175779015523638
Position 8028: 0.0001406319361026523
Position 6961: 0.00013978575677017248
Position 5493: 0.0001339415204372338
Position 4870: 0.0001328416142952229
Position 7083: 0.00011900499816911929
Position 464: 0.00011814111241785036
Position 6683: 0.00011418105425620738
Position 6745: 0.00010881509834348747
Position 7223: 0.00010639578082519226
Position 257: 0.00010070167659064496
Position 6085: 9.713192688311341e-05
Position 567: 9.623788766919133e-05
Position 6966: 9.26691740966506e-05
Position 6471: 7.624571664374118e-05
Position 5582: 7.151140463635392e-05
Position 1239: 7.024876609260756e-05
Position 6092: 6.773674084085947e-05
Position 7493: 6.29944672426592e-05
Position 6881: 5.397726334147257e-05
Position 471: 4.64512549153905e-05
Position 6524: 4.3736027839267386e-05
Position 5621: 4.089101388233298e-05
Position 7140: 4.074606399725758e-05
Position 5476: 3.670955167954145e-05
Position 6730: 2.9014666530970557e-05
Position 8354: 2.6355613490962754e-05
Position 458: 2.601218549859043e-05
Position 175: 2.159156523273276e-05
Position 6793: 2.008517310374234e-05
Position 8320: 1.9416955763695792e-05
Position 8348: 1.9337939788840405e-05
Position 6595: 1.8428397580951567e-05
Position 245: 1.6654276476276647e-05
Position 5737: 1.5356424543443105e-05
Position 8454: 1.4805914516398188e-05
Position 251: 1.4418244780952421e-05
Position 436: 1.4080341088327225e-05
Position 253: 1.393030947493416e-05
Position 249: 1.3286748271043058e-05
Position 444: 1.2502580932596519e-05
Position 247: 1.2492336479180783e-05
Position 5566: 1.228315412342135e-05
Position 53: 1.2109231642995535e-05
Position 460: 1.1945506302542135e-05
Position 6101: 1.0814016372015118e-05
Position 5627: 1.0590705082470338e-05
Position 8212: 1.0304559077175028e-05
Position 407: 9.353060091531508e-06
Position 269: 8.312404948007468e-06
Position 6158: 7.51518292567705e-06
Position 5752: 7.361935359879584e-06
Position 486: 7.2318747751584e-06
Position 8242: 7.090817659012692e-06
Position 7583: 6.4766044200067935e-06
Position 370: 6.0555582511521385e-06
Position 6373: 5.636560639526842e-06
Position 153: 5.4785031081652e-06
Position 173: 5.287774969785647e-06
Position 440: 4.838450770483181e-06
Position 484: 4.533152884692024e-06
Position 5125: 4.4064483786446054e-06
Position 354: 4.1816816322878264e-06
Position 296: 4.1722583971109575e-06
Position 361: 3.892834780262493e-06
Position 6016: 3.7806825357500014e-06
Position 475: 3.648767589293232e-06
Position 7220: 3.5446485416839106e-06
Position 46: 3.4754286363921236e-06
Position 7532: 3.237389943022598e-06
Position 468: 2.519510028130959e-06
Position 6426: 2.482410117501201e-06
Position 136: 2.4070499457029003e-06
Position 5935: 2.3278017172440753e-06
Position 8868: 1.8876597253224757e-06
Position 5496: 1.8854574723764452e-06
Position 33: 1.282594244467566e-06
Position 6657: 1.201331307298549e-06
Position 1585: 1.0928800287244765e-06
Position 6669: 8.810734261902678e-07
Position 7928: 8.566045792989164e-07
Position 668: 8.52427311017951e-07
Position 5872: 8.237469500880844e-07
Position 7909: 8.231596665487372e-07
Position 6282: 7.80623376933928e-07
Position 1309: 7.303546860489031e-07
Position 7925: 6.685540432686379e-07
