Gene = ast
index = 1613
Annotated 5SS: [ 621 1118]
Annotated 3SS: [ 676 1172]
SMsplice 5SS: [ 621 1118]
SMsplice 3SS: [ 676 1172]
top_k =  500
Partition function (log Z): 0.17607304165372734

Sorted 5' Splice Sites (High to Low Probability):
Position 1118: 0.998056547653249
Position 621: 0.9878874162801167
Position 1296: 0.09832563827321379
Position 1787: 0.08498629984814762
Position 1684: 0.019247175661616663
Position 332: 0.009291796144696645
Position 1232: 0.007500563106174035
Position 788: 0.006663450786692173
Position 758: 0.005991648401235263
Position 1782: 0.005963599767139147
Position 1300: 0.00585099892253606
Position 1580: 0.005807821384347618
Position 1219: 0.004014976762952747
Position 491: 0.0032703352981484236
Position 590: 0.0030018723831554193
Position 1514: 0.002812885211267344
Position 1677: 0.0026596408491287326
Position 2288: 0.0021930548428578606
Position 1482: 0.001763813113686213
Position 1990: 0.0017106807152110666
Position 1200: 0.0016100296710168454
Position 850: 0.0012722598713643815
Position 615: 0.001173423124829804
Position 387: 0.00100449500669634
Position 357: 0.0009863855689300966
Position 1438: 0.0009834385751600783
Position 1682: 0.0009429831502162422
Position 906: 0.0006714297461710344
Position 1729: 0.0006489850027432161
Position 48: 0.0006345143256745302
Position 2028: 0.0006188859073125816
Position 1970: 0.0005746689260109209
Position 2211: 0.0005018960482208698
Position 2073: 0.0004313996662637899
Position 2754: 0.0003554504020978572
Position 822: 0.00026501835384440636
Position 1710: 0.0002584313487820099
Position 1097: 0.00015427497821189913
Position 585: 0.00014907962903687062
Position 1946: 0.00010852212361795233
Position 1632: 0.00010631207981100197
Position 285: 8.105182033067132e-05
Position 692: 7.482455664581275e-05
Position 33: 6.496865590262066e-05
Position 875: 6.416126365645692e-05
Position 1235: 3.7571317596276836e-05
Position 1180: 2.7596021623264524e-05
Position 1122: 2.492273647958998e-05
Position 834: 2.362854072365187e-05
Position 726: 1.6582123290447914e-05
Position 203: 1.577811259212125e-05
Position 270: 1.5248660216898405e-05
Position 877: 1.3199732984934112e-05
Position 632: 6.712774356806589e-06
Position 1656: 4.6365161279786705e-06
Position 738: 2.865369908558734e-06
Position 1046: 2.6936602075168073e-06
Position 267: 2.6269550981621907e-06
Position 1658: 2.313183921752246e-06
Position 447: 2.129918960028087e-06
Position 1428: 1.951580671437793e-06
Position 171: 1.5229923336328792e-06
Position 483: 1.517842515603206e-06
Position 963: 1.3520182692629531e-06
Position 1102: 8.656125340669022e-07
Position 1331: 7.583701371917392e-07
Position 315: 7.338233807943779e-07
Position 2023: 6.711140290169356e-07
Position 515: 5.531954468282672e-07
Position 462: 3.225161629996099e-07
Position 296: 2.380976478122484e-07
Position 275: 1.4254025128538537e-07
Position 93: 1.2087830358323975e-07
Position 549: 1.1524801385786317e-07
Position 37: 1.0831277964504257e-07
Position 109: 1.0517796861281655e-07
Position 495: 9.172433651584607e-08
Position 1011: 7.613453091211256e-08
Position 1359: 4.7578549944160055e-08
Position 213: 1.827659398871405e-08
Position 1773: 9.969800531580934e-09
Position 477: 6.4964451450719205e-09
Position 1191: 4.5554589473698866e-09
Position 1557: 1.9168010302004644e-09
Position 677: 7.675368533384925e-10
Position 668: 3.023047632111345e-13
Position 453: 1.30701811686029e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1172: 0.9842586594684757
Position 676: 0.9109034714320875
Position 1356: 0.1121258988628023
Position 1852: 0.04853033465059177
Position 688: 0.040328984404176385
Position 691: 0.027123125248588276
Position 2336: 0.02625621512934817
Position 963: 0.02226629906151293
Position 1762: 0.018513586250948507
Position 2092: 0.015564523604372481
Position 1290: 0.009911111425952768
Position 1178: 0.008036111049740726
Position 809: 0.005875246042339631
Position 443: 0.005589503441795358
Position 1680: 0.004480814433603365
Position 2270: 0.003682453865771504
Position 2023: 0.003513457171814389
Position 1598: 0.0033696963082037973
Position 395: 0.002544217580989706
Position 647: 0.00233532058636272
Position 1737: 0.0016999299267920027
Position 446: 0.0015437761491013482
Position 1552: 0.0013810576122422942
Position 2196: 0.0012583874814153613
Position 398: 0.0011437064299223496
Position 1875: 0.001040869023028668
Position 2240: 0.0010018282827802202
Position 2046: 0.000965635716619039
Position 1861: 0.000760105902335526
Position 2181: 0.0006365181448040457
Position 697: 0.0005506810162235073
Position 2115: 0.0005055881696807938
Position 549: 0.00037034499427415974
Position 916: 0.0003624355615007452
Position 2835: 0.00035545040209785755
Position 1200: 0.00023086353704050396
Position 818: 0.0002098164836526466
Position 1707: 0.00016355962901774357
Position 122: 0.00015070265669836293
Position 1796: 0.00014841540023023515
Position 1368: 9.401002533637894e-05
Position 109: 9.238664306073741e-05
Position 2398: 8.174838619985391e-05
Position 1710: 7.852625508024736e-05
Position 284: 7.732331842348902e-05
