Gene = mop
index = 1792
Annotated 5SS: [ 218 1372 4381 5440 5633 5875 6118 6293]
Annotated 3SS: [ 621 1437 4446 5503 5692 5929 6172 6350]
SMsplice 5SS: [ 218 1372 1657 4381 5440 5633 5875 6118 6293]
SMsplice 3SS: [ 621 1437 4215 4446 5503 5692 5929 6172 6350]
top_k =  500
Partition function (log Z): 28.735589340904205

Sorted 5' Splice Sites (High to Low Probability):
Position 5440: 0.9994968789554105
Position 6293: 0.9980209103120312
Position 4381: 0.9979499277251029
Position 1372: 0.9972861072364082
Position 5633: 0.9971226244145971
Position 5875: 0.9618415486803882
Position 6118: 0.9565144683474862
Position 218: 0.7730465634289797
Position 3574: 0.5665534840499428
Position 2480: 0.3604731517781919
Position 1657: 0.3013671271874611
Position 1763: 0.2793273567784044
Position 3395: 0.27777856292662856
Position 2173: 0.19943324154320033
Position 53: 0.10482376063125966
Position 3765: 0.05372936710268171
Position 507: 0.04814476882874199
Position 1072: 0.040773435041098954
Position 1266: 0.03604198165992372
Position 3421: 0.035151983612301
Position 2803: 0.03464146048515999
Position 6460: 0.029028004463049206
Position 498: 0.028923619047475972
Position 3191: 0.028047563845753933
Position 6072: 0.027257266817100827
Position 478: 0.021380562992036382
Position 2374: 0.016547975396055226
Position 1625: 0.012459987795543085
Position 3119: 0.011372511008176557
Position 4885: 0.00611819945173714
Position 3834: 0.005862249863724173
Position 3323: 0.004808333428630356
Position 2887: 0.004278204422178954
Position 1534: 0.0040515165428564705
Position 291: 0.0038349831881212266
Position 1531: 0.0038182381805466044
Position 4561: 0.003630796579142428
Position 6124: 0.0032242469304228356
Position 502: 0.002818911959447103
Position 5863: 0.00256648733266429
Position 730: 0.0025340505009007266
Position 6499: 0.002492642715403835
Position 232: 0.0023663632301162167
Position 5768: 0.0020979048707498544
Position 5637: 0.0019017076657213356
Position 6113: 0.0018934724114641063
Position 1767: 0.0018606664623771775
Position 1357: 0.0015518829401078359
Position 4867: 0.0015198001048845082
Position 3442: 0.0014970132113241782
Position 326: 0.0014149853572191845
Position 2111: 0.0012631819272561715
Position 4409: 0.0012027969603156162
Position 6280: 0.0011320960782661299
Position 918: 0.0011290619953476864
Position 120: 0.0010455669654614972
Position 6512: 0.0009455526016220054
Position 3279: 0.0009330107311299751
Position 308: 0.0008505268650326376
Position 84: 0.0008137955136638132
Position 1057: 0.0006456828505105511
Position 847: 0.0005315210447772121
Position 1150: 0.0004943512983675254
Position 6140: 0.00045934307120707525
Position 1591: 0.00041746465154589204
Position 1248: 0.0004148278203373658
Position 166: 0.0003612432321381225
Position 1734: 0.0003443491402655617
Position 246: 0.0003245567262383632
Position 5609: 0.000258872767312445
Position 4220: 0.00025594524157396064
Position 4982: 0.00025085998973664565
Position 1018: 0.00024026623755208355
Position 1809: 0.00021251465285940517
Position 5606: 0.000209595764445393
Position 437: 0.00019605207934146477
Position 1636: 0.00019179299695422022
Position 397: 0.00018842840890862143
Position 1882: 0.00017506047957475685
Position 922: 0.00017053147454385798
Position 1731: 0.00015625778885237741
Position 2902: 0.00015551368565637296
Position 1933: 0.00014720098985276884
Position 5794: 0.00014306810461287283
Position 143: 0.00013930734741940878
Position 443: 0.00011618193269212174
Position 88: 0.00010109720857322152
Position 1231: 9.122345489471886e-05
Position 1241: 8.844865900975538e-05
Position 2470: 8.309903647793635e-05
Position 1572: 8.295351650351244e-05
Position 4862: 8.277604697404749e-05
Position 1270: 7.661422030940696e-05
Position 1340: 7.371068917084281e-05
Position 6076: 6.267770871193649e-05
Position 1257: 5.96921470519443e-05
Position 2053: 5.7853790595947246e-05
Position 559: 5.354950810027317e-05
Position 183: 4.668398128545447e-05
Position 909: 4.1217809533034386e-05
Position 2097: 3.782871303716561e-05
Position 75: 3.7565018356781654e-05
Position 2034: 3.691488504306767e-05
Position 4471: 3.52998459495905e-05
Position 1074: 3.20917012508575e-05
Position 5389: 3.153605365442173e-05
Position 1165: 3.112400314775879e-05
Position 41: 2.783250322809919e-05
Position 4324: 2.7462692014374503e-05
Position 6040: 2.7337959129715807e-05
Position 1217: 2.7245170122952127e-05
Position 6060: 2.327167605814998e-05
Position 2085: 1.8835801660849186e-05
Position 5753: 1.851556368949481e-05
Position 150: 1.7614888711093758e-05
Position 6436: 1.4729285049624086e-05
Position 446: 1.4231800828249251e-05
Position 1866: 1.4179774981373707e-05
Position 5831: 1.3338399363359236e-05
Position 5444: 1.2850380098271994e-05
Position 5882: 1.2326264179676502e-05
Position 6259: 1.1577901167024756e-05
Position 1806: 1.0533284353558746e-05
Position 877: 9.932429425674028e-06
Position 424: 7.762342201549443e-06
Position 1702: 6.849630818570736e-06
Position 5587: 5.916253354948356e-06
Position 5596: 5.7803296032733726e-06
Position 5081: 4.9610299325569735e-06
Position 4705: 4.7596356263305e-06
Position 1305: 4.679235359588968e-06
Position 5809: 4.386962328776085e-06
Position 833: 4.280552537267272e-06
Position 1972: 4.108156215823256e-06
Position 6663: 2.723393879436217e-06
Position 1473: 2.3908219253613627e-06
Position 6049: 1.8215475130293869e-06
Position 4989: 1.755414010160113e-06
Position 4834: 1.6242116478584417e-06
Position 5459: 1.133094648889238e-06
Position 5191: 8.690022291724489e-07
Position 937: 6.958508323471237e-07
Position 1168: 6.689729163050801e-07
Position 5950: 4.005393737718921e-07
Position 4738: 3.945884716673662e-07
Position 1222: 3.7280797079199667e-07
Position 5059: 3.6516111262579607e-07
Position 1892: 1.7294351391617855e-07
Position 1679: 1.5594642470054817e-07
Position 1408: 1.1806289516540439e-07
Position 2387: 1.158028420970578e-07
Position 1110: 7.500186254835508e-08
Position 86: 6.118805818960159e-08
Position 670: 4.3036104955987e-08
Position 6333: 4.2086870616407875e-08
Position 1246: 3.477915316314155e-08
Position 6328: 2.5844574257488243e-08
Position 838: 1.167553209106028e-08
Position 6209: 7.142597092315434e-09
Position 882: 4.361115092652631e-09
Position 6246: 3.389102238422321e-09
Position 6200: 8.902594962046031e-10
Position 621: 4.702448621510566e-10
Position 609: 3.027215688966211e-10
Position 5575: 4.688126766108791e-11
Position 929: 2.4804507537589587e-11
Position 6392: 1.5026100814559765e-11
Position 6534: 4.385020574183264e-12
Position 5893: 7.701479601377724e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1437: 0.9994349848405523
Position 6350: 0.9922225020150851
Position 4446: 0.9871599392666386
Position 5692: 0.9855317803240959
Position 5929: 0.9789712152668009
Position 6172: 0.9774747857068197
Position 621: 0.9563700821427371
Position 5503: 0.9336227525572596
Position 2267: 0.5112953104851491
Position 4215: 0.3375304241878267
Position 3651: 0.30908579777572187
Position 3457: 0.29768933789064234
Position 3954: 0.23545236537800923
Position 3478: 0.16169247501791803
Position 3211: 0.0899117498445299
Position 5542: 0.06530467649258329
Position 1317: 0.03735855666725085
Position 3388: 0.03567051847670053
Position 1127: 0.03564966209238768
Position 3323: 0.034721405100964796
Position 2887: 0.023282957397622647
Position 6539: 0.021640833268621693
Position 2544: 0.021065796129655697
Position 3042: 0.020338415802185497
Position 112: 0.01965750528210898
Position 4035: 0.015882382426729104
Position 3232: 0.015209084851378988
Position 3618: 0.012604801393452597
Position 3441: 0.010902447422944017
Position 4219: 0.010755729390946097
Position 4470: 0.01065396866136384
Position 6207: 0.010524330510339385
Position 3273: 0.009767708435597803
Position 4105: 0.007891462936730292
Position 6379: 0.006492782295795493
Position 1615: 0.006078874157581549
Position 3993: 0.005646818086000943
Position 99: 0.005641277333357363
Position 6580: 0.005483161000391093
Position 6575: 0.004361946953120276
Position 3741: 0.003994126536528513
Position 2576: 0.003989590129836622
Position 2237: 0.0037706915087063705
Position 3345: 0.003659345953888735
Position 1207: 0.0035601391068089665
Position 3630: 0.00324142378229282
Position 783: 0.0032015836436001866
Position 5030: 0.0029909654224073373
Position 4628: 0.002984971646341648
Position 972: 0.002560003572037738
Position 3394: 0.002502240882909682
Position 3420: 0.0023960155891014404
Position 5081: 0.002289162361526612
Position 1150: 0.002230107894951296
Position 3822: 0.00199848307338755
Position 3810: 0.001727824966530623
Position 1936: 0.0016803243214610437
Position 3933: 0.0015784533522451333
Position 415: 0.0014342820630589548
Position 6224: 0.001208296378536777
Position 3039: 0.0011855474912434649
Position 4936: 0.0010152481058236852
Position 1161: 0.0009966685500561172
Position 5937: 0.0009404990128219211
Position 6601: 0.0009129592542317357
Position 4966: 0.0008912089143492433
Position 652: 0.0008892009097015312
Position 646: 0.000810765994140373
Position 4939: 0.0008006440050278738
Position 1713: 0.0007959183503227808
Position 6391: 0.0007566471366999642
Position 4921: 0.0006627525772290834
Position 5551: 0.0005117892998013898
Position 4483: 0.0004612246718345854
Position 753: 0.00040553363052799854
Position 2394: 0.00040517341409589884
Position 3666: 0.0004044896655217622
Position 1071: 0.0004044366812156995
Position 4507: 0.0003986637028103383
Position 833: 0.00039749905093692086
Position 5717: 0.00038486192992110796
Position 909: 0.00033410232428250663
Position 1281: 0.00032754315701903554
Position 1180: 0.0002627480411780328
Position 4559: 0.00025185785389868914
Position 5511: 0.000248304704442882
Position 2307: 0.00023918303420407665
Position 699: 0.0002202197976705444
Position 2988: 0.0002174047950507628
Position 139: 0.0002042667849753134
Position 5773: 0.00019002199839688867
Position 4572: 0.0001894670557971473
Position 1966: 0.00017335377587823094
Position 1914: 0.00012982716363705524
Position 5187: 0.00011358469500875212
Position 2000: 0.00011106606641070819
Position 1697: 0.00011018018148071299
Position 4827: 0.00010547640437034806
Position 667: 9.799545023026164e-05
Position 1702: 9.184234432012728e-05
Position 1950: 9.00160358148109e-05
Position 4667: 8.892883817802732e-05
Position 2293: 8.688958154344411e-05
Position 1338: 8.660392759805129e-05
Position 819: 8.39833577215239e-05
Position 2463: 8.086850313354631e-05
Position 2217: 7.095089383312662e-05
Position 5854: 7.09197024510838e-05
Position 2187: 6.56432121466426e-05
Position 5091: 6.115311808774573e-05
Position 1092: 5.643069113514092e-05
Position 1739: 4.863347958905139e-05
Position 498: 4.377819563386512e-05
Position 2198: 4.306767118665387e-05
Position 1925: 4.170481913134672e-05
Position 2699: 4.1527946416700696e-05
Position 1087: 4.099397762821876e-05
Position 2322: 3.595645423836119e-05
Position 4640: 3.411770261391941e-05
Position 5768: 3.354683161939125e-05
Position 6711: 3.1852703473241674e-05
Position 2684: 2.803407530711358e-05
Position 1048: 2.7552540505178995e-05
Position 1727: 2.754647902577554e-05
Position 6732: 2.750890008904822e-05
Position 1266: 2.652340583599386e-05
Position 120: 2.5959530965297835e-05
Position 1875: 2.5555317336011318e-05
Position 6592: 2.467983562110982e-05
Position 1065: 2.4234243825741026e-05
Position 4708: 1.9134359748003126e-05
Position 2344: 1.8782917953250146e-05
Position 2277: 1.759849840529228e-05
Position 5831: 1.7596761654707968e-05
Position 2670: 1.5231326811260827e-05
Position 768: 1.4028186054667234e-05
Position 1332: 1.270492736401996e-05
Position 5728: 1.2082865134279879e-05
Position 6740: 1.2049316743022335e-05
Position 1517: 1.0312663510748938e-05
Position 6246: 9.781163107539124e-06
Position 2158: 8.444843129524834e-06
Position 2673: 7.290246642135826e-06
Position 1587: 7.268608595666817e-06
Position 5993: 6.623109868679078e-06
Position 718: 6.189469238748623e-06
Position 1767: 5.935997210912559e-06
Position 6512: 5.823722653394063e-06
Position 2103: 5.798912990368667e-06
Position 1851: 4.423265989130833e-06
Position 5781: 3.993473790784508e-06
Position 6122: 3.736973023792417e-06
Position 1335: 3.7126775872036832e-06
Position 5822: 3.5934543657077447e-06
Position 217: 3.2036413991480673e-06
Position 2584: 2.5232543405669785e-06
Position 2649: 2.352170293287221e-06
Position 654: 2.127241701285846e-06
Position 267: 1.7696936132382168e-06
Position 1657: 1.760141153024275e-06
Position 277: 1.7306267582619615e-06
Position 6045: 1.7209910561706228e-06
Position 5997: 1.4395443373599714e-06
Position 6118: 1.0994400509012052e-06
Position 1624: 9.646586298985074e-07
Position 1723: 7.014161160044574e-07
Position 478: 3.0598005898335643e-07
Position 6328: 2.8647474282793134e-07
Position 5887: 1.3203743339159738e-07
Position 6087: 1.254867444541619e-07
Position 259: 5.8809804947672583e-08
Position 279: 4.953698257448192e-08
Position 485: 3.7156870088475667e-08
Position 224: 1.8329867953667215e-08
Position 183: 1.1920880681626063e-08
Position 228: 1.1389851246441417e-08
Position 1458: 1.1231579685446024e-08
Position 6412: 8.629215222145008e-09
Position 190: 5.819023266354956e-09
Position 6333: 5.723680819374403e-09
Position 437: 4.257594272585926e-09
Position 1494: 2.365447371580751e-09
Position 6398: 7.788358185820294e-10
Position 1402: 5.119267743904673e-10
Position 240: 4.682363228135001e-10
Position 1744: 3.07446778307926e-10
Position 6409: 1.9420833784155687e-13
Position 6403: 1.8898361883416516e-13
