Gene = TfIIEalpha
index = 1553
Annotated 5SS: [ 185 1370]
Annotated 3SS: [ 262 1437]
SMsplice 5SS: [ 185 1370]
SMsplice 3SS: [ 262 1437]
top_k =  500
Partition function (log Z): 0.3973633102452118

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9932265257830445
Position 1370: 0.8309933420859048
Position 566: 0.08988281371555208
Position 1292: 0.044623518013734376
Position 330: 0.044255293807018085
Position 379: 0.005317993728918017
Position 194: 0.004891978503205277
Position 1010: 0.003452556924756781
Position 580: 0.0026807838341262637
Position 427: 0.001563060022132532
Position 1093: 0.0011701896620347678
Position 1596: 0.0011313710197493787
Position 343: 0.0007730427740106878
Position 876: 0.0007104940870436987
Position 653: 0.0006476079120214082
Position 683: 0.0006192879827622735
Position 489: 0.0005691222380967234
Position 325: 0.000540981756560821
Position 525: 0.00043076741592127743
Position 671: 0.000289460338477018
Position 627: 0.00020604874097873715
Position 1300: 0.00015849553144230025
Position 895: 0.00015581640306306624
Position 1107: 0.00011851680288833791
Position 1636: 0.00011263553492591787
Position 922: 9.039808745601076e-05
Position 98: 7.102966045058394e-05
Position 890: 6.236574870756137e-05
Position 189: 6.176151169766225e-05
Position 1236: 5.928591289584538e-05
Position 692: 5.393741067666757e-05
Position 622: 4.822529361075615e-05
Position 1180: 4.020789702626606e-05
Position 353: 3.3693983718099015e-05
Position 619: 2.7582872682244964e-05
Position 1661: 2.2710070767056665e-05
Position 1138: 2.253686434341305e-05
Position 1410: 1.797441651131604e-05
Position 171: 1.709239290443627e-05
Position 376: 1.6583108890079272e-05
Position 180: 1.2816346394609345e-05
Position 1005: 7.627017685939745e-06
Position 30: 6.0906680701498685e-06
Position 383: 6.017378828511475e-06
Position 774: 3.1756626119266464e-06
Position 1052: 2.727926700586877e-06
Position 165: 2.3198522950190518e-06
Position 791: 2.091260549112992e-06
Position 613: 2.0255706450895672e-06
Position 149: 1.9277733811826752e-06
Position 699: 1.5513345765549977e-06
Position 1002: 1.550879645253306e-06
Position 468: 1.1804934157756475e-06
Position 796: 1.1719128454940873e-06
Position 334: 9.09557438240836e-07
Position 1240: 8.615461343980144e-07
Position 1039: 8.398465359295547e-07
Position 1060: 8.055190188300839e-07
Position 768: 7.925247698412441e-07
Position 1503: 7.730894615616542e-07
Position 1422: 3.7345723234415237e-07
Position 1672: 2.6029628710542574e-07
Position 50: 6.224255296653824e-09
Position 229: 2.1978140966371786e-09
Position 747: 2.691597568581729e-10
Position 710: 2.361722517906201e-10
Position 708: 1.8680052189068255e-10
Position 1428: 1.615412384331338e-10
Position 279: 2.6668253177117736e-17
Position 276: 3.359862492422999e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 262: 0.9918439912164553
Position 1437: 0.9817036857591106
Position 1251: 0.007758743085073746
Position 864: 0.007695195566826417
Position 791: 0.00673324964446051
Position 1325: 0.006390182291392539
Position 1129: 0.006296745718096512
Position 1470: 0.005982601642235655
Position 1185: 0.0031034477773609196
Position 847: 0.0019379379246115655
Position 1218: 0.0018114753938230073
Position 627: 0.0013072657656954384
Position 606: 0.000998414466926946
Position 633: 0.000996535743864546
Position 1691: 0.0006594139219243121
Position 894: 0.0005670185385391881
Position 447: 0.0004716097248040698
Position 298: 0.0004300949366758161
Position 1719: 0.0003803119539884971
Position 736: 0.0002766834522218642
Position 870: 0.00023942909259022738
Position 1334: 0.0001992559338719416
Position 744: 0.00018952996630804668
Position 1647: 0.00016345248700806608
Position 686: 0.00016256629091259542
Position 402: 0.00015413925689362545
Position 483: 8.92175785000621e-05
Position 921: 8.48386524463333e-05
Position 450: 7.710865826942113e-05
Position 1509: 7.110493578834619e-05
Position 486: 5.715393396840595e-05
Position 651: 5.3452172044407775e-05
Position 149: 5.102457654984277e-05
Position 1107: 5.0502534878311996e-05
Position 1672: 4.3543204968328835e-05
Position 1708: 4.1729898577874536e-05
Position 534: 3.427229033600144e-05
Position 307: 2.9509943871761316e-05
Position 825: 2.3617914961539694e-05
Position 539: 2.239454673386879e-05
Position 829: 1.8645072761611435e-05
Position 80: 5.649580422235515e-06
Position 1557: 5.507700294016586e-06
Position 1481: 5.3483014971664055e-06
Position 1607: 4.516680096664392e-06
Position 229: 1.2687061892221235e-06
Position 489: 4.7528717695505494e-07
Position 1365: 3.838618270813752e-07
Position 353: 2.6303069065728307e-07
Position 313: 1.588214008531079e-07
Position 101: 1.2304318209768383e-07
Position 87: 1.1217823627929776e-07
Position 350: 3.407886848983532e-08
Position 111: 3.1810715059255425e-08
Position 165: 9.623943460868556e-09
Position 84: 5.44423036829029e-09
Position 318: 4.023017456203732e-09
Position 525: 1.7460421571050929e-09
Position 861: 8.107663537407162e-10
Position 178: 6.761831259680226e-10
Position 324: 6.284466634130998e-11
Position 480: 6.195496090683699e-11
Position 218: 2.867387940037349e-11
Position 494: 1.5896401690277838e-11
Position 180: 3.2935581692352385e-13
Position 342: 1.3154579387739018e-13
Position 189: 2.2247536772137015e-14
Position 360: 1.3744730524615125e-14
Position 198: 1.1436714844146165e-16
Position 201: 2.858495617658914e-18
