Gene = Ostgamma
index = 1350
Annotated 5SS: [ 210 1046 1287]
Annotated 3SS: [ 318 1123 1351]
SMsplice 5SS: [ 210 1046 1287]
SMsplice 3SS: [ 318 1123 1351]
top_k =  500
Partition function (log Z): 1.166789877340784

Sorted 5' Splice Sites (High to Low Probability):
Position 1046: 0.9964611438269192
Position 1287: 0.9458761479515815
Position 210: 0.7528670192161602
Position 817: 0.09180612463012798
Position 411: 0.013988604913926872
Position 162: 0.006349718306836077
Position 214: 0.0014576587447721722
Position 66: 0.0011644095862606155
Position 491: 0.0008138354390414617
Position 1274: 0.0007013769820655595
Position 824: 0.0005761423367474341
Position 237: 0.0003961518600959277
Position 577: 0.0003196870312533719
Position 1057: 0.000311637605723263
Position 601: 0.0002979520385957288
Position 1248: 0.00028330034759065233
Position 154: 0.00026663963385216004
Position 75: 0.0002595172018166997
Position 402: 0.0002589100749244934
Position 1064: 0.0002500398703291041
Position 1291: 0.00023654939745281083
Position 91: 0.00020332759488405114
Position 448: 0.00017941401459024413
Position 1211: 0.00017837978913101178
Position 415: 0.00017493533149832863
Position 808: 0.0001343956006254191
Position 1259: 9.140952794399212e-05
Position 1015: 8.684379896391298e-05
Position 343: 7.075115012789512e-05
Position 94: 6.53367192544943e-05
Position 1018: 6.269999219581629e-05
Position 170: 5.770684594545133e-05
Position 301: 5.065395718149743e-05
Position 1050: 4.169764853075726e-05
Position 226: 4.130025301508205e-05
Position 1038: 3.0475463736390206e-05
Position 1216: 2.8337683463670706e-05
Position 1252: 2.407718430984388e-05
Position 102: 2.4072950959018128e-05
Position 1033: 2.2877697416612692e-05
Position 1228: 1.65685874055496e-05
Position 510: 1.5820867845540478e-05
Position 7: 1.285481647968756e-05
Position 422: 1.1607387257721834e-05
Position 1076: 1.0524455382665856e-05
Position 520: 6.501112756412855e-06
Position 697: 5.406894087732556e-06
Position 165: 4.315223632550338e-06
Position 974: 4.15484179394919e-06
Position 1230: 3.7075256576776982e-06
Position 861: 2.5788018408313163e-06
Position 920: 2.5061452689651503e-06
Position 85: 2.1733342922033026e-06
Position 218: 2.0954786060003335e-06
Position 1245: 2.085239118167901e-06
Position 290: 2.0471022506832267e-06
Position 927: 1.1153575009315183e-06
Position 1358: 7.409828787487984e-07
Position 963: 5.251917781170176e-07
Position 876: 5.173885014096673e-07
Position 1351: 4.698704002651399e-07
Position 881: 4.134456385239677e-07
Position 892: 3.640756203733139e-07
Position 1329: 2.9104926650836555e-07
Position 730: 1.548952723892575e-07
Position 1081: 1.090279884660763e-07
Position 355: 1.0739571363115895e-07
Position 634: 7.141880899117767e-08
Position 855: 4.051686818936897e-08
Position 955: 3.4176564144494526e-08
Position 790: 3.375851070543691e-08
Position 333: 2.2877644203113012e-08
Position 979: 2.931577676866252e-11
Position 767: 2.6724507585791916e-11
Position 636: 2.475361326172006e-11
Position 1135: 4.763333313197231e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9996076153344267
Position 1351: 0.9386253368355422
Position 318: 0.7160274661838076
Position 892: 0.12158613991610298
Position 262: 0.015765023056471393
Position 1367: 0.007133792382875264
Position 870: 0.00299941154763201
Position 1005: 0.0020982254079094523
Position 657: 0.0018979639893490132
Position 266: 0.0015792585502230755
Position 121: 0.0014011311666220516
Position 343: 0.0013492748156843715
Position 486: 0.0013159653805701731
Position 476: 0.0010202687452961292
Position 494: 0.0009706694648329227
Position 1419: 0.0009564084754667109
Position 402: 0.0006319213313973966
Position 1329: 0.00041646542996427716
Position 1379: 0.00028762107061111407
Position 963: 0.00027729804724088393
Position 286: 0.00014905808544113044
Position 375: 9.339898197054969e-05
Position 1176: 7.640660863412246e-05
Position 1390: 6.512125167300739e-05
Position 249: 5.2558054479003916e-05
Position 274: 4.506161164879784e-05
Position 1266: 3.7776658193973356e-05
Position 663: 3.5875507760108344e-05
Position 1272: 3.437020058843799e-05
Position 824: 1.1986065821720646e-05
Position 209: 1.1213360551689676e-05
Position 1193: 1.0305416745240021e-05
Position 1432: 7.856641371514637e-06
Position 600: 7.474739176745806e-06
Position 189: 5.998114659349723e-06
Position 669: 5.43692022263146e-06
Position 420: 5.135989354683326e-06
Position 1188: 3.6235421628640934e-06
Position 1011: 2.9578729610212535e-06
Position 1286: 2.6618608387675337e-06
Position 1309: 2.5211496272439087e-06
Position 140: 1.9435757314141717e-06
Position 151: 1.8747975361285415e-06
Position 276: 1.3786996206260316e-06
Position 1396: 9.380174130488544e-07
Position 411: 5.766632364663613e-07
Position 1076: 1.1320678238693543e-07
Position 94: 1.0938693086609648e-07
Position 165: 1.0896954804779197e-07
Position 91: 9.489883227101533e-08
Position 127: 2.554101032296022e-08
Position 98: 7.27378599172243e-13
