Gene = Mis12
index = 1280
Annotated 5SS: [184 540]
Annotated 3SS: [246 651]
SMsplice 5SS: [184 540]
SMsplice 3SS: [246 651]
top_k =  500
Partition function (log Z): 3.2419647580544333

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.991032843250635
Position 540: 0.9451095037075855
Position 20: 0.041438897040113665
Position 509: 0.04070690781690957
Position 570: 0.011784606339526939
Position 74: 0.007711413840413196
Position 547: 0.0010590659752703333
Position 802: 0.0005422603940059309
Position 6: 0.00028243113358652664
Position 55: 0.0002224708856480286
Position 458: 0.00020703553252759692
Position 853: 9.95781039166405e-05
Position 66: 8.612827040694926e-05
Position 188: 7.250146987673607e-05
Position 49: 3.952938369033214e-05
Position 473: 2.9490063505650016e-05
Position 280: 2.686653139220537e-05
Position 170: 1.3978664322922468e-05
Position 907: 1.3199663103367316e-05
Position 417: 1.1560994850874625e-05
Position 286: 1.0768986233954257e-05
Position 893: 1.0718544218382969e-05
Position 358: 9.523339370590017e-06
Position 361: 8.022671300765032e-06
Position 693: 7.007360266336386e-06
Position 745: 6.259529591428005e-06
Position 98: 6.079579140590426e-06
Position 173: 6.070266166230005e-06
Position 217: 4.461462188447444e-06
Position 351: 3.283175550527119e-06
Position 258: 2.8229719145501575e-06
Position 438: 2.7505083318249063e-06
Position 419: 2.201304959299889e-06
Position 462: 2.1461267893626277e-06
Position 426: 1.4592239852606496e-06
Position 101: 2.1409558968400915e-07
Position 146: 1.8420831184748875e-07
Position 108: 2.450745884824013e-08
Position 620: 3.619307565882307e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 651: 0.9982580615868875
Position 246: 0.9608494958628164
Position 66: 0.02456506133263639
Position 127: 0.018348612330141442
Position 263: 0.015488694447227478
Position 290: 0.01200834752218841
Position 132: 0.003331486162378571
Position 162: 0.0019533081026363937
Position 368: 0.0015673625685541975
Position 321: 0.0015103825857376298
Position 678: 0.0011084787063289701
Position 893: 0.00043466088967651244
Position 143: 0.00029126446915231894
Position 970: 0.00028222860478555154
Position 604: 0.00014438074557855863
Position 278: 9.544117795031443e-05
Position 275: 8.595939616752752e-05
Position 146: 7.549430530250873e-05
Position 302: 5.75946151588794e-05
Position 308: 2.3374998816032433e-05
Position 344: 1.1475205077444348e-05
Position 170: 1.0834564916644584e-05
Position 400: 1.07446036875767e-05
Position 720: 8.549896618809315e-06
Position 853: 7.5433807458378e-06
Position 473: 6.059801670188238e-06
Position 347: 5.5972946466630074e-06
Position 383: 5.2300068369646525e-06
Position 750: 4.4409968801339185e-06
Position 336: 3.2517579061042104e-06
Position 925: 2.5380555171544503e-06
Position 693: 2.3529742494122406e-06
Position 813: 2.3413966217297088e-06
Position 180: 2.179007398489796e-06
Position 723: 1.9377093125447235e-06
Position 412: 1.5752655753385427e-06
Position 738: 1.3065730036066597e-06
Position 690: 1.1088285618233294e-06
Position 393: 9.356185783921321e-07
Position 907: 9.211826042224079e-07
Position 215: 8.965506404511174e-07
Position 452: 7.325646718938669e-07
Position 684: 6.189241371826395e-07
Position 486: 3.482521195587993e-07
Position 726: 3.1097025452219116e-07
Position 708: 1.3549035198692103e-07
Position 780: 1.3039527359107228e-07
Position 687: 1.2083787792277163e-07
Position 341: 9.16253403990585e-08
Position 417: 7.190414745130888e-08
Position 802: 4.3233409353770585e-08
Position 494: 3.6879616871039535e-08
Position 755: 3.5629889085366346e-08
Position 481: 3.355054694035195e-08
Position 491: 1.8866481302423627e-08
Position 488: 1.2504720463577999e-08
Position 497: 9.236784314425629e-09
Position 535: 4.96917399292436e-09
Position 182: 6.568331916211236e-12
Position 188: 4.823147717601075e-13
