Gene = Tif-IA
index = 1560
Annotated 5SS: [ 439  978 3810 4046 8027]
Annotated 3SS: [ 495 3317 3869 7776 8083]
SMsplice 5SS: [ 439 3810 4046 8027]
SMsplice 3SS: [3317 3869 7776 8083]
top_k =  500
Partition function (log Z): -0.663359016678106

Sorted 5' Splice Sites (High to Low Probability):
Position 439: 0.9964916532154736
Position 3810: 0.9311630411548849
Position 8027: 0.9012482666066708
Position 4046: 0.883947814346204
Position 978: 0.6134386518061982
Position 3457: 0.25875388863896676
Position 2426: 0.24566445141784515
Position 67: 0.1881937254176002
Position 1493: 0.0620058697904679
Position 4821: 0.05401393790610825
Position 1522: 0.033865842549196196
Position 1507: 0.03289383846706863
Position 793: 0.03221690611755375
Position 608: 0.020327226359304302
Position 900: 0.01806860560143991
Position 5097: 0.012624134395840312
Position 1195: 0.011880300654181566
Position 2357: 0.011657539556878137
Position 4117: 0.010926668239339122
Position 4810: 0.010455160485479714
Position 239: 0.008464389859790403
Position 4946: 0.00703825451077453
Position 4919: 0.006663647275507028
Position 5779: 0.006141498909095548
Position 4568: 0.004200852176312913
Position 763: 0.003717130648406182
Position 8024: 0.003459175802259451
Position 8016: 0.003131518045419166
Position 5541: 0.0026859384827245688
Position 53: 0.002640968664422004
Position 921: 0.0025654644244317956
Position 1477: 0.0022120478933972967
Position 655: 0.0018057959473708233
Position 2685: 0.0017672930160335572
Position 4442: 0.001557951143603036
Position 3903: 0.0015136478773262213
Position 4880: 0.0012903625002183168
Position 3064: 0.0012646162144063751
Position 159: 0.0012377900357215096
Position 146: 0.0011897935041352376
Position 505: 0.001047239940091517
Position 4416: 0.0007693157476448657
Position 8031: 0.0007191721511570477
Position 1868: 0.0005079760730794108
Position 2482: 0.0003358115797848508
Position 189: 0.0002572051752101304
Position 4216: 0.00016576209731001035
Position 460: 0.00015687155279209326
Position 85: 0.000154260302544913
Position 579: 0.00011961346107730024
Position 280: 0.00011457003507836809
Position 4325: 0.00010750738368765975
Position 508: 7.22243428360129e-05
Position 913: 6.849137903329742e-05
Position 906: 5.358285599102873e-05
Position 1289: 4.582704956280077e-05
Position 3487: 4.323396407944644e-05
Position 3679: 4.182679344474968e-05
Position 464: 4.1177146937815135e-05
Position 3421: 3.8085296865121887e-05
Position 774: 3.728209973035628e-05
Position 562: 3.66189542466726e-05
Position 641: 3.195893980857808e-05
Position 443: 2.899122138427026e-05
Position 982: 2.724953066148887e-05
Position 3675: 2.2492966820488073e-05
Position 817: 2.0141282175146756e-05
Position 163: 1.7842108572979518e-05
Position 568: 1.5181976971392326e-05
Position 1221: 1.4458447311327828e-05
Position 250: 1.1396940923234422e-05
Position 165: 1.0911729072018052e-05
Position 1155: 1.035237348432536e-05
Position 476: 8.523108028235238e-06
Position 889: 7.92916466121491e-06
Position 882: 6.551120101007054e-06
Position 3760: 6.314620140128952e-06
Position 967: 6.026376833960079e-06
Position 319: 4.760698155003233e-06
Position 4080: 1.805848442171562e-06
Position 270: 1.4258641901946146e-06
Position 538: 1.3239705899350105e-06
Position 1330: 5.38120158126117e-07
Position 3436: 4.085398079271392e-07
Position 225: 1.7986887583411273e-07
Position 361: 1.1744615285712299e-07
Position 397: 9.495809298177359e-08
Position 405: 3.557022468710116e-08
Position 571: 3.158609947820924e-08
Position 1093: 2.251478512288676e-08
Position 585: 1.2973855482830458e-08
Position 367: 4.803759656499363e-09
Position 304: 3.903127623409618e-09
Position 739: 2.5090092380826463e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7776: 0.9619334002635038
Position 3869: 0.8990568521820884
Position 3317: 0.8317480916484069
Position 8083: 0.8197491764820091
Position 495: 0.5123180827023279
Position 2271: 0.22522089528318773
Position 3510: 0.1035125790679173
Position 556: 0.09978429727687188
Position 3668: 0.09924854679894457
Position 267: 0.0899781754485136
Position 8123: 0.08734731738494037
Position 136: 0.08280516457652734
Position 668: 0.08042115395194784
Position 1038: 0.07529165590303442
Position 4498: 0.06310787728727084
Position 3063: 0.05477076293415909
Position 1078: 0.03864553920989091
Position 1340: 0.027931087188743254
Position 3203: 0.02604290934439095
Position 4083: 0.021416466074785687
Position 7851: 0.02108442786097281
Position 1055: 0.020285272320004565
Position 3585: 0.015239954072685958
Position 2115: 0.012826811804818077
Position 3892: 0.01145418599834288
Position 844: 0.011085462835509857
Position 163: 0.01073700755844215
Position 7411: 0.009820767882286774
Position 294: 0.008086112784163166
Position 3331: 0.007824122654497686
Position 189: 0.0067221152964842355
Position 3545: 0.006655797693285647
Position 2170: 0.006406606329799436
Position 1434: 0.0052259226311064414
Position 504: 0.0050272777478359825
Position 2288: 0.004229206752103123
Position 5540: 0.003941549043385843
Position 8176: 0.003912631670020719
Position 4672: 0.0032282867038274294
Position 340: 0.0028670252730413925
Position 879: 0.0025292807881587757
Position 3548: 0.002513040567594824
Position 523: 0.0023989931611903006
Position 2708: 0.0023912309036445453
Position 2480: 0.002076654585886268
Position 4760: 0.001209060045042583
Position 793: 0.0010542395527691037
Position 1721: 0.0010369068335574425
Position 1403: 0.0008690613334818908
Position 5367: 0.0008073011117494916
Position 1650: 0.0005919091053082219
Position 198: 0.0005004879999428139
Position 4682: 0.0004958393227257524
Position 6545: 0.00048182510173115693
Position 4652: 0.00044315431598545364
Position 928: 0.0004322137897875685
Position 8125: 0.00040963229868355147
Position 4141: 0.00040542764885207583
Position 600: 0.00025730503610863983
Position 967: 0.0002506862805668353
Position 1556: 0.00023936675600168204
Position 2193: 0.00022304991040650188
Position 685: 0.00019752553374557605
Position 243: 0.00012557608118492772
Position 5973: 0.00011323533025717902
Position 345: 9.100233313318419e-05
Position 319: 7.870396442172649e-05
Position 6554: 4.8657887264439896e-05
Position 576: 4.711315501461076e-05
Position 5896: 3.933107654096298e-05
Position 5712: 3.707972333412468e-05
Position 5518: 2.4049470854951206e-05
Position 1919: 1.7464686042131508e-05
Position 6219: 1.5421996274373147e-05
Position 239: 1.4547721883285048e-05
Position 718: 1.2759856190082538e-05
Position 376: 1.2461015193549406e-05
Position 355: 1.2150566855392665e-05
Position 949: 1.0740064459981576e-05
Position 3922: 1.0558681095803617e-05
Position 342: 8.030233443778012e-06
Position 4754: 7.61541230987187e-06
Position 361: 7.126380277566282e-06
Position 206: 5.212072283070246e-06
Position 379: 5.019525132430691e-06
Position 4361: 4.222067127763297e-06
Position 898: 3.3339226626707122e-06
Position 4319: 3.256290765441105e-06
Position 4322: 3.084961276812596e-06
Position 4658: 3.070391922908419e-06
Position 605: 2.9822551973568463e-06
Position 1935: 1.4558765594004224e-06
Position 402: 1.4043426274734694e-06
Position 608: 1.382258781118601e-06
Position 1012: 1.2176410717319625e-06
Position 625: 5.5767270411178e-07
Position 430: 5.514867550190342e-07
Position 759: 3.9856484897121497e-07
Position 1194: 3.6354154301908664e-07
Position 1125: 2.4819856201331127e-07
Position 427: 1.2896703767798708e-07
Position 405: 1.2241953198696168e-07
Position 437: 1.2509717671786082e-10
