Gene = GV1
index = 1177
Annotated 5SS: [  132  2097 10832 11511]
Annotated 3SS: [ 2040 10625 11218 11805]
SMsplice 5SS: [  132 10832 11511]
SMsplice 3SS: [10625 11218 11805]
top_k =  500
Partition function (log Z): -6.752762990482236

Sorted 5' Splice Sites (High to Low Probability):
Position 10832: 0.9192747353403492
Position 132: 0.6616582249125535
Position 11511: 0.5708965977736621
Position 11384: 0.2857643980902013
Position 2097: 0.22954389287200178
Position 2671: 0.13492365494955338
Position 1619: 0.12312412399900372
Position 55: 0.10171039104470755
Position 176: 0.09504819301973004
Position 1359: 0.06307491208136677
Position 11489: 0.028861904163105308
Position 901: 0.024075594599606513
Position 1593: 0.01945295443235337
Position 1924: 0.016171971841511878
Position 11408: 0.01547193625851604
Position 2199: 0.013587991562557897
Position 218: 0.009530654214175312
Position 11679: 0.00949718077873572
Position 1779: 0.008062859525322744
Position 2369: 0.007501245180295867
Position 797: 0.0057605464170800225
Position 1886: 0.005356838391153038
Position 88: 0.0052405523304567955
Position 65: 0.0036143365422772063
Position 11597: 0.002890110520031896
Position 11465: 0.0027987745136859865
Position 11397: 0.0018754376992566814
Position 10809: 0.0016336917899380287
Position 11649: 0.0016221095606723294
Position 1559: 0.001524996057657753
Position 5373: 0.001429770108825703
Position 2186: 0.0013675491897260554
Position 1918: 0.0010184634630962034
Position 362: 0.0008602068639069902
Position 801: 0.0008397593286438607
Position 11423: 0.0007785529071575095
Position 2435: 0.0007456848554918131
Position 1366: 0.0005914046166031443
Position 691: 0.0005651691509699553
Position 1022: 0.0005145941469698821
Position 1632: 0.000441308705825057
Position 1609: 0.0004008867724742179
Position 9705: 0.0003985148565136822
Position 11886: 0.00033612513680376715
Position 180: 0.00031317362290474697
Position 183: 0.0002953421006667122
Position 199: 0.0002495566080978773
Position 997: 0.00017698571037526106
Position 1904: 0.00015386319764206508
Position 1927: 0.00015149686021853205
Position 25: 0.00014117954848658833
Position 11900: 0.00013979544269813213
Position 920: 7.105725702046811e-05
Position 951: 6.74007032026875e-05
Position 11355: 5.224614565270294e-05
Position 1335: 3.552580911841972e-05
Position 1127: 3.275930447035946e-05
Position 885: 3.107825241173261e-05
Position 3: 1.3327401126211216e-05
Position 617: 1.3186510254272358e-05
Position 188: 1.0629296767670843e-05
Position 840: 1.0520069213310565e-05
Position 136: 5.667796460209199e-06
Position 143: 4.131051868178563e-06
Position 815: 3.5785888623185043e-06
Position 12: 3.3901754404984654e-06
Position 14: 2.665634302873949e-06
Position 30: 2.6181560578523798e-06
Position 722: 2.6157734317059006e-06
Position 360: 2.161643392687848e-06
Position 516: 2.0693827673128765e-06
Position 7272: 1.9783949259058616e-06
Position 141: 1.6415119308018261e-06
Position 664: 1.429019603466968e-06
Position 905: 1.3718072500717543e-06
Position 594: 7.635785252473632e-07
Position 8030: 5.431044709702397e-07
Position 178: 3.5582644717050874e-07
Position 5: 1.2836307311918846e-07
Position 7423: 2.526619084431367e-08
Position 305: 4.054356479006079e-09
Position 260: 1.993064594973165e-11
Position 738: 6.850281692837026e-12
Position 858: 6.639296666008597e-12
Position 418: 1.3344827043076435e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11218: 0.9312801390203573
Position 10625: 0.914710504066562
Position 11805: 0.7444313907946883
Position 11669: 0.2084095339512794
Position 2040: 0.20140644629492394
Position 110: 0.1020020972578605
Position 1452: 0.07419849794153117
Position 2630: 0.052200286578711695
Position 11811: 0.02718643506564381
Position 1512: 0.01846233582283192
Position 970: 0.017804629863347545
Position 2257: 0.016142360947431458
Position 743: 0.01082098194673175
Position 1990: 0.007133606254683595
Position 1011: 0.005908171718357071
Position 2434: 0.005855834436947439
Position 11980: 0.005157678537631035
Position 2431: 0.004232766982998933
Position 188: 0.0036139584907066186
Position 2299: 0.0035443362136319146
Position 10179: 0.0034920804257401097
Position 10071: 0.003439904555115716
Position 2319: 0.003307280273104086
Position 255: 0.0019551805363345804
Position 2588: 0.0017290509202482715
Position 643: 0.0016038614587777116
Position 2165: 0.001397761936350578
Position 5212: 0.0010686638209231104
Position 2510: 0.0010165789648200877
Position 11814: 0.000995841426774054
Position 11578: 0.0009894627120720849
Position 11438: 0.0009585010671399843
Position 2466: 0.0008946871717951045
Position 11054: 0.0008212938458895991
Position 778: 0.00047433872712684304
Position 1212: 0.0004131970954789976
Position 9511: 0.0003985148565136822
Position 2540: 0.00038330982705389697
Position 5259: 0.00036128368350980117
Position 874: 0.0003557549224021587
Position 1131: 0.00030498364759659776
Position 451: 0.00025416552716750116
Position 467: 0.00019471630871844382
Position 318: 0.00010037846527587311
Position 674: 7.774901173215219e-05
Position 1714: 7.42459598548883e-05
Position 565: 7.330350891936454e-05
Position 1165: 6.389885297039717e-05
Position 1885: 3.831927408833879e-05
Position 265: 1.9278471408622483e-05
Position 399: 1.63341266236756e-05
Position 11062: 1.53003337836981e-05
Position 592: 1.1258530595999993e-05
Position 276: 1.1149501536183851e-05
Position 901: 7.512623959709761e-06
Position 707: 2.6244953032612436e-06
Position 7340: 2.4874575699982097e-06
Position 7086: 2.20623325951119e-06
Position 649: 1.9092014608590723e-06
Position 8103: 1.4588612985298345e-06
Position 597: 1.047491990271757e-06
Position 8334: 6.323348423412786e-07
Position 117: 5.112575312581349e-07
Position 8162: 4.962243579065144e-07
Position 7574: 4.317022888953325e-07
Position 5616: 5.449959473773089e-08
Position 77: 3.930269316010243e-08
Position 3189: 8.223694518471965e-09
Position 199: 5.984813278833459e-09
Position 3127: 4.949784033761777e-09
Position 3722: 3.3131321723964287e-09
Position 2772: 3.073877807451059e-09
Position 121: 2.4222254744185586e-09
Position 2926: 5.839858210679455e-10
Position 5190: 5.088793229213264e-10
Position 5180: 4.916915330971251e-10
Position 141: 1.6878861538012834e-10
Position 88: 9.36239331029428e-11
Position 2639: 6.279313605863167e-11
Position 124: 3.997377659219533e-11
Position 52: 1.5820664751447208e-11
Position 46: 1.3490257661851632e-11
Position 132: 7.413829125244462e-13
