Gene = Mt2
index = 1289
Annotated 5SS: [122]
Annotated 3SS: [170]
SMsplice 5SS: [122]
SMsplice 3SS: [170]
top_k =  500
Partition function (log Z): -10.85712969981606

Sorted 5' Splice Sites (High to Low Probability):
Position 122: 0.854800218617927
Position 980: 0.11651600984564664
Position 252: 0.00972737927225256
Position 290: 0.009062167961149914
Position 29: 0.00900148534004909
Position 36: 0.006942499129440879
Position 64: 0.004911355992169465
Position 32: 0.0041338139847330695
Position 27: 0.0034288656241499983
Position 260: 0.0022537303627135764
Position 230: 0.0012121906086637337
Position 126: 0.0009299317370055614
Position 3: 0.0005990171642046266
Position 918: 0.0004740907246651108
Position 13: 0.0003479969229821069
Position 612: 0.00011757856227082578
Position 716: 0.00010443150380732621
Position 795: 0.00010312033447547088
Position 681: 9.551274432288893e-05
Position 734: 9.336312195779127e-05
Position 895: 6.206570063918798e-05
Position 761: 4.087570662016477e-05
Position 73: 3.763702148218698e-05
Position 288: 3.682742252499219e-05
Position 541: 2.5232974415256638e-05
Position 767: 1.660918867199546e-05
Position 520: 1.6151311875850647e-05
Position 660: 1.3209816406530494e-05
Position 445: 1.1886332592571423e-05
Position 194: 8.071928743258688e-06
Position 342: 7.87810545471897e-06
Position 412: 7.1197749904081e-06
Position 704: 7.304168910741913e-07
Position 805: 6.381989607929932e-07
Position 569: 3.0312681378511936e-07
Position 471: 2.3710660564002077e-07
Position 464: 2.15976653267004e-07
Position 299: 1.0015179516376881e-07
Position 218: 9.114012043447599e-08
Position 209: 8.206298333657348e-08
Position 89: 7.057739869626483e-08
Position 130: 6.063240351151865e-08
Position 499: 1.2271759915389652e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 170: 0.8137285375773421
Position 1055: 0.11566282616977762
Position 194: 0.03720822238691177
Position 346: 0.022535228641455875
Position 79: 0.0136530951815135
Position 428: 0.0033706351366271084
Position 282: 0.0016857071306588063
Position 313: 0.001388576323711267
Position 361: 0.0013612825052693217
Position 270: 0.0013080850303115225
Position 1108: 0.001283989536292405
Position 817: 0.0012724517798922144
Position 610: 0.0012715457361047028
Position 295: 0.0012456425538521117
Position 89: 0.0012315572165924051
Position 252: 0.0010959609611861341
Position 798: 0.0009700158704234912
Position 640: 0.0006827928993365153
Position 668: 0.0005813401831430374
Position 307: 0.0005192934091778887
Position 979: 0.0005014279495130583
Position 759: 0.00048423308190820405
Position 795: 0.0003903719805471517
Position 871: 0.0003211615504566826
Position 299: 0.0003073972311363078
Position 1075: 0.00025474610102118006
Position 469: 0.00022772201250491876
Position 1095: 0.0001273374953710239
Position 487: 0.0001168485831900153
Position 617: 6.425228316660306e-05
Position 955: 6.390341325941866e-05
Position 673: 4.980588868998198e-05
Position 946: 3.8023789604505436e-05
Position 925: 2.7856671076849796e-05
Position 679: 2.2039167150687104e-05
Position 937: 1.8441011451770798e-05
Position 126: 1.6118802527841955e-05
Position 838: 1.478470992464454e-05
Position 904: 1.3919731350957151e-05
Position 499: 1.3202612029106204e-05
Position 383: 9.431948008401147e-06
Position 895: 8.532068339963794e-07
Position 436: 1.888914574849339e-07
Position 288: 1.0587867471976382e-11
