Gene = Pc
index = 1362
Annotated 5SS: [ 224 2715]
Annotated 3SS: [  537 11821]
SMsplice 5SS: [224 604]
SMsplice 3SS: [ 537 9292]
top_k =  500
Partition function (log Z): -9.849843382815267

Sorted 5' Splice Sites (High to Low Probability):
Position 224: 0.7635603153562026
Position 604: 0.6006923781873831
Position 9470: 0.44696760989488055
Position 7866: 0.23808963024420746
Position 7101: 0.20784751178801084
Position 8604: 0.15949562647473417
Position 1147: 0.09374464657047464
Position 9922: 0.05800107684428618
Position 409: 0.05384224083347549
Position 440: 0.0517453145678503
Position 424: 0.028714075033303334
Position 6870: 0.027922960938631246
Position 2611: 0.023021487118554843
Position 32: 0.022344553982426213
Position 3108: 0.018415768416971744
Position 403: 0.017576331510957284
Position 1342: 0.01491806039646444
Position 428: 0.011820963399305525
Position 10213: 0.01147957969860211
Position 8171: 0.01142747160962714
Position 1648: 0.0102242881050729
Position 416: 0.009461740848857664
Position 444: 0.009213456016623319
Position 405: 0.008556036601170167
Position 44: 0.007597286573975708
Position 2056: 0.006965054164702243
Position 420: 0.006031767918964146
Position 184: 0.004709309840634461
Position 436: 0.00415038198041395
Position 2972: 0.004113934155624637
Position 858: 0.003892200137227507
Position 434: 0.003861746007619764
Position 430: 0.0037970904648867323
Position 432: 0.0035162659024367306
Position 1063: 0.003235213614499079
Position 5730: 0.003224806315094517
Position 2607: 0.003069046117647499
Position 1676: 0.0029308487727104774
Position 2985: 0.002634172603910056
Position 235: 0.0016143727788839309
Position 413: 0.0014778216242779078
Position 1556: 0.0012063908524522307
Position 1769: 0.0011278747666488174
Position 7272: 0.0011077732855072136
Position 735: 0.0009806408207759959
Position 132: 0.0007470539696990247
Position 320: 0.00048142569720941613
Position 2265: 0.0004750762816910878
Position 407: 0.0003234107368811708
Position 55: 0.00031896409527807154
Position 334: 0.00028729248897000557
Position 2758: 0.00023767128385377854
Position 2030: 0.00021832901122188607
Position 9844: 0.0002122999497909114
Position 2339: 0.00019107361200642673
Position 2660: 0.00011329446669936861
Position 2044: 8.61472670030806e-05
Position 1501: 7.368956907565184e-05
Position 935: 5.527093123337988e-05
Position 1838: 5.47675674272515e-05
Position 2060: 4.469810755911426e-05
Position 2262: 2.8209498183661008e-05
Position 2691: 2.5771275298609644e-05
Position 1306: 2.4248330875345682e-05
Position 459: 2.1220649461653335e-05
Position 1090: 2.100902408980333e-05
Position 1548: 1.7738131303404356e-05
Position 1588: 1.6246202218534893e-05
Position 325: 1.602374751378588e-05
Position 438: 1.542684089890423e-05
Position 215: 1.2726925732365783e-05
Position 142: 1.0136541770316898e-05
Position 487: 9.587896480207942e-06
Position 872: 8.086190160391684e-06
Position 451: 7.583750749121876e-06
Position 484: 6.042072084895325e-06
Position 182: 4.9554840030026765e-06
Position 1714: 4.632326015106591e-06
Position 15: 4.507120282641335e-06
Position 453: 2.493507939557211e-06
Position 173: 1.1559925755403089e-06
Position 3594: 7.833485643635162e-07
Position 117: 3.960478644143808e-07
Position 341: 2.8826242942876573e-07
Position 85: 1.3250880542814182e-07
Position 804: 5.450792036317343e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9292: 0.8402859590514282
Position 537: 0.7301318346163639
Position 10644: 0.3212091152172958
Position 7150: 0.17926656872354715
Position 11473: 0.10902946501838884
Position 10061: 0.0940320293872075
Position 6778: 0.06548589534274721
Position 11284: 0.06463453881130839
Position 8276: 0.054632780002082666
Position 8288: 0.05130512607967528
Position 6790: 0.04223098944906354
Position 5926: 0.03800776650148989
Position 8415: 0.03468899961616739
Position 9974: 0.03419500202987529
Position 6774: 0.03405520521105118
Position 7397: 0.033200528254669605
Position 2416: 0.03234602430757013
Position 8098: 0.025905125055284285
Position 6937: 0.023484266305134553
Position 6539: 0.019136265684154406
Position 95: 0.016397054920727308
Position 7171: 0.013986619568909196
Position 6736: 0.013851712726411423
Position 7630: 0.013414778115110366
Position 9575: 0.011878272278731028
Position 2800: 0.011782303846582567
Position 7723: 0.008048913212786031
Position 9661: 0.006837178369844838
Position 6464: 0.006390654534229245
Position 303: 0.006245809229313984
Position 8600: 0.0059668170992606545
Position 10186: 0.005840797678297333
Position 2413: 0.0048478481732537266
Position 10623: 0.003425873779066307
Position 5791: 0.0027636931188615792
Position 10103: 0.0022987895875435952
Position 9838: 0.0018242384547386028
Position 484: 0.0015917928197517754
Position 312: 0.0015595240775757896
Position 5517: 0.0010427907796507244
Position 5449: 0.0010241615132203096
Position 8876: 0.0008702522282989207
Position 1960: 0.0008641227238502306
Position 5131: 0.0007556095948589799
Position 2360: 0.0006799918107801781
Position 968: 0.0006592114006171067
Position 5107: 0.0005105701421394134
Position 1767: 0.0004507189952042651
Position 333: 0.0003437632578960734
Position 1981: 0.00031646227795283256
Position 3037: 0.00019608711410584804
Position 325: 0.00010054854268727438
Position 253: 7.900875560218819e-05
Position 1282: 6.818128431833824e-05
Position 561: 5.499258468046773e-05
Position 5983: 3.129637804129272e-05
Position 363: 3.059266688578601e-05
Position 1398: 2.9430730163909377e-05
Position 5332: 2.1687798702865043e-05
Position 4655: 2.080552299246421e-05
Position 2342: 1.9361719894123486e-05
Position 1772: 1.8351781430719754e-05
Position 6044: 1.498242442000654e-05
Position 3456: 1.2165423413269403e-05
Position 211: 1.1367305319349228e-05
Position 971: 7.275878975415895e-06
Position 1736: 6.179928675170658e-06
Position 1404: 4.726170825698042e-06
Position 365: 4.092200730049732e-06
Position 493: 3.6261289809669686e-06
Position 4874: 3.3820010755550698e-06
Position 3737: 2.3724099445463392e-06
Position 953: 2.1890430750189915e-06
Position 3684: 2.1360364381523624e-06
Position 675: 2.01217752980655e-06
Position 4466: 1.952647176478822e-06
Position 4697: 1.907331591665252e-06
Position 4577: 1.7339711085645037e-06
Position 127: 1.7236087187911355e-06
