Gene = Cpr73D
index = 1102
Annotated 5SS: [15094 16089 17054]
Annotated 3SS: [15950 16871 17105]
SMsplice 5SS: [ 475  665 1429 2364]
SMsplice 3SS: [  568   855  2156 16871]
top_k =  500
Partition function (log Z): -10.73812934073902

Sorted 5' Splice Sites (High to Low Probability):
Position 2364: 0.9223957507737773
Position 665: 0.8358151644047095
Position 9568: 0.6186418335935803
Position 475: 0.5948048315435872
Position 1429: 0.5399983791377941
Position 8702: 0.1129021215358312
Position 7964: 0.10452596048105063
Position 51: 0.09588239424291635
Position 7199: 0.08772726325839211
Position 62: 0.08303755629736172
Position 3204: 0.07395185173538045
Position 115: 0.04047746727836269
Position 1954: 0.03946737456359416
Position 2781: 0.03374850036398898
Position 2052: 0.026966445570315897
Position 805: 0.024962969995598508
Position 3068: 0.019943157307032024
Position 1997: 0.017926531832201692
Position 1167: 0.01694279405485781
Position 1400: 0.016884522501398457
Position 3081: 0.015389423171638671
Position 2045: 0.015100606874124
Position 359: 0.010928788861373299
Position 2006: 0.010743345364212406
Position 76: 0.009193512909457534
Position 1693: 0.008834672398224169
Position 1416: 0.008003580289646511
Position 2853: 0.0075878958987729015
Position 691: 0.007414647572279817
Position 2368: 0.006548799608533946
Position 95: 0.00634950985691133
Position 487: 0.005994342855807945
Position 764: 0.004665022101133411
Position 2360: 0.004384586442836486
Position 361: 0.004132865114041716
Position 2353: 0.00412218538446003
Position 2813: 0.0037574485593494847
Position 2271: 0.0033752582748721323
Position 440: 0.0032285043556054154
Position 363: 0.0026890263611284086
Position 1440: 0.0026096065388989836
Position 1030: 0.0025064712646425146
Position 1130: 0.0022037249093962473
Position 470: 0.002043503403846381
Position 216: 0.001869696032859323
Position 540: 0.0016091952055167626
Position 887: 0.001568061532700189
Position 280: 0.0015375336139637165
Position 55: 0.0014325828353654864
Position 406: 0.0014016443869289345
Position 1016: 0.0013998613720950558
Position 67: 0.0013670292503938743
Position 220: 0.00120147725255157
Position 3691: 0.001134745107880184
Position 515: 0.00100950915935012
Position 435: 0.0008478670944719156
Position 2375: 0.0008335990471361906
Position 879: 0.0007264294332595891
Position 1033: 0.0004170839284399986
Position 768: 0.0003949186170086946
Position 1043: 0.00036723656464673085
Position 455: 0.00028987966482706796
Position 1592: 0.00028118017130994536
Position 2397: 0.00014444084002641883
Position 596: 0.00010231948224492677
Position 10020: 0.00010053896996029076
Position 444: 9.728890400609571e-05
Position 967: 8.820438061371845e-05
Position 9918: 8.552059215782522e-05
Position 409: 7.382587345723848e-05
Position 1435: 6.74472553972809e-05
Position 171: 6.73830988952228e-05
Position 186: 6.519362676169214e-05
Position 365: 6.302253581296399e-05
Position 367: 5.87950363337804e-05
Position 11270: 5.866282972746371e-05
Position 209: 4.823625964565129e-05
Position 1443: 2.7992611051027142e-05
Position 600: 2.3241139862770776e-05
Position 868: 1.7806628942402565e-05
Position 6: 1.467092535576285e-05
Position 240: 1.0835178110746582e-05
Position 192: 6.9150286040403584e-06
Position 177: 5.502682309736515e-06
Position 231: 4.754300322549426e-06
Position 180: 3.1835741492640355e-06
Position 224: 2.3008996193966027e-06
Position 713: 1.454363014348892e-07
Position 559: 8.393142317893154e-08
Position 552: 5.515279230545439e-08
Position 604: 3.0595131806272295e-08
Position 543: 1.955978212833927e-08
Position 578: 2.3798883747280297e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16871: 0.9951511050725341
Position 9390: 0.6195185415680091
Position 568: 0.5890799664909744
Position 2156: 0.5633525943641629
Position 855: 0.4025193994325402
Position 1906: 0.2993536873215397
Position 202: 0.21069150110617987
Position 867: 0.13214727534971138
Position 2896: 0.09842865608425419
Position 7248: 0.07877245715337466
Position 2265: 0.07171788394610026
Position 2659: 0.04740932707116936
Position 8374: 0.03654191195865033
Position 1491: 0.035752949276961175
Position 8386: 0.03487069357907311
Position 6876: 0.03370977044093988
Position 8513: 0.03201653328204037
Position 6888: 0.01998174230570411
Position 7495: 0.019662687386098936
Position 6024: 0.018144179892826774
Position 780: 0.01769474018218654
Position 6872: 0.0158933482780664
Position 596: 0.012590677580306341
Position 8196: 0.009483806257627021
Position 1158: 0.008407361944095719
Position 2317: 0.008253342464740195
Position 1197: 0.006658821168443502
Position 817: 0.006310667120846018
Position 7269: 0.00609698578089869
Position 1505: 0.005949561875493519
Position 923: 0.005473715566747743
Position 707: 0.0042871112583614136
Position 2133: 0.004187008361315261
Position 1246: 0.0037909175881724027
Position 1536: 0.0034060099872521084
Position 1286: 0.003137900791009163
Position 733: 0.0028180769947238884
Position 2440: 0.002538631924605138
Position 13454: 0.002119183142364285
Position 1216: 0.0017747712232682369
Position 3133: 0.0016256169747661722
Position 2921: 0.0012315069376111337
Position 2637: 0.0010388622273438534
Position 10742: 0.0007356990248050944
Position 3553: 0.0006334552530404335
Position 1087: 0.0005388477735629767
Position 11384: 0.0004890604223287477
Position 11562: 0.0004328080643174557
Position 2739: 0.0003761907179175055
Position 2665: 0.000347216046463209
Position 2557: 0.00029963822881753357
Position 1043: 0.00029708812000437876
Position 942: 0.0002957456113497381
Position 2592: 0.00022367682101247626
Position 2937: 0.00020350448204425035
Position 10159: 0.0001886636356845715
Position 1515: 0.00017492531076815316
Position 431: 0.00013464946782951626
Position 12775: 0.00012404427498397536
Position 2566: 9.99926560139407e-05
Position 2615: 9.427957127280316e-05
Position 297: 9.016715959631773e-05
Position 10072: 6.437499116013065e-05
Position 930: 6.223126765819092e-05
Position 1365: 5.245341113663177e-05
Position 1297: 4.439357609795745e-05
Position 608: 3.61174489814487e-05
Position 9673: 2.3405760864131005e-05
Position 638: 1.913547846200768e-05
Position 9759: 1.1410519433354338e-05
Position 385: 1.032564188417131e-05
Position 470: 1.0134705665288759e-05
Position 1053: 7.104645292119752e-06
Position 10284: 5.75552468214745e-06
Position 1564: 5.66939961920159e-06
Position 264: 5.259469458998975e-06
Position 8698: 2.5823364112984413e-06
Position 2801: 1.275165786573423e-06
Position 231: 9.306884846348926e-07
Position 357: 9.302214802689749e-07
Position 250: 6.784643518934297e-07
Position 109: 6.629057562773646e-07
Position 622: 4.894571828965177e-07
Position 474: 4.846895513553808e-07
Position 328: 3.151925089072975e-07
Position 6637: 1.6631628136586665e-07
Position 339: 1.5379024901385434e-07
Position 5229: 9.071316657557327e-08
Position 5205: 8.267651913078572e-08
Position 5889: 6.160312392947066e-08
Position 6081: 5.888905936303048e-08
Position 6562: 5.127225782577582e-08
Position 347: 4.583407418830007e-08
Position 4753: 4.506588061969357e-08
Position 5430: 3.873886780199174e-08
Position 5547: 3.6951635621452395e-08
Position 3781: 1.051871446743282e-08
Position 3762: 1.0093589755468736e-08
Position 3834: 7.3285926303994415e-09
Position 4079: 5.913402331089203e-09
Position 3787: 5.427850495351959e-09
Position 3603: 3.906352725152996e-09
Position 278: 2.7777559990413213e-09
Position 3474: 2.3263492744649226e-09
Position 3182: 1.6521092530642142e-09
Position 67: 1.495128907135135e-09
Position 2770: 1.486907625159314e-09
Position 280: 9.65202721962963e-10
Position 61: 7.624326894232734e-10
