Gene = sunn
index = 1902
Annotated 5SS: [ 111  615  798 1074 1346 1978 2399 2861 3311]
Annotated 3SS: [ 166  688  949 1130 1427 2034 2453 2939 3364]
SMsplice 5SS: [ 615  798 1074 1346 1978 2399 2861 3311]
SMsplice 3SS: [ 688  949 1130 1427 2034 2453 2939 3364]
top_k =  500
Partition function (log Z): 17.44539079072887

Sorted 5' Splice Sites (High to Low Probability):
Position 2399: 0.9952180429251619
Position 1346: 0.9946227586210998
Position 1074: 0.983048765197242
Position 1978: 0.9755919331090671
Position 615: 0.9070385125007325
Position 2861: 0.862931034611157
Position 798: 0.8093064297267141
Position 3311: 0.6715533756599005
Position 111: 0.22696455286956244
Position 2540: 0.1364825727493933
Position 1750: 0.13258175823767807
Position 2552: 0.06388954460631213
Position 1606: 0.02423247542751165
Position 3030: 0.024227915492550194
Position 115: 0.02296816100934893
Position 2584: 0.022752026318101054
Position 2137: 0.017738748279023702
Position 293: 0.01454975077043315
Position 802: 0.009542939359201067
Position 78: 0.009417361256194535
Position 469: 0.009121831831787644
Position 1650: 0.008730897128361063
Position 151: 0.007844717861770687
Position 1537: 0.006385439078559877
Position 2831: 0.006131218318524779
Position 1965: 0.006008534612295936
Position 1068: 0.005881181835982
Position 100: 0.005144049831352855
Position 627: 0.00428074837332423
Position 1497: 0.003897309798805207
Position 834: 0.003878938056156198
Position 1928: 0.0037839280060715658
Position 1967: 0.0035240536411032565
Position 2308: 0.0031939318318480077
Position 1000: 0.0025748325704720186
Position 1325: 0.002502498537287103
Position 3254: 0.0024229936405492022
Position 2576: 0.0020317889476898993
Position 45: 0.0018874890049544225
Position 2727: 0.0015550299992985175
Position 55: 0.0015186580289057755
Position 613: 0.0013820695285184986
Position 1754: 0.0012849235488015065
Position 3273: 0.000873259720898977
Position 431: 0.0008421056976224371
Position 96: 0.0006539210568585445
Position 2708: 0.0005855055660597519
Position 119: 0.0005299366180989873
Position 3148: 0.00040753478358312675
Position 2141: 0.0003957624241994993
Position 1086: 0.00034307248116101233
Position 3270: 0.0003210160116580418
Position 3076: 0.0003133925776074631
Position 377: 0.0003088149091945178
Position 781: 0.0002890187600971134
Position 2119: 0.0002861353100730403
Position 1071: 0.0002213966569747593
Position 3213: 0.00020422339137759167
Position 530: 0.00019806787880060004
Position 3063: 0.0001894630301805293
Position 2620: 0.00017769080408485506
Position 1957: 0.00017083095858285992
Position 1225: 0.00017052004263909103
Position 1050: 0.00016428742291193585
Position 2872: 0.00014485134016829475
Position 3500: 0.00014326781759749728
Position 2880: 0.00013290293906745732
Position 2403: 0.00012617798428320428
Position 250: 0.00011961303492392095
Position 2627: 0.00011584912029670089
Position 29: 9.78818194248021e-05
Position 239: 9.70665094274388e-05
Position 2867: 8.56694238048811e-05
Position 1501: 8.490324303727873e-05
Position 145: 7.042908019970346e-05
Position 1516: 6.394288448420955e-05
Position 1991: 6.373396256001567e-05
Position 156: 5.589184977005219e-05
Position 1784: 5.417506671232461e-05
Position 1692: 5.0643517776247526e-05
Position 875: 4.9754319099523875e-05
Position 1849: 4.5524660250898185e-05
Position 2097: 3.568724114486288e-05
Position 1251: 3.3598617445188584e-05
Position 1101: 3.260033696958487e-05
Position 2323: 3.2373756579995786e-05
