Gene = BtbVII
index = 56
Annotated 5SS: [  42 1508 2197 2527 2727 8496]
Annotated 3SS: [ 981 1568 2281 2617 7311 8553]
SMsplice 5SS: [1508 2197 2527 2727 8496]
SMsplice 3SS: [1568 2281 2617 7311 8553]
top_k =  500
Partition function (log Z): 9.23568633661401

Sorted 5' Splice Sites (High to Low Probability):
Position 8496: 0.9993483210364061
Position 1508: 0.9983480308707319
Position 2727: 0.982586650156644
Position 2197: 0.9551162022475862
Position 6098: 0.6519182274461548
Position 2527: 0.49638974463496505
Position 42: 0.24890613327184272
Position 5103: 0.07854863033083281
Position 5371: 0.0708879614785375
Position 924: 0.06470909062453938
Position 8865: 0.06088024137659688
Position 515: 0.05935145237619868
Position 7447: 0.057099012630520016
Position 5142: 0.045204689707476854
Position 4799: 0.03881504722997112
Position 2212: 0.03640077504904754
Position 4372: 0.033669249744559246
Position 702: 0.029498352004967174
Position 722: 0.020456315711661
Position 743: 0.016479731838786853
Position 2553: 0.01582851458062417
Position 749: 0.014243016239246823
Position 1671: 0.014094966428422843
Position 745: 0.01320687764267318
Position 747: 0.01313613705006561
Position 6115: 0.012192916476175087
Position 2544: 0.010475941579495976
Position 2789: 0.010031894923049092
Position 585: 0.009556190780660083
Position 3745: 0.009502967615825263
Position 35: 0.009390525824707568
Position 123: 0.009170712482552142
Position 7512: 0.009033327445522963
Position 8203: 0.008882681194860019
Position 741: 0.008831873637537227
Position 910: 0.008165952353969995
Position 6559: 0.0076333488734511255
Position 511: 0.006422780180208207
Position 523: 0.0059969226471032165
Position 8903: 0.005491814613156521
Position 1115: 0.00466752384901745
Position 3758: 0.004649903270552402
Position 834: 0.004450572379588972
Position 2809: 0.004416641358274274
Position 488: 0.004372335999510388
Position 276: 0.0035611490179086893
Position 922: 0.003275113087249497
Position 623: 0.003243286326456144
Position 907: 0.003081554099367361
Position 102: 0.003071660150539879
Position 555: 0.00304980205463251
Position 9001: 0.002613904067324704
Position 4834: 0.002361491767132646
Position 3019: 0.0023596100843916307
Position 4385: 0.0020156102950490743
Position 1283: 0.0018861211026281381
Position 4327: 0.001707293547593954
Position 4306: 0.001560779862702502
Position 1625: 0.0015423249066872145
