Gene = BHD
index = 43
Annotated 5SS: [1252 1444]
Annotated 3SS: [1340 1501]
SMsplice 5SS: [1252 1444]
SMsplice 3SS: [1340 1501]
top_k =  500
Partition function (log Z): -3.8553630560944283

Sorted 5' Splice Sites (High to Low Probability):
Position 1252: 0.979470404800099
Position 1444: 0.9546204221971482
Position 8: 0.08423934335423079
Position 373: 0.06125976065354877
Position 453: 0.016830532317925827
Position 817: 0.005099267629057575
Position 984: 0.003506355495662485
Position 398: 0.0030904670773664877
Position 1003: 0.002300054053281668
Position 28: 0.0022659215150249348
Position 960: 0.0017608194709420745
Position 1560: 0.00112638262702682
Position 996: 0.0008172884165332566
Position 1032: 0.0006650629469358173
Position 1421: 0.000615055966730315
Position 518: 0.0004697028086212761
Position 1448: 0.00025330149719032775
Position 1115: 0.0001506270978229531
Position 643: 0.00012263042395102176
Position 361: 0.0001224440789161568
Position 354: 0.00011176575190944292
Position 1272: 0.00010753414101335418
Position 1024: 0.00010626982496627072
Position 1217: 8.06673449284843e-05
Position 309: 6.371119684205118e-05
Position 1215: 5.821039119525165e-05
Position 993: 5.6852530921016166e-05
Position 19: 5.608341458508482e-05
Position 970: 3.9694954211606976e-05
Position 1435: 3.850688549337496e-05
Position 1569: 2.7733328726607587e-05
Position 427: 2.5554770801521195e-05
Position 1221: 2.1795352875599554e-05
Position 780: 1.4382977367562141e-05
Position 327: 1.3976649953817036e-05
Position 623: 7.526141006325092e-06
Position 404: 6.383698781969893e-06
Position 567: 6.357825538223475e-06
Position 950: 5.853917612649298e-06
Position 339: 5.277106490783919e-06
Position 1298: 5.262314015538969e-06
Position 102: 4.366606879090662e-06
Position 1162: 3.4168021072088455e-06
Position 1454: 3.270252726144044e-06
Position 936: 3.261296765906498e-06
Position 856: 3.1807673344260927e-06
Position 1355: 2.796638543898746e-06
Position 501: 2.0348121146044724e-06
Position 136: 1.7411077370648103e-06
Position 1200: 1.6935939284839541e-06
Position 82: 1.3883758065620987e-06
Position 659: 1.2880636839387917e-06
Position 800: 1.2653523697469472e-06
Position 1539: 9.951551191635849e-07
Position 1506: 9.655187643501378e-07
Position 315: 9.504413846092131e-07
Position 191: 2.0765452721035374e-07
Position 439: 2.7288364460031534e-08
Position 402: 2.4052189284093064e-08
Position 113: 4.941657230765383e-09
Position 488: 4.8105447780001345e-09
Position 820: 3.2107088299201927e-09
Position 334: 2.060764489938093e-09
Position 419: 1.944862426079236e-09
Position 905: 5.810829051788829e-10
Position 297: 2.2522331303057905e-10
Position 1170: 2.309704038776401e-12
Position 1133: 2.173615256585078e-12
Position 826: 2.1323476641421047e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9424177291582871
Position 1501: 0.9318032429391477
Position 66: 0.0550022493261216
Position 1369: 0.04065188899408192
Position 1146: 0.03257881174111464
Position 75: 0.021468637572778473
Position 1537: 0.01654249418293822
Position 1346: 0.010516563705772228
Position 1108: 0.010379093784335582
Position 539: 0.007754884908805546
Position 512: 0.007398526319377107
Position 1043: 0.006796894532025196
Position 1506: 0.005566779126956621
Position 85: 0.0051685455149706365
Position 424: 0.004276442439902688
Position 1642: 0.00296235008094817
Position 467: 0.002512974005507467
Position 876: 0.002489617197021832
Position 839: 0.0018431654633722595
Position 929: 0.0017855773397886826
Position 1165: 0.0016379181530049905
Position 753: 0.0013825881455653125
Position 485: 0.0011578638848644808
Position 989: 0.0011527716738181126
Position 1162: 0.0009131276108723678
Position 856: 0.0006966848434289412
Position 90: 0.0004038342580509285
Position 1472: 0.0003744278691750953
Position 268: 0.00029581018500974003
Position 944: 0.00021143389246438513
Position 518: 0.00017134902845855846
Position 1394: 0.00015122311063703377
Position 1414: 0.00012905707200908746
Position 271: 0.00011194070473212349
Position 1016: 9.377599161053674e-05
Position 161: 8.36429649707396e-05
Position 820: 7.771621008697033e-05
Position 584: 7.764439762901011e-05
Position 1544: 6.636281417203326e-05
Position 699: 6.163391429341441e-05
Position 1012: 5.797305594684952e-05
Position 608: 5.602377687445565e-05
Position 659: 5.369404209511613e-05
Position 108: 4.266634973966666e-05
Position 776: 3.4250889051305806e-05
Position 817: 2.6443751304065185e-05
Position 722: 2.5211393457057824e-05
Position 1574: 2.0993233203351365e-05
Position 1648: 1.9840410335448772e-05
Position 563: 1.8975442984352014e-05
Position 128: 1.837270818918839e-05
Position 588: 1.6300420563301225e-05
Position 902: 1.411586961488015e-05
Position 1559: 1.1962266322955324e-05
Position 87: 1.069586670002158e-05
Position 206: 1.0496496337330948e-05
Position 947: 1.0057451372039943e-05
Position 1622: 9.294650968796807e-06
Position 1233: 8.823543319026415e-06
Position 248: 5.616747288145665e-06
Position 1411: 5.37218930013376e-06
Position 566: 5.3175060566392755e-06
Position 605: 4.755606086108533e-06
Position 301: 3.559971363228586e-06
Position 1556: 3.3402690396646986e-06
Position 620: 3.0902843948608915e-06
Position 203: 3.0139533786568587e-06
Position 578: 2.8896462338570247e-06
Position 599: 2.7501686098816032e-06
Position 308: 2.6116688527572902e-06
Position 1586: 1.315965399063374e-06
Position 1606: 6.06228178246878e-07
Position 1420: 3.906360447611284e-07
Position 179: 1.6401771227721248e-08
Position 347: 1.0745930102157924e-08
Position 169: 3.2742127137750996e-09
Position 385: 2.8389237794481666e-09
Position 334: 1.5377595371254635e-09
Position 361: 1.5080502024905317e-09
Position 215: 8.334949595126213e-10
Position 326: 7.474278507859199e-10
Position 283: 7.373721958124234e-10
Position 389: 3.550256013547199e-10
Position 344: 8.564515535091286e-12
Position 185: 3.812375304337466e-12
