Gene = ssp2
index = 1891
Annotated 5SS: [ 190  428 3500 5898 6115]
Annotated 3SS: [ 320 3443 3557 5958 6217]
SMsplice 5SS: [ 190  428 5898 6115]
SMsplice 3SS: [ 241 5700 5958 6217]
top_k =  500
Partition function (log Z): -1.505715621000191

Sorted 5' Splice Sites (High to Low Probability):
Position 5898: 0.9926569843870352
Position 428: 0.988904401207335
Position 6115: 0.9565563874981327
Position 190: 0.8692077759811558
Position 3500: 0.805606811937818
Position 4291: 0.5735436306383582
Position 5628: 0.2184269214280862
Position 2669: 0.21705547509897444
Position 4045: 0.1285229598534776
Position 649: 0.06149935650201735
Position 4803: 0.060569432968484584
Position 6489: 0.046274953246088095
Position 1233: 0.03489085082183062
Position 6356: 0.03450491299364319
Position 6536: 0.02778484703624934
Position 6270: 0.01661780678461971
Position 6544: 0.012586743222633432
Position 1910: 0.011432511020747625
Position 4281: 0.004966017965549374
Position 713: 0.0026844901723098156
Position 2673: 0.0023490517535177387
Position 5181: 0.0022920861356038485
Position 1744: 0.002198390090299538
Position 6449: 0.0021918565895663288
Position 3931: 0.0016741399125508208
Position 307: 0.0014569637112691156
Position 7602: 0.0012079287389549123
Position 1344: 0.0011645912102567434
Position 4098: 0.0011489363532862181
Position 1164: 0.0006601390579261993
Position 5713: 0.0005348236372116453
Position 5992: 0.0004913301810098218
Position 6394: 0.0004813454861006503
Position 1066: 0.0004569866894549012
Position 1365: 0.000366952253276853
Position 1267: 0.0003480363335510173
Position 2878: 0.0002880420229297903
Position 4089: 0.0002560140857044836
Position 4117: 0.00023040926732684954
Position 6119: 0.00022592201747502906
Position 706: 0.0001829450413806173
Position 1060: 0.00016232711292777396
Position 29: 0.00013200595883977034
Position 6426: 0.0001232085982999088
Position 194: 9.94723350476895e-05
Position 3132: 9.520453384086365e-05
Position 1076: 5.9233378608250735e-05
Position 208: 5.2884771900849185e-05
Position 1688: 5.255425342735286e-05
Position 91: 4.818052079150021e-05
Position 2981: 4.059972963815332e-05
Position 1514: 3.7856632552966466e-05
Position 643: 3.684093155791047e-05
Position 560: 3.5768781966717026e-05
Position 6278: 3.567021698532609e-05
Position 124: 3.333764090448491e-05
Position 3793: 2.7871035356074776e-05
Position 637: 2.5819088176249103e-05
Position 6134: 2.2498275901787816e-05
Position 217: 2.1928089865533862e-05
Position 102: 2.1229552037373424e-05
Position 6082: 2.0235556858651017e-05
Position 22: 1.843151832362309e-05
Position 104: 1.4353877148727143e-05
Position 414: 1.0032931509328097e-05
Position 223: 9.485801849057352e-06
Position 211: 8.632847185102706e-06
Position 226: 7.033627575850174e-06
Position 1051: 6.997774426307497e-06
Position 72: 2.8377386651880527e-06
Position 66: 1.2766911451286903e-06
Position 6170: 9.068456653097119e-07
Position 1037: 5.940682359732106e-07
Position 6074: 5.725056240406765e-07
Position 229: 5.117928945123185e-07
Position 974: 3.9985903429483075e-07
Position 69: 3.1187630742572464e-07
Position 827: 3.041680326899919e-07
Position 581: 2.683235224006786e-07
Position 393: 1.2706869548216068e-07
Position 6044: 8.849305374874203e-08
Position 590: 8.736655992863412e-08
Position 369: 7.004795424239286e-08
Position 547: 6.346960402535771e-08
Position 521: 2.7938164411449346e-08
Position 349: 2.186317699999941e-08
Position 496: 9.105367541922341e-09
Position 553: 8.2468325519453e-09
Position 603: 7.46328770670823e-09
Position 479: 6.6871479637748995e-09
Position 584: 4.579815107003706e-09
Position 1566: 1.677007465885716e-09
Position 538: 1.1535871057227354e-09
Position 661: 2.0850554109380935e-10
Position 710: 3.609749056238186e-12
Position 593: 8.45249078920734e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5958: 0.9957730126733318
Position 3557: 0.9188929455265235
Position 6217: 0.725541779643751
Position 241: 0.5666079911859893
Position 5700: 0.4604923179070678
Position 3329: 0.33624900855637074
Position 2723: 0.22138344643650354
