Gene = mbm
index = 1786
Annotated 5SS: [1161]
Annotated 3SS: [1208]
SMsplice 5SS: [1161]
SMsplice 3SS: [1208]
top_k =  500
Partition function (log Z): -8.610428222649803

Sorted 5' Splice Sites (High to Low Probability):
Position 1161: 0.7082293060902496
Position 1123: 0.18106574717850318
Position 253: 0.16359662904764147
Position 1137: 0.04859393798786916
Position 456: 0.04138428941195156
Position 1255: 0.016390479735606197
Position 704: 0.004348117103698874
Position 37: 0.0035509577543525006
Position 472: 0.003341207958580647
Position 424: 0.003219330205310672
Position 759: 0.0032072948559018553
Position 495: 0.0030049613143609977
Position 822: 0.0024444403819185133
Position 846: 0.0011404683238274047
Position 281: 0.0009643365693433462
Position 1139: 0.000723326043022938
Position 843: 0.0005173645733218511
Position 988: 0.0004798875477896935
Position 364: 0.00044482061244907866
Position 55: 0.0004229371054955145
Position 612: 0.00037692886130294526
Position 1659: 0.0003277896619983463
Position 415: 0.0003184212115962104
Position 851: 0.0002269955021608996
Position 1243: 0.0002236953841447355
Position 482: 0.00020398052803758583
Position 367: 0.00019931088603341863
Position 1131: 0.00014522911551714544
Position 370: 0.00014497297533515205
Position 1401: 0.00012318314739100266
Position 840: 8.217169043418542e-05
Position 909: 7.013999073089117e-05
Position 418: 4.7956592293942746e-05
Position 576: 4.448934349593902e-05
Position 660: 3.469014826197838e-05
Position 272: 3.4110319896027396e-05
Position 1629: 2.7150084564100008e-05
Position 1228: 2.5742183841734854e-05
Position 639: 1.6591640772162714e-05
Position 773: 1.396289200000489e-05
Position 723: 1.056800446782042e-05
Position 797: 1.0489497392256425e-05
Position 376: 8.332657853788204e-06
Position 825: 1.7481823620345293e-06
Position 882: 1.7219815818459557e-06
Position 178: 8.418349597548135e-07
Position 633: 4.1149019047961164e-07
Position 434: 2.592074682839191e-07
Position 91: 2.1582872223787689e-07
Position 970: 2.9909176966761944e-08
Position 352: 1.4690302219482916e-08
Position 460: 8.040154173001259e-09
Position 137: 5.8973062491003665e-09
Position 618: 1.4744756644071138e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1208: 0.8771993593270857
Position 772: 0.06089640725657735
Position 556: 0.05093253617757287
Position 1313: 0.04130767575118484
Position 905: 0.037720631879357834
Position 1258: 0.021337588351800215
Position 560: 0.018117127474590867
Position 1226: 0.014820421566400939
Position 1337: 0.014816061206192556
Position 1463: 0.0107829311890286
Position 1232: 0.010599014939402062
Position 949: 0.003392813562371387
Position 91: 0.003209207731425509
Position 513: 0.002640655923742695
Position 755: 0.0022508859128573676
Position 299: 0.0021613026778644286
Position 885: 0.00213885827750598
Position 1421: 0.0014096246100309701
Position 758: 0.001303814931718008
Position 813: 0.0011892940445615671
Position 918: 0.0010243038129903602
Position 340: 0.0010113435529182759
Position 1040: 0.0009953366557299652
Position 968: 0.0008436424189315358
Position 1723: 0.0008009783071082569
Position 1680: 0.000758413559139754
Position 752: 0.0006224277032364919
Position 729: 0.0006201193513495677
Position 1468: 0.0004841842678383267
Position 1389: 0.0003816135579937914
Position 120: 0.0003814512950411107
Position 317: 0.0003504668505762222
Position 1754: 0.00029167687380160116
Position 1454: 0.0002863658614511052
Position 1430: 0.0002683350453927143
Position 1748: 0.00021553901122794574
Position 648: 0.0001963203620488375
Position 651: 0.0001837209961311214
Position 302: 0.00017857188759126807
Position 1067: 0.0001674092270001447
Position 1503: 0.0001463280911789751
Position 986: 0.00013228641086900325
Position 1176: 0.00011293114400822666
Position 861: 0.00010951135330245713
Position 836: 9.847169808235023e-05
Position 680: 9.311031171764743e-05
Position 683: 8.427317414230333e-05
Position 326: 8.289952058634985e-05
Position 1451: 7.643830102132267e-05
Position 1601: 7.222263580884579e-05
Position 866: 6.8288180440022e-05
Position 797: 6.300468051895149e-05
Position 563: 4.167461330792614e-05
Position 412: 3.363270609481065e-05
Position 825: 3.2002783389300305e-05
Position 1445: 2.8918750362537276e-05
Position 382: 2.6492732689439254e-05
Position 716: 2.5131004635876895e-05
Position 1365: 2.4997861550795185e-05
Position 1395: 2.3913730689574045e-05
Position 1043: 2.276184251692886e-05
Position 1407: 1.995816520094417e-05
Position 1325: 1.732092045620139e-05
Position 988: 1.5029300617444322e-05
Position 446: 1.31436309148076e-05
Position 472: 1.1950478243632746e-05
Position 704: 7.669725541635911e-06
Position 167: 6.164401813186372e-06
Position 452: 4.488281321176589e-06
Position 164: 4.47853664789235e-06
Position 792: 3.00722431450431e-06
Position 96: 5.858461979685371e-07
Position 346: 2.7395611042752217e-07
Position 286: 5.444839776159706e-08
Position 400: 4.3627100649334084e-08
Position 288: 3.767969775677333e-08
Position 123: 3.4807117716241825e-08
Position 281: 1.2546977459616691e-08
Position 237: 7.716839427485732e-09
Position 130: 3.1420535420144623e-09
Position 360: 2.786946661804005e-09
Position 363: 2.568371934659813e-09
Position 178: 2.029214030430605e-09
Position 330: 1.482989672775557e-09
Position 175: 7.069160078834968e-10
Position 328: 4.70061649890954e-10
Position 348: 2.7849302877122924e-10
Position 205: 2.437061447303997e-10
Position 402: 2.239698995396432e-10
Position 169: 2.2184088761590243e-10
Position 260: 1.5767794723196817e-10
Position 460: 1.3586185979586612e-10
Position 199: 9.999808607860261e-14
Position 125: 8.664444890605303e-15
Position 183: 6.814798511166054e-15
Position 193: 5.569281711796566e-15
Position 195: 8.901582406338425e-17
