Gene = Tudor-SN
index = 1577
Annotated 5SS: [ 263 2403 4070]
Annotated 3SS: [1561 2633 4466]
SMsplice 5SS: [ 263 2403 2786 4070]
SMsplice 3SS: [1017 2633 2835 4466]
top_k =  500
Partition function (log Z): 0.364504097358479

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.9627043769259267
Position 4070: 0.9285698499082216
Position 2786: 0.8692720876607212
Position 2403: 0.814625630560761
Position 2952: 0.44363136517476354
Position 4650: 0.2870303116271082
Position 4282: 0.22598710255687665
Position 3779: 0.06124976358047826
Position 1330: 0.0314601029483499
Position 1018: 0.030845611642181338
Position 1376: 0.028719237811888156
Position 2096: 0.020073157528701143
Position 1754: 0.018977993973057897
Position 4388: 0.018162033087729554
Position 1991: 0.013861775395714303
Position 3099: 0.013511252495417876
Position 3066: 0.013352791251951195
Position 2460: 0.011460997074730764
Position 2285: 0.01084865236477503
Position 1073: 0.010055479817251651
Position 3089: 0.006632985802928027
Position 1815: 0.006431049881662109
Position 4626: 0.005848069767128427
Position 5095: 0.005240748799114876
Position 1187: 0.004561264478168617
Position 553: 0.004251984021787215
Position 433: 0.004131644791564334
Position 2762: 0.003915248934655533
Position 3595: 0.003869200997945482
Position 1746: 0.0038047573267102766
Position 1235: 0.003748483090513904
Position 2753: 0.0036630610063397473
Position 453: 0.0031210444358465636
Position 3792: 0.003108269597247639
Position 767: 0.003047107336317048
Position 507: 0.0029576416084946154
Position 2756: 0.0029537454706330298
Position 4396: 0.002551791053796157
Position 3380: 0.0024627705656799126
Position 1419: 0.0022707759917812514
Position 1402: 0.0021653934103529806
Position 771: 0.002114464850344701
Position 1580: 0.001808821827269566
Position 357: 0.0014541957395974303
Position 4325: 0.001447234234848762
Position 254: 0.0014191799751785002
Position 2419: 0.0014013375163414409
Position 4207: 0.0013115321275727198
Position 4274: 0.0010529163226921238
Position 4898: 0.0010322188157611762
Position 427: 0.001021000823519902
Position 1452: 0.0009203636695591078
Position 696: 0.0008073168268065469
Position 339: 0.0007861391611982371
Position 4835: 0.0007697599519455567
Position 2368: 0.0007450694367643814
Position 4424: 0.0006386493839949797
Position 2964: 0.0006079341515470625
Position 4535: 0.0005718381505127399
Position 5253: 0.0005553888003241506
Position 1731: 0.00043851713158300245
Position 4840: 0.000419390739030624
Position 2078: 0.00036916568381233127
Position 919: 0.0003569569498695194
Position 596: 0.00034503707485886
