Gene = trc
index = 1919
Annotated 5SS: [ 695 1371 1535 2077]
Annotated 3SS: [1160 1427 1591 2133]
SMsplice 5SS: [ 695 1371 1535 2077]
SMsplice 3SS: [1160 1427 1591 2133]
top_k =  500
Partition function (log Z): 9.491776272006373

Sorted 5' Splice Sites (High to Low Probability):
Position 1371: 0.9986404294208928
Position 1535: 0.9961481044657021
Position 2077: 0.9892939981012951
Position 695: 0.9312007454794299
Position 1270: 0.14220939674969948
Position 1748: 0.03451887464875378
Position 664: 0.026590353800509465
Position 737: 0.019012707978198432
Position 2211: 0.011569650414978932
Position 1081: 0.008096469195575029
Position 2754: 0.007073151751973466
Position 2280: 0.005066813781149895
Position 3214: 0.003935081384813656
Position 1689: 0.0038489245088495494
Position 2525: 0.0037238722980012687
Position 296: 0.0033062007957043614
Position 1727: 0.0031327265275440286
Position 3031: 0.0030431503699394355
Position 2482: 0.0026672520290006887
Position 530: 0.0025793481075666066
Position 2158: 0.0025017464220720496
Position 1259: 0.0023056328160956925
Position 2016: 0.002034547863625739
Position 90: 0.0017784432097445538
Position 88: 0.0015241863186809233
Position 2081: 0.0015134478100349517
Position 679: 0.0013503011871476803
Position 671: 0.0012629178601098955
Position 2906: 0.0011727957546630815
Position 1812: 0.0008596782482693391
Position 623: 0.0008347831518835461
Position 1526: 0.0007734358806754156
Position 741: 0.0006035935477519295
Position 477: 0.0005599703245880694
Position 1987: 0.0005361643903050281
Position 3233: 0.0005241732165563445
Position 1659: 0.0005018039738389628
Position 1070: 0.00043438191141021223
Position 2612: 0.00038929061219823355
Position 565: 0.00035464132302319364
Position 1740: 0.000346662612040247
Position 614: 0.0003326119586453073
Position 761: 0.00033096697329399594
Position 3186: 0.0003006506376548511
Position 525: 0.0002773712069877972
Position 185: 0.00026348406978299473
Position 668: 0.00023700963968643291
Position 1730: 0.0002356617383787318
Position 1107: 0.00022857338377124821
Position 1946: 0.00022433344579707686
Position 1025: 0.00021576995230540582
Position 243: 0.0002061080525602972
Position 3037: 0.00018638553665587814
Position 3090: 0.00018000107493721363
Position 753: 0.00016632962378652862
Position 2409: 0.00015098818041305742
Position 578: 0.00015044138654702748
Position 2608: 0.00013622608803599322
Position 2747: 0.00012526398137471247
Position 1036: 0.00010088745168844392
Position 970: 0.00010013754478641644
Position 106: 9.86622978346694e-05
Position 2225: 9.329892312391647e-05
Position 2178: 8.062932443818598e-05
Position 3052: 6.641020125794606e-05
Position 503: 6.339333331636895e-05
Position 2486: 6.318894049206286e-05
Position 2758: 6.188166779557953e-05
Position 326: 5.8518217347304045e-05
Position 1542: 5.1239308079359626e-05
Position 92: 4.408984152215441e-05
Position 539: 3.5316572553643255e-05
Position 2266: 3.354839956696457e-05
Position 2568: 3.295837898492734e-05
Position 976: 3.073821440458267e-05
Position 2477: 3.0616801238368127e-05
Position 647: 2.5319999302903287e-05
Position 2779: 2.2321966892144385e-05
Position 2433: 2.067043694824974e-05
Position 2260: 1.9090486123682248e-05
Position 334: 1.6162737432462e-05
Position 2603: 1.6045421115986398e-05
Position 479: 1.5135394323904235e-05
Position 94: 1.479998360697906e-05
Position 699: 1.379583513328838e-05
Position 301: 1.350324940074974e-05
Position 448: 1.3493990236738356e-05
Position 917: 1.2055011010011905e-05
Position 1204: 9.627444254595206e-06
Position 1930: 9.253966251990667e-06
Position 687: 8.671898296356149e-06
Position 1375: 8.440402818584094e-06
Position 2320: 7.987495108338942e-06
Position 3194: 7.374113032279703e-06
Position 799: 7.284931785200747e-06
Position 420: 5.370442407265899e-06
Position 930: 4.53002966883286e-06
Position 1201: 4.39627313349107e-06
Position 801: 4.04079633419098e-06
Position 874: 2.0123144502818615e-06
Position 520: 1.4234041328352697e-06
Position 1309: 1.3600049177711367e-06
Position 1130: 1.3595798140197182e-06
Position 879: 1.2916561538347121e-06
Position 1463: 9.161386587695643e-07
Position 563: 7.037709994730999e-07
Position 2407: 5.573390652003776e-07
Position 933: 5.44068847865599e-07
Position 394: 4.860967475527763e-07
Position 534: 4.550168039120973e-07
Position 2595: 4.46542710763552e-07
Position 2195: 4.230380398133586e-07
Position 2494: 4.068299595794536e-07
Position 2670: 3.2690641611291084e-07
Position 2394: 2.2138693056160114e-07
Position 2729: 1.6584871420805526e-07
Position 2063: 1.1676188735856322e-07
Position 2051: 1.0679035454602999e-07
Position 1993: 7.575989513844097e-08
Position 1122: 5.059447103425986e-08
Position 2061: 3.72804499457389e-08
Position 1445: 3.422605702365644e-08
Position 2036: 2.2608141401155024e-08
Position 1918: 1.9585054111401314e-08
Position 2323: 1.788348065474728e-08
Position 1968: 1.4279808927180342e-08
Position 2010: 8.126059243724299e-09
Position 1950: 1.8861016407990674e-09
Position 1560: 1.5641219600025585e-09
Position 1612: 1.0646502246662274e-09
Position 1955: 7.62762590432896e-10
Position 1622: 5.283666930124984e-10
Position 1591: 3.1426549009790154e-10
Position 1619: 2.9302485932482724e-10
Position 1493: 1.0645389435809153e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1427: 0.9978412518287942
Position 2133: 0.9912962462363184
Position 1160: 0.9875946701176754
Position 1591: 0.9747713257254071
Position 1321: 0.15008176505164308
Position 1796: 0.02816209038410508
Position 1848: 0.024002018672382285
Position 2742: 0.01157764596538619
Position 3378: 0.009752880494876182
Position 1579: 0.00904979481030425
Position 2805: 0.007737075576651551
Position 3273: 0.006062747147747113
Position 1122: 0.004336121016233399
Position 2423: 0.002328006984134431
Position 2633: 0.002100648315377139
Position 1654: 0.0015539589209410073
Position 2494: 0.0012263855294373546
Position 2620: 0.001127033573301737
Position 151: 0.0007396409088434872
Position 1700: 0.0007193882408221314
Position 2237: 0.0007188933120004283
Position 2500: 0.0007002121647501329
Position 577: 0.000669179789724723
Position 735: 0.0005934829057332973
Position 550: 0.00048064941863760195
Position 2153: 0.00047422071240526897
Position 2792: 0.00046808723092397016
Position 3109: 0.0004226453243815205
Position 1874: 0.00038015560798475295
Position 1476: 0.00034444327968833157
Position 3364: 0.00033397955277978173
Position 988: 0.0003314084493137995
Position 3233: 0.0003310416701578314
Position 1232: 0.0003241293412597396
Position 177: 0.00027209558808328924
Position 1521: 0.0002609672096302573
Position 2317: 0.0002318725440161011
Position 1850: 0.00023177813184761386
Position 1229: 0.00023073744975775975
Position 2447: 0.00021526315345901922
Position 211: 0.0002136363165210225
Position 364: 0.0002125466966424864
Position 2716: 0.0001960947558174044
Position 544: 0.0001532311028385426
Position 1689: 0.00015225872885398469
Position 352: 0.0001515338783803328
Position 1865: 0.0001510712281233467
Position 2853: 0.00014181923142698012
Position 1811: 0.00013397484652057667
Position 1607: 0.00012929678847853373
Position 2524: 0.00012794454210714802
Position 2869: 9.076450885267545e-05
Position 1463: 8.991211568082442e-05
Position 976: 7.611752489200786e-05
Position 1460: 7.39036218267938e-05
Position 1925: 7.341518471416122e-05
Position 1331: 7.024733675418994e-05
Position 1499: 5.193529419315154e-05
Position 1877: 4.892588013702148e-05
Position 3220: 4.735409531919287e-05
Position 1107: 4.5137747971062825e-05
Position 206: 4.472703361919121e-05
Position 2894: 4.251955391880569e-05
Position 3381: 4.1506794880038674e-05
Position 766: 3.780828202079995e-05
Position 1190: 3.776680745075194e-05
Position 590: 3.2236752134810726e-05
Position 854: 2.898963036305327e-05
Position 1045: 2.709040187894976e-05
