Gene = MESR3
index = 1265
Annotated 5SS: [  469 14519 32372]
Annotated 3SS: [14486 32341 42952]
SMsplice 5SS: [469]
SMsplice 3SS: [42952]
top_k =  500
Partition function (log Z): -28.343753157681203

Sorted 5' Splice Sites (High to Low Probability):
Position 469: 0.9999999999992006
Position 11865: 4.989949019743075e-07
Position 14129: 7.069032983504443e-10
Position 607: 4.2660278316142767e-10
Position 8195: 2.8290217140105993e-10
Position 7411: 2.254666740423201e-10
Position 967: 1.3917564148605625e-10
Position 7638: 4.037964295933404e-11
Position 7861: 3.634500346372622e-12
Position 7871: 3.183464784021262e-12
Position 1219: 1.927151759437294e-12
Position 789: 1.3432619188666213e-12
Position 463: 2.9739900141866393e-13
Position 456: 4.318454680959653e-14
Position 39: 2.3728723222118934e-14
Position 157: 2.368324399351494e-14
Position 4281: 2.3084067811748762e-14
Position 586: 2.044076669007257e-14
Position 473: 1.6905913386323996e-14
Position 591: 1.2598009770923005e-14
Position 599: 1.1161924591407993e-14
Position 63: 1.0401652060377018e-14
Position 34: 9.038864812227298e-15
Position 594: 6.961124873656432e-15
Position 376: 6.891363850767162e-15
Position 374: 5.836675151292642e-15
Position 497: 5.800338440749281e-15
Position 370: 5.5141805382501676e-15
Position 151: 5.348653911255051e-15
Position 372: 4.872230217784458e-15
Position 4635: 4.684809822763875e-15
Position 69: 4.409959013479298e-15
Position 174: 3.9688882001610105e-15
Position 380: 3.3915914015912485e-15
Position 368: 2.541209195952115e-15
Position 4515: 2.4232768803447e-15
Position 738: 2.3472096138007182e-15
Position 92: 1.9824742257909724e-15
Position 748: 1.9345424031624507e-15
Position 4321: 1.5393042031026947e-15
Position 77: 9.570909737172999e-16
Position 4103: 8.381380861518468e-16
Position 236: 8.283771074613012e-16
Position 1636: 7.162704957239447e-16
Position 3165: 4.458950895086195e-16
Position 2429: 3.802809882943631e-16
Position 26: 3.6327556708684097e-16
Position 280: 3.057312867228792e-16
Position 343: 3.023473157111803e-16
Position 95: 2.8148890961356713e-16
Position 345: 2.7002289362403466e-16
Position 253: 2.6323187842564845e-16
Position 2136: 2.607395066387634e-16
Position 51: 2.370988021073075e-16
Position 1233: 2.1924019920170306e-16
Position 386: 2.1282428729370355e-16
Position 389: 1.9939519107830038e-16
Position 561: 1.7838519988887521e-16
Position 1265: 1.3035027303113954e-16
Position 82: 1.212273605988957e-16
Position 2138: 9.833166617825398e-17
Position 161: 8.696965585732469e-17
Position 383: 8.259439890939431e-17
Position 2209: 6.910136823410856e-17
Position 378: 4.724961239513241e-17
Position 978: 4.556688842119938e-17
Position 1840: 4.5274301295474894e-17
Position 2422: 3.6884126032838004e-17
Position 1629: 2.7080071277676353e-17
Position 2382: 2.305116258016031e-17
Position 1201: 2.0927244851709118e-17
Position 1094: 2.0428655296499394e-17
Position 1488: 1.6256753394402252e-17
Position 435: 1.582184604368478e-17
Position 1963: 1.4339411008834948e-17
Position 956: 1.3187546198641235e-17
Position 769: 8.997671986218769e-18
Position 333: 6.8654724217678865e-18
Position 56: 6.1093509647752976e-18
Position 159: 4.203637824831684e-18
Position 1359: 8.431626597895083e-19
Position 1787: 6.626575768311832e-19
Position 1333: 6.243060121258928e-19
Position 1853: 3.919349089677524e-19
Position 1209: 3.372763052829707e-19
Position 1799: 3.2122193079227186e-19
Position 1223: 2.384984969212048e-19
Position 897: 2.359943064444933e-19
Position 1275: 2.1602655162174404e-19
Position 650: 2.149351056531144e-19
Position 1245: 1.9528119817091212e-19
Position 1330: 1.9205782949260201e-19
Position 1285: 1.685288527224123e-19
Position 1762: 1.4041763948044956e-19
Position 783: 1.3735679084135373e-19
Position 1239: 8.155804920076313e-20
Position 1353: 7.8155790852065e-20
Position 1308: 6.745225728437986e-20
Position 1109: 6.318843469562071e-20
Position 1075: 4.2916586317594933e-20
Position 757: 2.3285332542149578e-20
Position 919: 5.0501675501273055e-21
Position 702: 8.652580256289082e-22
Position 349: 1.722338536716635e-22
Position 347: 1.7872508416710934e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 32341: 0.9999942024276843
Position 21293: 3.101097749660024e-06
Position 22788: 2.2581926854439057e-06
Position 21065: 3.6003738516311507e-07
Position 11659: 3.042649614349421e-07
Position 11788: 9.328371051067067e-08
Position 11635: 8.010842328032459e-08
Position 19657: 4.6486384779653045e-08
