Gene = RhoGDI
index = 1424
Annotated 5SS: [ 166 2272 2455 2635]
Annotated 3SS: [2071 2344 2519 3238]
SMsplice 5SS: [ 383 2272 2455 2635]
SMsplice 3SS: [2071 2344 2519 3238]
top_k =  500
Partition function (log Z): -2.043264177371398

Sorted 5' Splice Sites (High to Low Probability):
Position 2455: 0.98791991947899
Position 2272: 0.9572452785063805
Position 2635: 0.8969017891517747
Position 383: 0.3854561933477925
Position 3170: 0.36164270817906147
Position 68: 0.31381729690877347
Position 782: 0.25571831783252263
Position 206: 0.21802977020750933
Position 166: 0.07987489692585745
Position 32: 0.07440183542305583
Position 3555: 0.03073412206042321
Position 3806: 0.01763232322940302
Position 3352: 0.017070825397304496
Position 2600: 0.01460178577204978
Position 389: 0.012333037926026271
Position 3031: 0.011729423956343259
Position 387: 0.011328473585588203
Position 492: 0.010620786856388708
Position 2268: 0.008811017440681438
Position 2035: 0.00874704058411916
Position 1263: 0.007573207887112574
Position 391: 0.007536649559237748
Position 2815: 0.007514306935401802
Position 1621: 0.0065216572350467635
Position 2999: 0.006200011439298789
Position 1062: 0.005928065294642889
Position 393: 0.005610440101914239
Position 399: 0.005579666807157117
Position 395: 0.005111692557211654
Position 407: 0.005103881031135557
Position 2282: 0.004920696774165505
Position 3607: 0.004226319402473653
Position 3794: 0.003963470118597997
Position 1570: 0.003918646490945166
Position 2931: 0.0037303066725688466
Position 196: 0.0036061270087263965
Position 3577: 0.0023829743000983784
Position 3166: 0.0020834625480845325
Position 641: 0.0020451087518709907
Position 2553: 0.002006225633270644
Position 3640: 0.0015394921718835132
Position 3526: 0.0015301878632172942
Position 202: 0.0013411137737140385
Position 200: 0.0012583897972349666
Position 198: 0.0011674759411118777
Position 298: 0.0009452723307849397
Position 891: 0.0008026224989086652
Position 3645: 0.000508495445795023
Position 3629: 0.0004912850958852437
Position 1606: 0.0004488596103388465
Position 3592: 0.0004327265949273489
Position 22: 0.0003867499591269003
Position 82: 0.00028427005974080495
Position 215: 0.00026413911301341567
Position 3798: 0.0002372697747723954
Position 3396: 0.00021567420984561707
Position 3149: 0.0001688122196683344
Position 60: 0.00016165805710643223
Position 104: 9.846534962235053e-05
Position 2658: 6.291034657717006e-05
Position 2935: 6.0087045033902635e-05
Position 2810: 5.591137633574835e-05
Position 210: 4.1376510506517334e-05
Position 72: 3.7654499425131244e-05
Position 2438: 2.051357802834677e-05
Position 719: 1.570325643773143e-05
Position 115: 1.483398954724773e-05
Position 204: 1.3019750061535622e-05
Position 2639: 1.0166932274860418e-05
Position 85: 8.497348140055641e-06
Position 1113: 6.327350371168476e-06
Position 3095: 2.336091736559548e-06
Position 2628: 1.3705247115486436e-06
Position 170: 9.774929485137263e-07
Position 2626: 9.001613691509731e-07
Position 3009: 3.849276646548362e-07
Position 3093: 3.7283519468727965e-07
Position 6: 3.601536256408699e-07
Position 302: 2.2275356307081276e-07
Position 310: 1.382564070358467e-07
Position 2429: 8.891798228514185e-08
Position 176: 4.178307963381674e-08
Position 2578: 2.2928726623253366e-08
Position 179: 2.0612828173825592e-08
Position 135: 1.4639374779811036e-08
Position 305: 5.366517703805178e-09
Position 409: 4.13695743576734e-09
Position 413: 8.03476269186519e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2519: 0.9672017082889569
Position 2344: 0.9547423001152818
Position 3238: 0.7126001542589138
Position 2071: 0.6461902250387704
Position 2863: 0.3923695950273803
Position 129: 0.2468512612723786
Position 2077: 0.22637982229589104
Position 2729: 0.08714106818777717
Position 3698: 0.07787341917477834
Position 115: 0.06438679777424576
Position 2100: 0.03834675855451753
Position 165: 0.028951128574430315
Position 2992: 0.028375451899993666
Position 1783: 0.024604054258691405
Position 3861: 0.023583027588447894
Position 279: 0.022547945199240357
Position 636: 0.021817856166302736
Position 1719: 0.018719153904675392
Position 1684: 0.017196784324866373
Position 3638: 0.016198078387406507
Position 2900: 0.015485116827374681
Position 2365: 0.014426286427253137
Position 319: 0.014310100894472317
Position 305: 0.012970293261384146
Position 2156: 0.01068828799326644
Position 104: 0.010033971345534052
Position 3163: 0.007692130634279785
Position 3044: 0.006136180108843825
Position 292: 0.005868766075536543
Position 578: 0.005026684732815553
Position 2802: 0.004867523340089113
Position 1452: 0.004835290315944028
Position 3088: 0.004357914068774385
Position 2576: 0.0035587882951576767
Position 2674: 0.0034253280204790634
Position 3650: 0.0027922829334818557
Position 2538: 0.002782685537696854
Position 2376: 0.002780620035923729
Position 2948: 0.0022879644796911063
Position 3721: 0.002250225347782195
Position 1761: 0.0022143897863680963
Position 1024: 0.002098794305713085
Position 2082: 0.002085243989768525
Position 2535: 0.0020064674031838115
Position 2849: 0.0018179740963582978
Position 470: 0.0015912772685944745
Position 2975: 0.0015458415589299055
Position 3282: 0.0014744428661775128
Position 2398: 0.001425291033162824
Position 1798: 0.0013066630801926724
Position 3926: 0.001121632559493004
Position 3888: 0.0010762897690430086
Position 3279: 0.000985047350226652
Position 3575: 0.0009525701718630388
Position 928: 0.0008930882561052942
Position 357: 0.0008788887562979533
Position 3451: 0.0007864950779912747
Position 3174: 0.0006639599952481052
Position 767: 0.0006225550464723926
Position 3246: 0.0005858825678048815
Position 2686: 0.0005446684538528914
Position 1132: 0.0004988687949981368
Position 131: 0.0004839395081685148
Position 3953: 0.00039952601789760607
Position 4133: 0.00035825947870156855
Position 4153: 0.0003181590524072464
Position 3704: 0.0002063179100738611
Position 2681: 0.00020579121719780966
Position 723: 0.0001817856457796968
Position 3660: 0.0001801849473736931
Position 3947: 0.00015798347716676633
Position 2552: 0.0001196511176496516
Position 2438: 8.347771707877924e-05
Position 645: 7.212114577579998e-05
Position 2810: 7.133352061837244e-05
Position 475: 5.344675220596589e-05
Position 866: 4.84990925689946e-05
Position 2546: 3.360266107855567e-05
