Gene = Psn
index = 1391
Annotated 5SS: [ 240  539  843 1120 1394 1565 1877 2245]
Annotated 3SS: [ 298  603  909 1172 1465 1618 2079 2312]
SMsplice 5SS: [ 539  843 1120 1394 1565 1835 2245]
SMsplice 3SS: [ 603  909 1172 1465 1618 2079 2312]
top_k =  500
Partition function (log Z): 10.870500797506113

Sorted 5' Splice Sites (High to Low Probability):
Position 1394: 0.9997865264535143
Position 1565: 0.9892598863533383
Position 2245: 0.8705271371460335
Position 1835: 0.7601401260100757
Position 539: 0.7407572444668626
Position 1120: 0.7353070547430867
Position 843: 0.726113722672603
Position 31: 0.3778549499069985
Position 1778: 0.1975711767389601
Position 848: 0.08170312661769627
Position 240: 0.03064564863833936
Position 1877: 0.030472739836541574
Position 543: 0.02838550154272505
Position 787: 0.019497096389052858
Position 1105: 0.011915969709211252
Position 1087: 0.0045395709934026385
Position 1041: 0.003833568371026245
Position 2003: 0.0037609321657269216
Position 1030: 0.003305988661170058
Position 756: 0.003113419069589592
Position 1819: 0.0024105598614063977
Position 1004: 0.0013564714526232804
Position 175: 0.0012969293369714506
Position 1090: 0.0011556093682931268
Position 1093: 0.0009929543476495549
Position 2270: 0.0009597287095380217
Position 75: 0.0008741107508249687
Position 692: 0.0008730161961789026
Position 835: 0.0008246197450487911
Position 748: 0.0008104970230531013
Position 793: 0.0007599995680034333
Position 81: 0.0005817471123494339
Position 995: 0.0005545246440107238
Position 2202: 0.0005130594033048344
Position 2192: 0.00048542080777293385
Position 1846: 0.0004432107366875862
Position 876: 0.00033549680428788414
Position 2309: 0.00029062123134414563
Position 1001: 0.00026089219644431777
Position 2570: 0.0002191769913222159
Position 998: 0.00020330554810019412
Position 437: 0.0001537968713406509
Position 1025: 0.0001362455635368582
Position 204: 0.00010319898040858045
Position 1246: 0.00010272390547985929
Position 2001: 8.744101429257925e-05
Position 61: 7.665442975995489e-05
Position 1398: 7.090106081740747e-05
Position 6: 6.105994849377118e-05
Position 18: 5.303484878885235e-05
Position 790: 4.824400570159387e-05
Position 97: 4.503549385594554e-05
Position 2016: 4.496822061099289e-05
Position 689: 4.326138851122082e-05
Position 183: 4.203311718554538e-05
Position 144: 3.983977901200877e-05
Position 44: 3.261229106484693e-05
Position 2617: 3.190774529201219e-05
Position 2625: 2.963208972240391e-05
Position 1817: 2.6791971113308818e-05
Position 950: 2.4952725645431727e-05
Position 2609: 2.259164748058897e-05
Position 337: 1.9239752396846046e-05
Position 2607: 1.7579763149073363e-05
Position 1965: 1.5966195402193127e-05
Position 1369: 1.5460407040648516e-05
Position 274: 1.2834878827218973e-05
Position 284: 1.2445614708028476e-05
Position 244: 1.1896635152333718e-05
Position 686: 1.0529214831349928e-05
Position 228: 1.0382105751143954e-05
Position 769: 1.0185199350189752e-05
Position 2274: 9.279867287246398e-06
Position 1925: 9.216882900800805e-06
Position 2031: 9.212135189750967e-06
Position 35: 8.814764591655811e-06
Position 1955: 6.2915406887209996e-06
Position 883: 4.765929082298525e-06
Position 2354: 4.335743444444432e-06
Position 1510: 3.978811048184522e-06
Position 1989: 3.4594324566027735e-06
Position 1948: 3.4572986886331925e-06
Position 264: 3.3620114604835574e-06
Position 1923: 2.048054801510009e-06
Position 1763: 1.8778049140178475e-06
Position 1639: 1.6609284895255778e-06
Position 287: 1.5280283524358655e-06
Position 1984: 8.691599309296047e-07
Position 563: 8.250766709205495e-07
Position 1979: 6.278465161903205e-07
Position 383: 5.604763305897702e-07
Position 465: 3.8313639431659293e-07
Position 1648: 2.5281221775238283e-07
Position 1284: 2.1718804874864114e-07
Position 247: 2.080142765015398e-07
Position 1330: 2.038771861503772e-07
Position 262: 1.2402373114738837e-07
Position 1332: 3.0553220308764447e-08
Position 671: 2.716191428697351e-08
Position 1689: 8.191533207041635e-09
Position 1692: 3.228129027714845e-09
Position 2158: 2.6812247892167216e-09
Position 400: 9.501755560263251e-11
Position 2151: 1.0737489443102002e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1465: 0.9989537044272595
Position 2079: 0.9756954194334673
Position 1618: 0.9625856378323076
Position 2312: 0.8613271798319375
Position 909: 0.8603186124553983
Position 603: 0.7843342494549153
Position 1172: 0.7803515967780507
Position 144: 0.1902559412803923
Position 328: 0.03886663762814144
Position 394: 0.03244279269518833
Position 1659: 0.0261448868949906
Position 247: 0.025063834835331755
Position 298: 0.023973967610426753
Position 2360: 0.013477757965340561
Position 1984: 0.008340380897508872
Position 662: 0.00697604961233383
Position 78: 0.006971094997589902
Position 1158: 0.005107130521400669
Position 1272: 0.004913799953447458
Position 269: 0.0036857828878487492
