Gene = CarT
index = 1054
Annotated 5SS: [ 123  406  800 1207 1854 2315]
Annotated 3SS: [ 180  616  947 1261 1915 2389]
SMsplice 5SS: [ 545  851 1207 1854 2315]
SMsplice 3SS: [ 616  947 1261 1915 2389]
top_k =  500
Partition function (log Z): 1.6282448199027422

Sorted 5' Splice Sites (High to Low Probability):
Position 2315: 0.9794874657646561
Position 1854: 0.9082565763833029
Position 545: 0.6809315615529368
Position 1207: 0.6792735248073737
Position 851: 0.5740737295550346
Position 406: 0.43629788079116555
Position 133: 0.22294705790839778
Position 1161: 0.1497615415869714
Position 117: 0.14609978456063838
Position 791: 0.05201461178707751
Position 2686: 0.04778874337851229
Position 123: 0.029917332104497558
Position 1211: 0.027095355404867932
Position 800: 0.016140093013453878
Position 884: 0.012159467942604661
Position 2927: 0.007894316833060275
Position 2960: 0.0075382220287237975
Position 2524: 0.004955798924000363
Position 2058: 0.004183280583691011
Position 2335: 0.003756205838761124
Position 1513: 0.003527674158346383
Position 2077: 0.0034840719227087007
Position 2326: 0.003388675619882777
Position 760: 0.003208463656629146
Position 1858: 0.0030680637229831193
Position 2669: 0.0030555454483277567
Position 479: 0.0028116804433987825
Position 2911: 0.002679764276071637
Position 2554: 0.0025788211529265753
Position 510: 0.002541247715185631
Position 501: 0.0024981433613937135
Position 1609: 0.002081122779357305
Position 842: 0.0020807181612476962
Position 1375: 0.0020147340861725407
Position 2332: 0.0017294722015983829
Position 465: 0.0017271205053378926
Position 290: 0.001399955275181019
Position 2645: 0.0012502059639306503
Position 498: 0.0011307316634555557
Position 781: 0.001105313647788244
Position 2296: 0.0010795751993720073
Position 742: 0.0010779056690291113
Position 857: 0.0010764144190849954
Position 410: 0.0010405661899067188
Position 1797: 0.0010400751679973015
Position 773: 0.0009123603570290392
Position 2592: 0.0006234815606938157
Position 1986: 0.000600113451637045
Position 2493: 0.0005819587425006445
Position 247: 0.0004099691532455633
Position 2104: 0.0003271527454379532
Position 2463: 0.00025711066776036
Position 450: 0.0002182573309807067
Position 2065: 0.0002057666506108539
Position 1273: 0.0001942965348386035
Position 1740: 0.00018199146521150376
Position 2319: 0.00016805417383890153
Position 2760: 0.00013140576995809575
Position 143: 0.00013009150957044626
Position 2086: 0.00011837570252128502
Position 2607: 0.0001027056616555932
Position 726: 9.034322821478984e-05
Position 776: 7.743116336338923e-05
Position 1051: 6.561409186723612e-05
Position 1017: 6.321647890926042e-05
Position 1979: 6.231453029623656e-05
Position 284: 6.089135577134796e-05
Position 1182: 5.934134968686837e-05
Position 959: 5.860121780300435e-05
Position 32: 4.856662316075166e-05
Position 279: 4.149398338716822e-05
Position 2950: 3.802687646941603e-05
Position 1150: 3.567799907765736e-05
Position 2348: 3.3259598923240085e-05
Position 1081: 3.1509173501613026e-05
Position 1155: 3.0092761239720967e-05
Position 486: 8.057529183910656e-06
Position 469: 2.239951978322073e-06
Position 303: 1.3990009891060394e-06
Position 2282: 1.0871213866174966e-06
Position 428: 9.815254516839737e-07
Position 2264: 9.458221641116775e-07
Position 14: 9.24103803859374e-07
Position 336: 8.933213078428519e-07
Position 294: 8.358331102130586e-07
Position 306: 3.2501820930467537e-07
Position 1428: 1.9730659929471276e-07
Position 1938: 1.5720848239924587e-07
Position 1054: 1.2498117873683908e-07
Position 168: 9.700938742634572e-08
Position 1077: 1.3691935264346698e-08
Position 1860: 1.2855572414095494e-08
Position 387: 6.5408662175073695e-09
Position 1023: 5.564426404711536e-10
Position 338: 1.3878991021754106e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2389: 0.9927475078118203
Position 1261: 0.8667038677682746
Position 947: 0.8568680053619403
Position 1915: 0.8451869747974734
Position 616: 0.7417763489188781
Position 180: 0.3896673088140648
Position 478: 0.14920994512955502
Position 3057: 0.03778743163289639
Position 2057: 0.02845053181205611
Position 2760: 0.02001932445829183
Position 639: 0.019472792165042635
Position 2904: 0.015367205021547897
Position 2141: 0.013846349440859555
Position 2086: 0.011000665597034337
Position 2243: 0.010655648258631066
Position 1709: 0.009136329909059096
Position 1900: 0.006400057591098885
Position 3022: 0.004532024574419335
Position 183: 0.004399519540648856
Position 673: 0.0034331777793521713
Position 303: 0.003062866038847369
Position 3060: 0.00239111858284488
Position 1986: 0.002276302176535568
Position 1653: 0.0021769619739250567
Position 2831: 0.002060287582471723
Position 900: 0.001529470484958835
Position 1673: 0.0014291544533646932
Position 957: 0.0011421033907309177
Position 1017: 0.0010441193662582816
Position 160: 0.0009034864399299672
Position 854: 0.0008904113161567613
Position 375: 0.0004943721366903531
Position 2725: 0.00036665403605710956
Position 1723: 0.0003335270211533018
Position 878: 0.00033005134412341926
Position 454: 0.00025490306142250674
Position 968: 0.00020498039338142447
Position 1995: 0.00020247994446971124
Position 484: 0.00016242063419519845
Position 419: 0.00016132422139851968
Position 1105: 0.00014309345791380752
Position 751: 0.00011032772430905352
Position 2978: 0.0001029729811533369
Position 692: 0.00010119001825315162
Position 2811: 9.915343520992175e-05
Position 812: 8.242752521612251e-05
Position 3080: 7.455176394536194e-05
Position 399: 6.92921648213301e-05
Position 908: 6.017514254568945e-05
Position 726: 4.7912388997908095e-05
Position 372: 4.68161227282182e-05
Position 240: 3.577051861858376e-05
Position 715: 3.2464573231888985e-05
Position 694: 3.150269557622246e-05
Position 2585: 2.9043701444851594e-05
Position 2737: 2.3470166701898942e-05
Position 450: 1.2056377064304313e-05
Position 237: 1.1500196662739357e-05
Position 351: 9.835184682534898e-06
Position 742: 7.985920041827384e-06
Position 659: 6.829123034075189e-06
