Gene = Gart
index = 1181
Annotated 5SS: [ 370 4764 5468 5750 6354 7462]
Annotated 3SS: [4515 4817 5523 5931 6411 7523]
SMsplice 5SS: [ 370 4764 5468 5750 6354 7462]
SMsplice 3SS: [4515 4817 5523 5931 6411 7523]
top_k =  500
Partition function (log Z): 4.283737587120852

Sorted 5' Splice Sites (High to Low Probability):
Position 5468: 0.9956263524318718
Position 7462: 0.993663949330395
Position 370: 0.9581925497770342
Position 4764: 0.9367762000101747
Position 6354: 0.88167860375072
Position 5750: 0.6480503382132218
Position 1624: 0.39203455423604056
Position 5839: 0.07399632696893567
Position 6350: 0.06466153758966738
Position 2590: 0.037243381233972694
Position 99: 0.0371025299734044
Position 6532: 0.03330322539083634
Position 374: 0.03257148529534816
Position 1619: 0.027217439916588766
Position 6340: 0.02360140272821769
Position 652: 0.019944524916908835
Position 5760: 0.018564944075968023
Position 7014: 0.01811724062849077
Position 7905: 0.008812485018088219
Position 1163: 0.008642274001460322
Position 2161: 0.006868465410350365
Position 5299: 0.0051100943344175405
Position 2818: 0.004547314843757312
Position 103: 0.004053333802785415
Position 2018: 0.0036584410994211424
Position 2778: 0.0027514907380457618
Position 1759: 0.002591563618253848
Position 5395: 0.0022546835160752207
Position 3296: 0.001771272413631932
Position 6698: 0.0017457502464137964
Position 1206: 0.001686271035156198
Position 2399: 0.0016102613132500953
Position 1002: 0.0015927487937177213
Position 1667: 0.0014932888126357013
Position 2535: 0.0013991931734043835
Position 5714: 0.0013486822445207287
Position 550: 0.0012742958689134641
Position 440: 0.001228501146350053
Position 6547: 0.0011118078221307834
Position 1430: 0.0010127968890828378
Position 5787: 0.0009159100952435182
Position 721: 0.0009030183114063365
Position 4724: 0.0008634140343740666
Position 6415: 0.0007700401853237987
Position 6615: 0.0007495271615291897
Position 6175: 0.000705673026563951
Position 716: 0.0006044019913537376
Position 7035: 0.000596847667000193
Position 455: 0.0005785779049883007
Position 4646: 0.0005052629874961725
Position 5741: 0.0005010887070852839
Position 118: 0.000454657745839137
Position 6230: 0.00042737580899714864
Position 142: 0.0003469266518772582
Position 1153: 0.00032432934103348026
Position 796: 0.00029946208369655914
Position 8809: 0.00029281232472708326
Position 5453: 0.0002798480570725202
Position 8805: 0.00024558442588177367
Position 442: 0.00021291240343865314
