Gene = Spf45
index = 1512
Annotated 5SS: [ 187 1242]
Annotated 3SS: [ 241 1302]
SMsplice 5SS: [187]
SMsplice 3SS: [241]
top_k =  500
Partition function (log Z): -7.301329371735982

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9158708498937185
Position 1242: 0.3351799894019002
Position 482: 0.07521860255916497
Position 1073: 0.07518422812888496
Position 1112: 0.04582886289708728
Position 842: 0.035379348582939854
Position 663: 0.013981855144488879
Position 1052: 0.01241008637308446
Position 1135: 0.010879464553234582
Position 453: 0.007795800823000259
Position 163: 0.005466996127070709
Position 345: 0.0045678291611138755
Position 861: 0.0032463149110234504
Position 1213: 0.0030942216427400364
Position 1230: 0.0027876631620360683
Position 257: 0.00254888926621424
Position 1154: 0.0017498004551040616
Position 983: 0.0016777461703969124
Position 268: 0.0011687216521981535
Position 595: 0.0010996055388873022
Position 191: 0.0009836010034554583
Position 625: 0.000726761624087806
Position 1344: 0.0006423984830078178
Position 1208: 0.0005576481838649269
Position 801: 0.0005302777916314504
Position 1145: 0.0004611134551614057
Position 864: 0.00037760612549367
Position 1256: 0.0003277917669519607
Position 1005: 0.0002956370757281476
Position 43: 0.00027485518063410534
Position 522: 0.0002364838675427633
Position 1373: 0.00021113939195330372
Position 647: 0.00013664960827021027
Position 536: 0.00011244835543812866
Position 293: 9.564507176960789e-05
Position 1002: 8.51563493299955e-05
Position 1196: 8.221881251031905e-05
Position 254: 7.016049307774852e-05
Position 1355: 6.347366104553215e-05
Position 890: 6.107932679686187e-05
Position 711: 5.1471115329903704e-05
Position 1272: 2.382452551964927e-05
Position 566: 1.623288902806278e-05
Position 144: 1.2317642746559419e-05
Position 342: 1.1406032071717475e-05
Position 78: 1.0943247963986987e-05
Position 175: 7.78582988179486e-06
Position 46: 7.499150824510328e-06
Position 238: 5.681470884748073e-06
Position 320: 5.43359905706504e-06
Position 52: 5.258057958408128e-06
Position 540: 4.7420613637308645e-06
Position 795: 4.307299942916343e-06
Position 126: 2.4085230308487014e-06
Position 13: 1.022633811131656e-06
Position 717: 8.286805185701207e-07
Position 714: 6.165529061935555e-07
Position 66: 4.377340479473694e-07
Position 323: 3.9308959904570633e-07
Position 300: 1.7028646455786605e-07
Position 543: 1.0820828361396856e-07
Position 23: 4.3100558163348836e-08
Position 26: 1.5979967813614584e-09
Position 395: 6.083870194344516e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 241: 0.607757159513699
Position 1302: 0.5809421188624779
Position 941: 0.10781212754747485
Position 284: 0.08971275819498402
Position 908: 0.061622180668935
Position 320: 0.05045385089808027
Position 750: 0.01490093554772789
Position 979: 0.013962993174750008
Position 1468: 0.009148018800020818
Position 790: 0.005030549186692677
Position 254: 0.003490918958285393
Position 267: 0.0028831338729553816
Position 1135: 0.002152981258992394
Position 1308: 0.0016636719453521683
Position 1279: 0.001249058402276389
Position 342: 0.001233399174565672
Position 372: 0.0010322527164236494
Position 695: 0.0008119420960033322
Position 1397: 0.0007526439763216409
Position 1435: 0.0007380708756670657
Position 1445: 0.0006523700733727237
Position 650: 0.0005459222139732224
Position 420: 0.0005037050227350125
Position 381: 0.00045882661216468403
Position 211: 0.00030019371189287026
Position 711: 0.0002875852901679157
Position 446: 0.0002383080689404685
Position 1474: 0.00023313969818567108
Position 479: 0.00020308684843721008
Position 518: 0.0001633704247765886
Position 350: 0.0001364459491950271
Position 290: 0.00012627810604684786
Position 722: 0.00010193160580070026
Position 558: 0.00010086965307490141
Position 586: 8.157573500882784e-05
Position 110: 7.720841469604787e-05
Position 293: 5.542746240350288e-05
Position 150: 1.1430966637024718e-05
Position 887: 1.0675711504355733e-05
Position 114: 9.205601845735827e-07
Position 98: 7.167152970809024e-07
Position 462: 4.931626582207835e-07
Position 820: 4.321690796129919e-07
Position 497: 8.808927100145526e-08
Position 591: 8.7801682525869e-08
Position 156: 7.588489713397566e-08
Position 448: 2.038860496454627e-08
Position 187: 3.3213955481248804e-09
Position 453: 9.398721260925665e-11
Position 163: 3.4828668257790894e-11
Position 191: 8.413263259620616e-14
