Gene = Pvf2
index = 1395
Annotated 5SS: [  154  1450 10382 14215]
Annotated 3SS: [  906 10278 13688 14323]
SMsplice 5SS: [ 1450 14215]
SMsplice 3SS: [13688 14323]
top_k =  500
Partition function (log Z): -4.3012853952578745

Sorted 5' Splice Sites (High to Low Probability):
Position 14215: 0.9917218071610495
Position 1450: 0.8948235033880287
Position 10382: 0.47241410257187816
Position 5451: 0.4028658025957165
Position 5691: 0.33797311370160965
Position 6375: 0.2057066092751762
Position 298: 0.1606673063114518
Position 154: 0.1576622348097798
Position 8773: 0.1348908489659849
Position 14652: 0.13059389341724528
Position 806: 0.10009924556350795
Position 315: 0.09905441678689947
Position 9491: 0.09835957553015347
Position 14665: 0.07919492226263615
Position 11051: 0.06884461204418822
Position 495: 0.051934227319744224
Position 788: 0.05039281676287639
Position 2131: 0.04943498909312778
Position 6: 0.015853416601384968
Position 165: 0.01337775547344811
Position 14649: 0.012378492078427233
Position 14656: 0.011949818659221128
Position 305: 0.011821719481080881
Position 1627: 0.010676624484364324
Position 279: 0.010184168709415645
Position 289: 0.007591795954952966
Position 14455: 0.006566430502714621
Position 14226: 0.00648530521562626
Position 4426: 0.004544667221562347
Position 4556: 0.004097139945286197
Position 14606: 0.0036293744657412016
Position 286: 0.003259831194515016
Position 5887: 0.002975738824297578
Position 648: 0.0027369518515207494
Position 8002: 0.002296017538304741
Position 3282: 0.0018552914237518362
Position 14644: 0.0015611514995490228
Position 8529: 0.0014550376459092932
Position 493: 0.0013775079615237443
Position 5662: 0.0013685889378725641
Position 1363: 0.0013172050107174416
Position 8588: 0.0011979782935582774
Position 14899: 0.00118194967117273
Position 6452: 0.0010510154382371822
Position 5712: 0.0007911358051965106
Position 30: 0.0007151115177450917
Position 234: 0.0006448790753650491
Position 5715: 0.0006024596183666829
Position 131: 0.0005694039224784135
Position 5671: 0.000534955771975266
Position 1036: 0.0005290880199525385
Position 393: 0.00045047077744442813
Position 122: 0.0004481887956160877
Position 14440: 0.00044176252556596857
Position 776: 0.00043977546865954265
Position 3310: 0.0003739677641573459
Position 5064: 0.00033768607292139567
Position 5668: 0.00030844179231246435
Position 176: 0.00030258832685237455
Position 521: 0.0002776190752231124
Position 5823: 0.00025587097095608274
Position 674: 0.00022833105067701943
Position 464: 0.00021499185278495007
Position 5513: 0.0002059096853981847
Position 302: 0.00018607068169360948
Position 4601: 0.00018285278257524726
Position 514: 0.00016793019539830845
Position 42: 0.0001675958518813226
Position 15012: 0.0001620851458679094
Position 3728: 0.0001525793496244798
Position 351: 0.00010408030801316676
Position 1895: 9.787875325869442e-05
Position 586: 9.205819152547005e-05
Position 146: 8.469712506428376e-05
Position 319: 6.368294109732369e-05
Position 398: 6.239288806006889e-05
Position 726: 5.994286985228321e-05
Position 86: 5.741462376498457e-05
Position 456: 4.923487416540471e-05
Position 3: 3.831950806354603e-05
Position 601: 3.498065553396535e-05
Position 2272: 3.0567595344815405e-05
Position 3877: 3.038426957555346e-05
Position 435: 2.0669581497937738e-05
Position 10: 1.9147792634507788e-05
Position 1066: 1.719782589881557e-05
Position 715: 1.651478043669897e-05
Position 1210: 1.1276179885003713e-05
Position 569: 7.38324651552831e-06
Position 1059: 6.8749288756538026e-06
Position 1305: 1.586783032518587e-07
Position 349: 7.076263111043579e-08
Position 951: 5.578022079479822e-08
Position 442: 5.2096807356070576e-08
Position 404: 4.3201116064131e-08
Position 411: 2.510263981969244e-09
Position 524: 1.2336035906370782e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 13688: 0.9932891153632846
Position 14323: 0.991332937997307
Position 5332: 0.5677040273807187
Position 906: 0.48356540250037605
Position 10278: 0.4522922645424223
Position 14729: 0.23996863828111709
Position 8439: 0.19370147665654236
Position 5922: 0.1633578946728667
Position 5501: 0.15006653197441416
Position 1942: 0.03200592332318018
Position 557: 0.027457219081182326
Position 9292: 0.026248172101471658
Position 1124: 0.0259632966588226
Position 203: 0.025872447863994372
Position 8954: 0.024852977955882753
Position 8918: 0.02375400626943005
Position 10820: 0.023237224870432453
Position 10437: 0.021220781991736756
Position 1103: 0.019124447542370086
Position 5537: 0.01438403614245253
Position 5765: 0.013912405803178877
Position 5513: 0.013787823117880972
Position 4339: 0.008536531366088262
Position 6063: 0.00827195970294187
Position 5294: 0.008247960572296627
Position 9847: 0.008235573784080446
Position 422: 0.005677899340865245
Position 1267: 0.00499416311083979
Position 5929: 0.004898071435211253
Position 1083: 0.004799632071069639
Position 381: 0.0044986736509417076
Position 1792: 0.004107554506420322
Position 4207: 0.0031729869339025794
Position 8414: 0.003050669199387668
Position 14529: 0.003004282160079996
Position 5574: 0.002967989442149428
Position 14281: 0.002963330013152722
Position 1890: 0.002811241148737714
Position 12673: 0.002686655106471637
Position 14760: 0.0025812336488486146
Position 5166: 0.002494851612732159
Position 3151: 0.0023125155505726866
Position 7800: 0.002296270125103163
Position 14715: 0.001882791676474932
Position 15092: 0.0017206613997284611
Position 14967: 0.001635788262542574
Position 14335: 0.0016181641863186125
Position 1684: 0.0015715345718222318
Position 12071: 0.0014791418331670464
Position 1718: 0.0013626813121699972
Position 1734: 0.001351433968766027
Position 981: 0.0011312331985612483
Position 5191: 0.0010581737970856147
Position 12128: 0.0009272133615803983
Position 4666: 0.0008130109447259576
Position 8444: 0.0005767326290052251
Position 715: 0.0005455021163977508
Position 864: 0.0004834924739355615
Position 14913: 0.0004689849464848526
Position 14687: 0.00025343845836267993
Position 464: 0.00016230113662910658
Position 1863: 0.0001236302945657237
Position 1953: 0.00012148178210581102
Position 1374: 9.252795888959402e-05
Position 5196: 8.995357153041853e-05
Position 579: 8.442470147768429e-05
Position 1748: 7.715865815539522e-05
Position 1845: 7.374423194517538e-05
Position 934: 6.943512136491271e-05
Position 1500: 6.163559707913481e-05
Position 1902: 6.132094035995596e-05
Position 2070: 5.4370901509375264e-05
Position 1382: 5.42544738588744e-05
Position 3629: 4.783602449535226e-05
Position 14343: 4.1033350970194197e-05
Position 5843: 3.795059871445212e-05
Position 910: 3.589516298647075e-05
Position 2205: 2.8434630068006804e-05
Position 3172: 1.6125914700401745e-05
Position 234: 1.573327517656963e-05
Position 52: 1.563193554942705e-05
Position 1626: 1.3392058687126617e-05
Position 319: 1.0919456011629555e-05
Position 726: 6.711962790027295e-06
Position 393: 6.257890081405005e-06
Position 624: 6.090615438351471e-06
Position 11117: 5.388225978808178e-06
Position 480: 4.489198045646519e-06
Position 743: 2.717341002940874e-06
Position 861: 2.5048692740824316e-06
Position 315: 2.436785640324886e-06
Position 1519: 1.3099541106750892e-06
Position 652: 1.2961100873581861e-06
Position 154: 9.97751181170508e-07
Position 1608: 8.873755026533773e-07
Position 103: 8.521309128957904e-07
Position 1427: 5.069513501650109e-07
Position 811: 4.4121833103276907e-07
Position 326: 3.3165342796727263e-07
Position 1866: 1.1571911334125429e-07
Position 286: 9.434463361866939e-08
Position 302: 4.292002458643619e-08
Position 243: 2.5780631441771942e-08
Position 6524: 2.403957881110267e-08
Position 1854: 1.3253438827232748e-08
Position 6650: 1.2902741798347247e-08
Position 419: 6.073554347523458e-09
Position 7043: 5.6478774666369366e-09
Position 6432: 3.0685546548994416e-09
Position 60: 1.7841960643852448e-09
Position 3107: 1.5503816636171675e-09
Position 122: 7.595983208410926e-10
Position 165: 7.457700980221903e-10
Position 128: 5.625064912284712e-10
Position 6101: 3.575411885109005e-11
Position 298: 3.174541527163041e-11
Position 131: 2.7029201977869296e-12
Position 2991: 5.846338190741563e-13
Position 158: 3.7285487051544027e-13
Position 1776: 3.9764676350214897e-14
Position 2047: 3.4842280936586784e-14
