Gene = Reps
index = 1419
Annotated 5SS: [ 579 1039 1441 2294 2802 3323]
Annotated 3SS: [ 633 1120 1508 2364 3235 3475]
SMsplice 5SS: [ 579 1039 1441 2294 2802 3323]
SMsplice 3SS: [ 633 1120 1508 2364 3235 3475]
top_k =  500
Partition function (log Z): 18.489003558887266

Sorted 5' Splice Sites (High to Low Probability):
Position 1441: 0.99984491672857
Position 2294: 0.9990679654714374
Position 579: 0.9539132827048554
Position 3323: 0.8830641520490137
Position 1039: 0.8707823615436227
Position 2802: 0.853965285868214
Position 4808: 0.2164214493900334
Position 5172: 0.1758600648222983
Position 2638: 0.11032196785513275
Position 4046: 0.09059289390923517
Position 5368: 0.06692199258500417
Position 989: 0.06455165918878644
Position 3341: 0.04408293535863207
Position 3669: 0.020176125545509363
Position 3687: 0.020038882233065252
Position 4646: 0.013441842011882739
Position 1043: 0.012803132614248225
Position 4092: 0.011880300366899223
Position 4036: 0.011583353850979423
Position 4090: 0.0067829436423134295
Position 600: 0.006459554103646527
Position 1595: 0.006388794915179242
Position 4227: 0.006018085436360024
Position 472: 0.005837995861944509
Position 5372: 0.005361147085712039
Position 3593: 0.00500189534392266
Position 1853: 0.004503859532877885
Position 2078: 0.004260763001350038
Position 3352: 0.003218956893003571
Position 802: 0.002916498623687448
Position 570: 0.002477480426246319
Position 3665: 0.0022771244308311097
Position 4966: 0.0022682358049342494
Position 5028: 0.0019235675552425958
Position 4968: 0.0015539523003570994
Position 4812: 0.0015051365411788012
Position 1599: 0.0014990169888713543
Position 1952: 0.0014942775135612584
Position 1070: 0.0011414750508252783
Position 1033: 0.0010846397508373963
Position 3115: 0.0010579570053834172
Position 4096: 0.0010452711520741688
Position 1242: 0.0009621065148978124
Position 419: 0.0009096697149020784
Position 3722: 0.0008892894085332129
Position 4818: 0.0007372641345201649
Position 1871: 0.0006985391580950504
Position 3788: 0.0006852116147013991
Position 393: 0.0006547329259114129
Position 3768: 0.0005772485875467676
Position 4515: 0.000538950430225291
Position 3987: 0.0005153872397936708
Position 3377: 0.0005149304827974555
Position 3409: 0.0004974975670707257
Position 2298: 0.00044178167254673887
Position 513: 0.0004339272438089127
Position 2895: 0.0004188778681304492
Position 1009: 0.0004005577521669542
Position 175: 0.0003963284852485268
Position 1001: 0.000380411438353241
Position 3320: 0.0003403459668593007
Position 814: 0.0002875943003513667
Position 4711: 0.0002825023694108847
Position 5218: 0.00027156502120596676
Position 324: 0.00023391075605602797
Position 1605: 0.00022958622736346662
Position 2762: 0.00022197160601521504
Position 3092: 0.00021980962874455467
Position 135: 0.00021543246161359516
Position 1061: 0.00018241744022295947
Position 2125: 0.0001781126666592326
Position 1627: 0.00017071160533827756
Position 2972: 0.00017052047888019926
Position 3005: 0.00015729632679944514
Position 153: 0.00013370117328187134
Position 4073: 0.00012161652836212283
Position 3956: 0.00012025757206541766
Position 943: 0.00012022136726649793
Position 4479: 0.00010848619129403299
Position 2785: 0.00010786668186484397
Position 1726: 0.0001049813420728003
Position 1288: 0.00010428828576602377
Position 2281: 0.00010247382190386787
Position 4523: 9.3455934989977e-05
Position 1630: 9.317805781129111e-05
Position 2056: 8.523128735366372e-05
Position 583: 7.860194036272386e-05
