Gene = axo
index = 1619
Annotated 5SS: [  350 11936 12362 14145 15492 17200 22895 23191 27241 27838 30758 31345
 36381 36997 40494 41758 43274 43921 44380 44641]
Annotated 3SS: [11369 12087 13924 15355 16914 22363 22993 26907 27304 30542 30944 36132
 36540 40292 41136 43091 43590 44072 44509 57084]
SMsplice 5SS: [  459 11936 12362 14145 15492 17200 22895 23191 27241 27838 30758 31345
 36381 36997 37352 40494 41758 42942 43274 43921 44380 44641]
SMsplice 3SS: [11464 12087 13924 15117 16914 22363 22993 26996 27304 30542 30944 36132
 36540 37118 40292 41136 42755 43192 43590 44072 44509 57132]
top_k =  500
Partition function (log Z): 31.646354746804253

Sorted 5' Splice Sites (High to Low Probability):
Position 36997: 0.9993430029202153
Position 44641: 0.9993046960784866
Position 23191: 0.9987437937307655
Position 30758: 0.9949192409515076
Position 44380: 0.9933674695984978
Position 36381: 0.9923768825892259
Position 31345: 0.9882491600349986
Position 43274: 0.9797868346144596
Position 15492: 0.9746266514870696
Position 43921: 0.9663781995845991
Position 14145: 0.9633128983121665
Position 40494: 0.9532518257635578
Position 22895: 0.9435201345457637
Position 17200: 0.9246326070950132
Position 27838: 0.9078058871080292
Position 41758: 0.9042402883710978
Position 27241: 0.8107318340588023
Position 12362: 0.7743754320751935
Position 2144: 0.6414103155429421
Position 37352: 0.6371408920340601
Position 42942: 0.6116048403966209
Position 914: 0.3445594194116338
Position 11936: 0.3445323201011671
Position 459: 0.2885699558244833
Position 27429: 0.2324679732389908
Position 42609: 0.21022389879413697
Position 30460: 0.14723025007110707
Position 40964: 0.1337434004154704
Position 932: 0.12301233039148983
Position 3626: 0.12096391971088886
Position 41520: 0.12088861020853069
Position 31695: 0.10766102944442801
Position 37367: 0.08583020102492393
Position 350: 0.07995366308147633
Position 28896: 0.07327329869560471
Position 33121: 0.06822467731579694
Position 245: 0.06017267916546281
Position 549: 0.04160208650849027
Position 41957: 0.04022089080557338
Position 16186: 0.04019644515203478
Position 15994: 0.04010057041253944
Position 36637: 0.03731960026205323
Position 40913: 0.03692331555151386
Position 13139: 0.0366462734225704
Position 37420: 0.0347436055938699
Position 40839: 0.03379040606641802
Position 41341: 0.03211265057911064
Position 28397: 0.02741331948970725
Position 42907: 0.026652728970324086
Position 42667: 0.026352281675957788
Position 38204: 0.02544962950217965
Position 36606: 0.024584439683648655
Position 42569: 0.02444532498382603
Position 1575: 0.021700269868069916
Position 32904: 0.02020116624989218
Position 7898: 0.019843527477252217
Position 1694: 0.019760707361114686
Position 1054: 0.01895862268594421
Position 36723: 0.018643324158666652
Position 37655: 0.017987627211493676
Position 959: 0.017865603404905245
Position 40420: 0.017543238687835524
Position 1803: 0.01689827986275078
Position 37660: 0.015871664323561522
Position 18776: 0.013221333253114384
Position 15625: 0.010939934820956652
Position 783: 0.010843021677498454
Position 22824: 0.010287808015035899
Position 34686: 0.01012479620289758
Position 34912: 0.00944023958082797
Position 463: 0.009401791343831269
Position 24368: 0.00839753029664705
Position 658: 0.008350237147088496
Position 40976: 0.008314324134095904
Position 34894: 0.0081568734137355
Position 16159: 0.007671860991647761
Position 28479: 0.007249347345465117
Position 40498: 0.007111772892027073
Position 3134: 0.00706012331306995
Position 40689: 0.006672539460460054
Position 38305: 0.006587882732860902
Position 35239: 0.006166395645301381
Position 34571: 0.006097649864737189
Position 107: 0.005575104270171812
Position 31192: 0.005220023848793411
Position 34575: 0.005188687158098249
Position 41947: 0.005166204849380713
Position 38403: 0.00478139352880381
Position 36331: 0.004682583790829331
Position 2610: 0.004640531012543079
Position 10905: 0.0045055558556385275
Position 32721: 0.004362981929136446
Position 20689: 0.003868517301662059
Position 18358: 0.0036170646985637395
Position 31155: 0.003352585721227035
Position 43106: 0.003236162025116593
Position 51130: 0.0032169932093913164
Position 40686: 0.003102391212102068
Position 2585: 0.002954917696116435
Position 2501: 0.002867179892890707
Position 36772: 0.002829451967632035
Position 515: 0.002658579594586713
Position 27380: 0.002643321153935948
Position 487: 0.0025128445954920903
Position 480: 0.0024634609320061287
Position 40671: 0.002382686586059927
Position 41720: 0.0022531722534000365
Position 36808: 0.002219747161398637
Position 36466: 0.002212750783149975
Position 44440: 0.0021976747782885895
Position 40858: 0.0021530479032431083
Position 43229: 0.0019712643947853393
Position 758: 0.0018607989743398758
Position 40677: 0.0018325723300131522
Position 34898: 0.001831443032622028
