Gene = SamDC
index = 1467
Annotated 5SS: [ 162  782 1023 1355 1503 1707]
Annotated 3SS: [ 694  853 1075 1409 1550 1768]
SMsplice 5SS: [ 162  782 1023 1355 1503 1707]
SMsplice 3SS: [ 694  853 1075 1409 1550 1768]
top_k =  500
Partition function (log Z): 1.804117755103927

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.98216003422246
Position 1023: 0.9433764051409081
Position 1707: 0.8856166268234561
Position 1355: 0.8253139262728825
Position 1503: 0.8214166059567544
Position 782: 0.6698043275062879
Position 638: 0.026356066460394404
Position 1352: 0.023655214829441676
Position 1177: 0.010520716887631986
Position 241: 0.004972481165503143
Position 1173: 0.004874552232681567
Position 1327: 0.002947883738001432
Position 247: 0.0029144045863548746
Position 290: 0.0013324270815297133
Position 636: 0.001134910541830237
Position 1653: 0.001070399424318929
Position 931: 0.0009467744279308367
Position 510: 0.0006756865946086417
Position 1686: 0.0005453248617111395
Position 228: 0.0004832497038533106
Position 625: 0.0004693345350334448
Position 644: 0.00038220599059563226
Position 217: 0.0003072884669346716
Position 1636: 0.0002786014430048804
Position 134: 0.00026826402844526876
Position 1595: 0.0002679595716128894
Position 1599: 0.0002641281388615761
Position 1306: 0.00023106662989249104
Position 178: 0.0001941541925766239
Position 677: 0.0001873849199107593
Position 776: 0.00018181062268188253
Position 1627: 0.00017053297143273155
Position 544: 0.00016025557361521846
Position 71: 0.00012082159847356792
Position 385: 8.596183033458187e-05
Position 408: 6.522819409996382e-05
Position 1194: 6.424903175501362e-05
Position 1851: 5.885756422624414e-05
Position 1244: 5.34756917805181e-05
Position 149: 5.172586763592353e-05
Position 1679: 4.763784494650859e-05
Position 464: 4.593761324404486e-05
Position 500: 4.497146038351329e-05
Position 114: 4.165851317043083e-05
Position 969: 3.854278817684804e-05
Position 344: 3.026580585619446e-05
Position 774: 2.6424542760732784e-05
Position 862: 2.516138909977105e-05
Position 19: 2.4209581101311318e-05
Position 562: 2.210739300001279e-05
Position 983: 1.9180779270510902e-05
Position 1460: 1.6858864579822174e-05
Position 1171: 1.6542074495843774e-05
Position 574: 9.191013975393377e-06
Position 1899: 7.23149393919325e-06
Position 383: 7.022087167326227e-06
Position 355: 7.003571793424057e-06
Position 1149: 6.967803462138869e-06
Position 209: 6.6175261822057494e-06
Position 1879: 6.5111275722619745e-06
Position 711: 4.647064532637656e-06
Position 853: 2.0123460699823294e-06
Position 260: 1.7040826600078659e-06
Position 844: 1.0371395534327822e-06
Position 866: 7.611898773272296e-07
Position 10: 5.836313956992944e-07
Position 723: 5.166673133059782e-07
Position 730: 5.102187330007888e-07
Position 166: 4.6630466515394053e-07
Position 60: 3.948375758917323e-07
Position 91: 3.098055631234635e-07
Position 202: 2.5426235369650975e-07
Position 270: 1.428464579605054e-07
Position 39: 1.1826098033348399e-07
Position 935: 1.2137073163916914e-08
Position 1417: 1.150440315044007e-08
Position 13: 3.2402536084959665e-09
Position 1400: 2.024211898185092e-09
Position 1556: 2.005282435225382e-10
Position 1106: 2.1636983289399004e-11
Position 972: 1.968757377237185e-12
Position 329: 1.0289419818541948e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.8894780575294878
Position 1409: 0.8754545521066308
Position 694: 0.8674859808761188
Position 1550: 0.816937713388089
Position 1075: 0.777569972728604
Position 853: 0.6414404031252504
Position 1091: 0.16080793851984507
Position 523: 0.09086928772361991
Position 362: 0.02553555631596725
Position 657: 0.010804596173374415
Position 496: 0.009951905891729885
Position 878: 0.00815486734761393
Position 1194: 0.006565709518238406
Position 1259: 0.0052535127318510955
Position 1396: 0.004612487456244601
Position 1899: 0.0025610171723837592
Position 329: 0.002337389080745953
Position 1706: 0.002273115777414252
Position 1140: 0.0021259867216044865
Position 343: 0.001772729784000853
Position 935: 0.001662120040041064
Position 850: 0.001575049053273189
Position 217: 0.0015250892553997386
Position 1795: 0.0012237313096582672
Position 1292: 0.0010350827202661418
Position 228: 0.001015149851292371
Position 1286: 0.0005730103028522151
Position 429: 0.000464909537674099
Position 781: 0.0004045742048986276
Position 1819: 0.0003752374335245201
Position 371: 0.0003628199117118108
Position 457: 0.0003166750115526353
Position 1653: 0.00025090784384563126
Position 857: 0.00020706982539965273
Position 862: 0.0001943598709216112
Position 530: 0.00019332709929776202
Position 1670: 0.0001757096283547475
Position 1327: 0.0001704087358323804
Position 464: 0.00013839960347595333
Position 473: 8.988434399708248e-05
Position 574: 8.289838570893623e-05
Position 1934: 8.250017272002967e-05
Position 503: 5.70700703436445e-05
Position 280: 4.3815851401621717e-05
Position 718: 3.937299461109672e-05
Position 408: 3.7000815167840074e-05
Position 944: 3.5285107275799014e-05
Position 1627: 3.4069446512213964e-05
Position 978: 3.3159309898585145e-05
Position 1009: 2.302833852877435e-05
Position 1941: 9.939631050660446e-06
Position 1502: 6.0073773383434516e-06
Position 742: 4.776782212480753e-06
Position 241: 3.2247043859879355e-06
Position 194: 3.1769646856145414e-06
Position 120: 1.0777913412231685e-06
Position 158: 1.017390394130286e-06
Position 87: 6.393480858769754e-07
Position 56: 2.9875557505861087e-07
Position 161: 1.239466072545146e-07
Position 108: 7.222609935627207e-08
Position 178: 2.4328699176663226e-09
Position 53: 1.9391071355506017e-09
Position 96: 1.021410041866066e-09
Position 123: 2.604675416534366e-11
Position 66: 1.965758015073692e-12
Position 166: 8.38400640638029e-16
Position 125: 2.1244310768761574e-16
