Gene = Prp3
index = 1389
Annotated 5SS: [1220]
Annotated 3SS: [1273]
SMsplice 5SS: [1220]
SMsplice 3SS: [1273]
top_k =  500
Partition function (log Z): -6.515768438763755

Sorted 5' Splice Sites (High to Low Probability):
Position 1220: 0.744062187277647
Position 1151: 0.255985986674314
Position 1135: 0.030191515267822752
Position 133: 0.025692389604823937
Position 329: 0.021325397676125377
Position 75: 0.0033162675570856774
Position 437: 0.0016028809442824928
Position 745: 0.0015826143580346575
Position 468: 0.0014564688260180951
Position 895: 0.0012184316461759975
Position 725: 0.001096751387273619
Position 815: 0.0006728314501405704
Position 1098: 0.0006174058405943535
Position 35: 0.00046111554393848877
Position 809: 0.0004344604114750074
Position 824: 0.0002817891534918129
Position 80: 0.00025600600839742954
Position 1391: 0.00024244629892793525
Position 129: 0.00014528964202074733
Position 257: 0.0001407579198828428
Position 1751: 0.00013446354642404344
Position 790: 0.0001295303812436699
Position 861: 0.00012271569431968106
Position 936: 9.408449058628121e-05
Position 2025: 8.984316190809776e-05
Position 1880: 8.947568821029263e-05
Position 1940: 8.339055916158619e-05
Position 1908: 5.89729167051632e-05
Position 37: 5.76661214562789e-05
Position 326: 5.3412928908034174e-05
Position 1672: 4.485069222005785e-05
Position 346: 4.3652526063239683e-05
Position 73: 3.6850713998980295e-05
Position 631: 2.8219427913867235e-05
Position 263: 2.5281531965922827e-05
Position 1396: 2.106484586851941e-05
Position 10: 1.3842191882686414e-05
Position 2096: 1.3023466342702114e-05
Position 260: 1.2946335485161665e-05
Position 1095: 1.109549973109708e-05
Position 1612: 8.841590103179119e-06
Position 1803: 8.019200139720058e-06
Position 1489: 6.061778322141275e-06
Position 1439: 4.950691632653962e-06
Position 1711: 4.344012374755384e-06
Position 611: 4.023778067763856e-06
Position 119: 3.6964623731021237e-06
Position 1293: 3.659304244833911e-06
Position 1858: 3.649926976452801e-06
Position 27: 3.4172454833992274e-06
Position 1224: 2.5757052846603374e-06
Position 567: 2.5016040353276737e-06
Position 1610: 1.3392553584072258e-06
Position 1963: 1.1915486576999698e-06
Position 1773: 7.65995521914479e-07
Position 1618: 6.784806225393881e-07
Position 154: 1.0978401158511397e-07
Position 709: 3.5017772622927644e-09
Position 183: 3.1067900651983248e-09
Position 180: 1.3451456200831341e-09
Position 368: 1.3229466373671075e-09
Position 352: 1.231461579762922e-09
Position 1108: 1.028295518728582e-09
Position 1081: 5.223752636965808e-10
Position 222: 4.451424592196143e-10
Position 304: 3.0005828442745723e-10
Position 1029: 1.4000707742288963e-10
Position 1441: 1.1147115819754628e-10
Position 472: 4.984629475098506e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1273: 0.9920382178782453
Position 1192: 0.02765995979808659
Position 1065: 0.014379126142660766
Position 378: 0.012622735368573362
Position 1009: 0.010028054402531683
Position 201: 0.008059058366281872
Position 1212: 0.006980856636698686
Position 154: 0.003983337985627308
Position 1317: 0.003639108391127016
Position 247: 0.0018426297305117753
Position 231: 0.0014890466729740978
Position 1062: 0.001251669034647042
Position 1344: 0.0011596093479463551
Position 1291: 0.0008318411567081497
Position 880: 0.0007267121316891048
Position 493: 0.000601158178230677
Position 1953: 0.0004192096665186869
Position 621: 0.0003828596823826244
Position 1485: 0.0003799974270833709
Position 502: 0.0003705959042157245
Position 2149: 0.0003361278177448966
Position 780: 0.0002569009490163711
Position 405: 0.00022480714821527175
Position 1956: 0.00021522342869110403
Position 611: 0.00021133834700518112
Position 945: 0.0001652797750991546
Position 384: 0.00016316930001117848
Position 1455: 0.00012601817440922796
Position 1174: 0.00012050609905957174
Position 899: 0.00011646642385153886
Position 846: 8.744052278952458e-05
Position 315: 8.659689047937051e-05
Position 1321: 8.283086334758688e-05
Position 975: 7.274973810814374e-05
Position 216: 6.487845576678644e-05
Position 1122: 6.472561134839494e-05
Position 1235: 5.838417342036047e-05
Position 1803: 5.557786864284696e-05
Position 257: 5.1643267404237066e-05
Position 634: 5.1235760680050274e-05
Position 763: 4.1655635061193316e-05
Position 579: 3.98668425186941e-05
Position 525: 3.955806908261464e-05
Position 1250: 3.931262902862529e-05
Position 2089: 3.6969990190194946e-05
Position 971: 3.585170212395268e-05
Position 1647: 3.545544843974838e-05
Position 1500: 2.8588001498604563e-05
Position 1809: 2.8468696930418696e-05
Position 511: 2.6934717201445436e-05
Position 108: 2.521779910783618e-05
Position 2108: 2.100915570979519e-05
Position 649: 1.940227866958044e-05
Position 573: 1.3156016342768919e-05
Position 1408: 1.1521765627097722e-05
Position 2189: 1.0113131499435958e-05
Position 789: 9.536208136960305e-06
Position 666: 9.453811533087003e-06
Position 1698: 7.763149801233211e-06
Position 1332: 6.483308770762272e-06
Position 1962: 6.414000725095563e-06
Position 1220: 6.37488856687025e-06
Position 1692: 5.473737630864385e-06
Position 700: 5.386230100589182e-06
Position 2116: 5.2001719896726e-06
Position 1548: 4.74159780671393e-06
Position 280: 4.702893091453119e-06
Position 129: 4.637250196202369e-06
Position 942: 4.181016946457271e-06
Position 288: 3.3881740492227686e-06
Position 522: 3.162369428545983e-06
Position 1482: 2.3202446478167592e-06
Position 2096: 1.7636824857425896e-06
Position 888: 1.7612508562469143e-06
Position 936: 1.0585348276741054e-06
Position 446: 7.139040806546883e-07
Position 661: 6.27100958120014e-07
Position 368: 2.99744255900924e-07
Position 537: 2.568443162869947e-07
Position 1131: 2.0590682555307468e-07
Position 336: 2.0265595876186407e-07
Position 417: 1.7076307790671914e-07
Position 453: 1.6600816712928244e-07
Position 114: 1.1275376405479843e-09
Position 269: 1.0990734688136075e-09
Position 126: 9.732837419043157e-10
Position 60: 5.104554981463175e-10
Position 411: 6.882941740065397e-11
Position 343: 5.2120985357282535e-11
