Gene = Nplp2
index = 1328
Annotated 5SS: [268 477]
Annotated 3SS: [350 631]
SMsplice 5SS: [268 477]
SMsplice 3SS: [350 631]
top_k =  500
Partition function (log Z): -3.257718844363022

Sorted 5' Splice Sites (High to Low Probability):
Position 268: 0.9641139014548625
Position 477: 0.8525097751217585
Position 471: 0.02783172815776873
Position 773: 0.013209921156130417
Position 519: 0.012650884267943871
Position 576: 0.005564516517259789
Position 421: 0.004474227056255488
Position 725: 0.0041386321787868045
Position 272: 0.0037553479470551956
Position 791: 0.0022380956962039
Position 28: 0.0013941680289425791
Position 529: 0.0005831049212134425
Position 152: 0.0004411807380057114
Position 728: 0.00033999631188622666
Position 126: 0.00031347209056339665
Position 590: 0.0002792584998025959
Position 138: 0.00021963469656507948
Position 286: 0.0002156249012127822
Position 455: 0.00020638050256314145
Position 446: 0.0001966216582205907
Position 794: 0.0001240876225537255
Position 376: 0.00010535256387691833
Position 669: 7.357959413805685e-05
Position 512: 6.67566017778202e-05
Position 628: 5.498036229233077e-05
Position 539: 3.836269123648307e-05
Position 633: 3.736690419407221e-05
Position 369: 2.9734054682359396e-05
Position 183: 2.9631942289257277e-05
Position 43: 1.417435866158287e-05
Position 169: 1.2123197137690646e-05
Position 261: 1.0102464331120526e-05
Position 141: 7.0224492445458765e-06
Position 201: 6.817291802566591e-06
Position 252: 6.438135410579282e-06
Position 190: 5.417977224439581e-06
Position 161: 4.879176628266271e-06
Position 128: 3.5498740239320344e-06
Position 92: 2.8036110337105626e-06
Position 359: 2.773752948998501e-06
Position 250: 6.697559461767883e-07
Position 350: 3.7707620026926576e-07
Position 175: 3.6290758679434357e-07
Position 78: 3.30840693773479e-07
Position 52: 2.714238626959045e-07
Position 131: 2.6697667371247385e-07
Position 659: 1.345476417995786e-07
Position 333: 4.687830085888202e-08
Position 626: 2.2799322326076155e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.8751342750815896
Position 631: 0.8729259957545044
Position 844: 0.04723812577028296
Position 318: 0.03430583364763433
Position 700: 0.0255121658007563
Position 664: 0.02154144740239985
Position 643: 0.006560293742847842
Position 590: 0.006166711844132966
Position 791: 0.0017671274090260175
Position 78: 0.00121539766486533
Position 399: 0.0008900989600152545
Position 529: 0.0008182397754400783
Position 183: 0.00030401258373292017
Position 667: 0.00029416301938457636
Position 413: 0.0002276902252160968
Position 419: 0.0001506489541221297
Position 88: 5.3445204659064714e-05
Position 201: 3.9686178562007505e-05
Position 320: 3.600960954981717e-05
Position 188: 3.0074072219820114e-05
Position 380: 2.8332300318089915e-05
Position 190: 2.4813645955275032e-05
Position 446: 1.5472529915406393e-05
Position 299: 1.081432627855808e-05
Position 544: 6.0105120107728215e-06
Position 508: 4.342494307340179e-06
Position 231: 4.185355053727364e-06
Position 198: 3.835169426324942e-06
Position 722: 1.0592941764965947e-06
Position 519: 1.0458340682181221e-06
Position 305: 1.0252388590686463e-06
Position 452: 8.653875591436129e-07
Position 707: 4.6160024445885277e-07
Position 149: 3.891551469189893e-07
Position 286: 3.223916948621335e-07
Position 161: 1.5858293487198642e-07
Position 272: 1.4407869214127223e-07
Position 141: 8.908802348397095e-08
Position 467: 3.352511400648283e-08
Position 470: 2.802678387034501e-08
Position 169: 1.6082689242522072e-08
Position 488: 8.342544926758171e-10
Position 125: 5.796842823760075e-10
Position 151: 3.4964692257915877e-10
Position 138: 1.3154926590022799e-10
