Gene = fal
index = 1699
Annotated 5SS: [ 535 2649 2885 3656]
Annotated 3SS: [2481 2712 2954 3713]
SMsplice 5SS: [ 535 2649 2885 3656 3825]
SMsplice 3SS: [2481 2712 2954 3713 3886]
top_k =  500
Partition function (log Z): 7.454259398562092

Sorted 5' Splice Sites (High to Low Probability):
Position 2885: 0.9991100291030596
Position 2649: 0.9968013851201555
Position 535: 0.8555796464893116
Position 3656: 0.6632439333873458
Position 1996: 0.631079235145031
Position 3825: 0.5901383580156112
Position 2280: 0.39080725941257105
Position 2396: 0.29692900721517806
Position 3473: 0.1595974552851543
Position 3345: 0.09906068898664189
Position 2267: 0.09099917864729161
Position 1733: 0.08683111943138698
Position 214: 0.05329907401873257
Position 2231: 0.050518223792555404
Position 3309: 0.024712542673438673
Position 1255: 0.01866125678003721
Position 3632: 0.018025260376825517
Position 1482: 0.01573472448529232
Position 3085: 0.01321227109519776
Position 917: 0.007844631626559536
Position 2360: 0.007249135226799114
Position 546: 0.007213692719109569
Position 3187: 0.00654663990378403
Position 2243: 0.006087613662293342
Position 2299: 0.003662432230018884
Position 3582: 0.0034690416066633003
Position 1200: 0.0030875057418747634
Position 2665: 0.0029985020611431137
Position 3240: 0.0024798387983209205
Position 251: 0.0023110125210655235
Position 557: 0.0016619161813352422
Position 4188: 0.0016439357080039808
Position 394: 0.0016174646641863538
Position 796: 0.0016052346037727107
Position 209: 0.0013178831216786183
Position 2314: 0.0011022080647197336
Position 3399: 0.0010361956424062492
Position 976: 0.000996399907601561
Position 1384: 0.0009811252781844599
Position 882: 0.0008272029775652683
Position 2273: 0.0007764152709657096
Position 1468: 0.0007002915490356382
Position 3806: 0.0006981590258723293
Position 2294: 0.0006696963374380756
Position 3962: 0.0006170982497338626
Position 695: 0.0005273505444392177
Position 2237: 0.0004801988976596627
Position 3393: 0.0004041235307169183
Position 3049: 0.00039182875216898675
Position 3911: 0.0003558111981789542
Position 642: 0.0003332606331609445
Position 3739: 0.0003163926982671527
Position 909: 0.00030334101665767404
Position 1796: 0.0002928493182259548
Position 785: 0.00026765624482231586
Position 381: 0.00026089804503914805
Position 670: 0.0002522883818880405
Position 334: 0.00025171811483296085
Position 3591: 0.00021133085274041823
Position 28: 0.00021064853220205778
Position 1671: 0.00020975772084491526
Position 53: 0.00020017465075300203
Position 3800: 0.00018214350725597294
Position 3516: 0.00018179915978326332
Position 766: 0.00017204264939071703
Position 3271: 0.00017023973673546903
Position 30: 0.00014818750223027756
Position 3384: 0.00014368391510406395
Position 2860: 0.00014242385472867814
Position 564: 0.00014058682320763308
Position 3037: 0.00012254776286837142
Position 2864: 0.00011878374636819608
Position 826: 0.0001016520452490649
Position 2896: 9.772536192771516e-05
Position 73: 9.41060584111583e-05
Position 2106: 8.965158410288222e-05
Position 3162: 8.505588772887827e-05
Position 539: 8.500841789231816e-05
Position 2500: 7.93879795441191e-05
Position 1960: 7.771750127646406e-05
Position 1270: 6.85027732847431e-05
Position 712: 5.9419532007704615e-05
Position 2219: 5.387485857680487e-05
Position 2889: 4.0986919402809836e-05
Position 3430: 4.007970273817121e-05
Position 3320: 3.806716071224543e-05
Position 2252: 3.780736073014419e-05
Position 3409: 3.653210930007399e-05
Position 184: 3.582872377397497e-05
Position 2207: 3.478652627758739e-05
