Gene = l(2)k14505
index = 1751
Annotated 5SS: [167 552 790]
Annotated 3SS: [243 608 844]
SMsplice 5SS: [167 552 790]
SMsplice 3SS: [243 608 844]
top_k =  500
Partition function (log Z): -0.10151719601183684

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.9832359587821373
Position 790: 0.8759811931906346
Position 167: 0.648855278955789
Position 723: 0.06814017035344228
Position 1154: 0.013426572396443608
Position 1158: 0.012201104165148108
Position 545: 0.011504853571407318
Position 194: 0.010112031846527264
Position 78: 0.004072812826222468
Position 772: 0.0029527440395165925
Position 636: 0.001379322187988904
Position 1072: 0.0012017683914532838
Position 1147: 0.0011926560208001325
Position 306: 0.0010303122819576363
Position 534: 0.0009091764278253019
Position 1058: 0.0007648249486519702
Position 556: 0.0006146610870921923
Position 1162: 0.000290990358333008
Position 309: 0.00022332340757870556
Position 1045: 0.00019023396658613518
Position 154: 0.00017894626425074724
Position 42: 8.356659969498756e-05
Position 764: 8.325617202878342e-05
Position 424: 5.509811236446439e-05
Position 311: 5.264214129917585e-05
Position 498: 5.0246505541193956e-05
Position 806: 3.5257501987663376e-05
Position 488: 3.0732428105998984e-05
Position 1141: 2.773533038730068e-05
Position 82: 2.4492702783886823e-05
Position 941: 2.101051676644502e-05
Position 395: 1.650390158631347e-05
Position 665: 1.479138934650688e-05
Position 984: 1.4055032997122323e-05
Position 85: 1.202752683432266e-05
Position 279: 9.372929072819254e-06
Position 108: 8.461987247037653e-06
Position 357: 7.740042840873055e-06
Position 229: 6.632570892793705e-06
Position 654: 5.940185024506481e-06
Position 146: 5.834382397871487e-06
Position 747: 5.137579127739003e-06
Position 196: 4.612590035971597e-06
Position 1036: 3.631571151444677e-06
Position 813: 2.7632210791255375e-06
Position 23: 1.1451171596453304e-06
Position 979: 9.750511676798828e-07
Position 966: 3.950103437875821e-07
Position 1011: 3.330512311044106e-07
Position 126: 2.917559387931489e-07
Position 384: 2.6721288945822054e-07
Position 820: 6.351310414178352e-08
Position 198: 2.2545637845263782e-08
Position 577: 3.4293951820564646e-10
Position 873: 3.127486270886302e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 608: 0.9944792373160198
Position 844: 0.945357115402385
Position 243: 0.5574576111279528
Position 364: 0.07608930998763401
Position 1227: 0.019247048482495244
Position 1211: 0.00826958706064982
Position 272: 0.005839909343210556
Position 387: 0.005514260105249881
Position 528: 0.004964586512630182
Position 488: 0.0038660091959849627
Position 257: 0.0034556043778501966
Position 873: 0.0019693023816636547
Position 1139: 0.0016713674063263317
Position 407: 0.0011810032599460839
Position 269: 0.0010698934544849834
Position 798: 0.0009693992089396454
Position 122: 0.0009131732264227544
Position 674: 0.0008557010909454532
Position 617: 0.0007212898429065335
Position 591: 0.0007150454862440448
Position 410: 0.0006378691245840829
Position 295: 0.0005678225952312127
Position 1232: 0.0005481312162430466
Position 772: 0.0004557321848342125
Position 341: 0.0003851411406704089
Position 906: 0.00035591054958619694
Position 695: 0.0003341588320094692
Position 626: 0.00030810593621816216
Position 545: 0.00024148944332723783
Position 698: 0.0002148680824504972
Position 635: 6.818936786348018e-05
Position 1008: 5.555917656693396e-05
Position 924: 5.5115683583378166e-05
Position 1161: 3.7197483639152506e-05
Position 722: 3.322110059458885e-05
Position 146: 2.762437182774419e-05
Position 126: 2.594504471120106e-05
Position 1001: 2.341191072090682e-05
Position 1190: 1.680718233539251e-05
Position 1170: 1.413613727389531e-05
Position 764: 8.584053814329172e-06
Position 133: 8.461367296189539e-06
Position 755: 3.1414661107190187e-06
Position 1083: 2.0140636127108246e-06
Position 180: 1.9719677698207082e-06
Position 806: 1.9610002789405673e-06
Position 171: 1.403278345997355e-06
Position 422: 1.2281364378499286e-06
Position 575: 5.66292883890235e-07
Position 306: 5.632481720221728e-07
Position 89: 4.4364606444241504e-07
Position 184: 2.260887228936701e-07
Position 136: 1.9751362971347733e-07
Position 85: 1.6883905703748511e-07
Position 78: 7.867451821752877e-08
Position 143: 7.136946869921764e-08
Position 100: 4.6288400593564256e-10
Position 286: 2.5931133576986713e-13
