Gene = Arpc2
index = 26
Annotated 5SS: [ 611 3356 3533 3778 4061 5180 5355]
Annotated 3SS: [3261 3432 3590 3839 5087 5244 5411]
SMsplice 5SS: [ 611 3356 3533 3778 4061 5180]
SMsplice 3SS: [3261 3432 3590 3839 5087 5244]
top_k =  500
Partition function (log Z): 17.969812419091333

Sorted 5' Splice Sites (High to Low Probability):
Position 5180: 0.997917986907599
Position 3533: 0.9959700706589534
Position 3778: 0.9937056867693309
Position 3356: 0.9830255220953718
Position 611: 0.9762002959826769
Position 4061: 0.8105288623518158
Position 5355: 0.29483062097460694
Position 4080: 0.09319852847851637
Position 5586: 0.0882342048350758
Position 2635: 0.06423566205026174
Position 2867: 0.0582073230523545
Position 5574: 0.04528612212850913
Position 4030: 0.040083800059176375
Position 4546: 0.039200972057868044
Position 22: 0.03482672784696783
Position 5866: 0.03470431593946862
Position 2011: 0.02516998673873808
Position 4072: 0.02179880062437069
Position 2271: 0.0191041270147394
Position 4863: 0.01800997202429705
Position 5628: 0.013695170693358637
Position 2723: 0.013151018504930041
Position 1533: 0.009465361773848753
Position 1154: 0.009325083059688885
Position 1811: 0.007622684447467604
Position 369: 0.0067076298540213785
Position 3782: 0.004965141302627695
Position 215: 0.004706994292740553
Position 2710: 0.004149921730214925
Position 1734: 0.0038408362979854495
Position 62: 0.003760148963153207
Position 3537: 0.0034911841930486114
Position 274: 0.0033402693265682177
Position 3033: 0.003284141725648414
Position 1554: 0.0030524589755519496
Position 3947: 0.002881820606452856
Position 4550: 0.0028799492045245463
Position 2995: 0.0026565988880586405
Position 1411: 0.002536731109567052
Position 2806: 0.0022130090674716348
Position 3163: 0.0021282170231963905
Position 4119: 0.0018877425472785926
Position 5632: 0.0015781650756573082
Position 3329: 0.0015242160919060744
Position 817: 0.0015171808350008494
Position 4444: 0.0014316383475720033
Position 4693: 0.0012845175462031372
Position 3922: 0.0012637226335601123
Position 944: 0.001074515434905917
Position 1740: 0.0009758325683586705
Position 233: 0.0009757255758651662
Position 4379: 0.0009522581624548578
Position 595: 0.0009471498305741793
Position 5514: 0.0008872167303469489
Position 4999: 0.0008797066581813197
Position 1059: 0.0008214846601474761
Position 5302: 0.0007882970417138604
Position 1769: 0.0007104744203680245
Position 4374: 0.0006569077286927281
Position 239: 0.0006048045584077736
Position 5448: 0.000582240462206947
Position 5643: 0.0005763718826981482
Position 284: 0.0005392504742561217
Position 4113: 0.0005059431819535693
Position 5621: 0.00041696982422892437
Position 4105: 0.00040305346997581966
Position 4368: 0.000401808320468086
Position 852: 0.00039005162374363284
Position 2211: 0.0003773036676518611
Position 922: 0.00037266081851529854
Position 2580: 0.0003613423990828477
Position 3703: 0.0003375247556384502
Position 963: 0.000313564166435153
Position 4993: 0.00030370630609926805
Position 2786: 0.0002911561114072924
Position 1167: 0.0002851084905494914
Position 846: 0.00026964010155137297
Position 4429: 0.00026800640896424007
Position 286: 0.00025725595261159607
Position 1911: 0.00023395955315822032
Position 235: 0.00023118735297386462
Position 4843: 0.00021110398123946265
Position 5189: 0.0002081775514220862
Position 3350: 0.00019436930032040058
Position 5645: 0.00018429589573215876
Position 3362: 0.00018098092960172458
Position 4682: 0.0001591178933961288
Position 259: 0.00014711004626852942
Position 261: 0.00012138207478588823
Position 3369: 0.00011652613260412203
Position 4688: 0.0001059906690807687
Position 2257: 9.364683945564099e-05
Position 1417: 9.068469586476932e-05
Position 5557: 8.462233922380275e-05
Position 4065: 7.054114026868575e-05
Position 4166: 6.983558607560696e-05
Position 4089: 5.910338706284266e-05
Position 5186: 4.595320644486087e-05
Position 5872: 4.1320459277759694e-05
