Gene = wls
index = 1935
Annotated 5SS: [1489]
Annotated 3SS: [2016]
SMsplice 5SS: [1489]
SMsplice 3SS: [2016]
top_k =  500
Partition function (log Z): -6.0966615988611

Sorted 5' Splice Sites (High to Low Probability):
Position 1489: 0.9861816379122986
Position 708: 0.3395978457920221
Position 1807: 0.21898969748155364
Position 1917: 0.14969664941878463
Position 2691: 0.08288921684524249
Position 1956: 0.07063042240732995
Position 1801: 0.013195645695426025
Position 417: 0.00724344655495827
Position 277: 0.006387643077404437
Position 2480: 0.005137999588218044
Position 540: 0.004185060214614219
Position 2504: 0.003495035332043524
Position 449: 0.0033001131647193258
Position 659: 0.0025812546385841927
Position 2382: 0.002479509786827335
Position 255: 0.002249497561923583
Position 1099: 0.0018290153727935927
Position 712: 0.0017227444014730198
Position 71: 0.0016622849510113573
Position 1749: 0.0015029183858865085
Position 1516: 0.0014089102626153897
Position 152: 0.001341525290344862
Position 529: 0.0010183693843589308
Position 453: 0.0008500811685893515
Position 728: 0.0007810526033579605
Position 281: 0.0007793515641456325
Position 1338: 0.0007623129555160066
Position 382: 0.0006543991160518607
Position 84: 0.0006109024984286523
Position 144: 0.0005740022405660599
Position 2213: 0.0004898069943597166
Position 1001: 0.0004828411344478593
Position 121: 0.00045739056960569433
Position 656: 0.0004226487221613125
Position 1637: 0.0002764165160346552
Position 231: 0.00023524440761983105
Position 402: 0.00018796785343263905
Position 371: 0.0001775909738981684
Position 672: 0.00017010603781118105
Position 257: 0.00016892269623721042
Position 2169: 0.00012201156453670607
Position 545: 0.00011134508359600214
Position 620: 0.00010323051719292928
Position 799: 9.339983382821133e-05
Position 836: 9.134091613228352e-05
Position 1890: 8.67766408588927e-05
Position 563: 7.172368628984415e-05
Position 64: 5.7385524134727164e-05
Position 459: 5.248682478226081e-05
Position 28: 5.248283865228546e-05
Position 1082: 5.1837387344733686e-05
Position 1416: 5.1369380316024925e-05
Position 1055: 3.963557822924196e-05
Position 481: 3.9428713136199875e-05
Position 208: 3.622327524456749e-05
Position 531: 3.1787328818693905e-05
Position 696: 2.985293115942877e-05
Position 260: 2.806961490918661e-05
Position 1356: 2.568921920287456e-05
Position 182: 2.3701007404588097e-05
Position 694: 1.995471169637379e-05
Position 933: 1.994077756929673e-05
Position 2429: 1.0768550163940276e-05
Position 1508: 1.0075064657405461e-05
Position 1627: 9.12228631658998e-06
Position 508: 6.6879815077689205e-06
Position 76: 4.240775167758742e-06
Position 119: 2.884610098544811e-06
Position 96: 1.9217717078944383e-06
Position 1839: 1.8063901967765697e-06
Position 1701: 1.3882104529447186e-06
Position 44: 7.394284250241561e-07
Position 12: 3.831223195772394e-07
Position 312: 2.8940008148987236e-07
Position 1728: 1.3400593457900204e-07
Position 361: 1.285840571047752e-07
Position 326: 7.974925682861699e-08
Position 2369: 5.500233543446951e-08
Position 596: 2.27695784997732e-08
Position 1068: 1.838943688129926e-08
Position 1256: 1.6993440947026715e-08
Position 2114: 1.4917277840411852e-08
Position 1210: 1.495071315154084e-09
Position 1159: 2.833443566050641e-10
Position 221: 8.607399209224264e-11
Position 306: 2.323361191453716e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2016: 0.8815244046577287
Position 1546: 0.23019954932204437
Position 936: 0.18255577444913965
Position 778: 0.13973230178389925
Position 1669: 0.13902570499189545
Position 1710: 0.10606755092551322
Position 2745: 0.07400031861789033
Position 2036: 0.04555266518821886
Position 836: 0.01624679763174732
Position 2067: 0.015162767833642803
Position 1178: 0.013892692802521395
Position 1852: 0.013178704763287441
Position 1719: 0.009663986793985287
Position 2584: 0.005690381737437613
Position 2854: 0.004192972915766348
Position 467: 0.003937124472549913
Position 2922: 0.0029190586331609945
Position 1849: 0.002525639598946931
Position 2878: 0.002255933069726855
Position 2603: 0.0022431156055876507
Position 1423: 0.0020602319221679536
Position 1977: 0.0019969802856877055
Position 515: 0.0019447089023668142
Position 1790: 0.0018060335741915399
Position 2427: 0.0016687827583324812
Position 867: 0.001635733042584538
Position 720: 0.0016109423746395433
Position 539: 0.0015428289444946286
Position 2978: 0.0015414059522788313
Position 1055: 0.0014776519914032548
Position 134: 0.0013656475263414492
Position 254: 0.0010957692859487143
Position 961: 0.0008716791027243354
Position 2593: 0.0007096572054655793
Position 518: 0.0006976331357949818
Position 2957: 0.0006661162737581012
Position 2827: 0.0005626922894347362
Position 1193: 0.0005452970308796465
Position 2504: 0.0004055376453803295
Position 2224: 0.00035457451232408775
Position 139: 0.0003359907653845357
Position 878: 0.0003119679617924822
Position 914: 0.0003006050389899099
Position 1289: 0.0002664539970126979
Position 2298: 0.00026471237821994783
Position 596: 0.00023008882427482852
Position 1767: 0.00015461404495136616
Position 2658: 0.0001428892255203287
Position 350: 0.00011070836869172287
Position 1415: 0.00010904445766975602
Position 632: 7.524636690526148e-05
Position 1377: 6.784933510347629e-05
Position 1337: 6.686371644176591e-05
Position 1466: 6.241867463988996e-05
Position 1113: 5.798172404293066e-05
Position 1001: 4.990175313360545e-05
Position 1279: 4.2268214061796855e-05
Position 1806: 3.845594295010756e-05
Position 2286: 3.697599498371397e-05
Position 1439: 3.595655718462653e-05
Position 2525: 3.209632533482229e-05
Position 2975: 3.008878809243782e-05
Position 896: 2.8425663171014804e-05
Position 2997: 2.748591213649e-05
Position 1099: 2.6854433247048335e-05
Position 574: 1.8284237924194445e-05
Position 179: 9.452944355494249e-06
Position 586: 8.551446817646005e-06
Position 387: 6.98700157674513e-06
Position 820: 6.374568372009305e-06
Position 84: 5.14505120329788e-06
Position 92: 4.703710661337515e-06
Position 218: 2.8117129033620854e-06
Position 402: 7.757014278077882e-07
Position 89: 7.567701133451233e-07
Position 361: 3.9134980971937996e-07
Position 200: 3.569408030652033e-07
Position 437: 4.805911896528038e-08
Position 335: 6.258049984384819e-10
Position 144: 4.2872346922269977e-10
Position 152: 1.6274642493555498e-10
Position 171: 6.768112923289847e-11
