Gene = RPA2
index = 1402
Annotated 5SS: [114 234 884]
Annotated 3SS: [171 296 972]
SMsplice 5SS: [234 884]
SMsplice 3SS: [296 972]
top_k =  500
Partition function (log Z): 1.007854700552019

Sorted 5' Splice Sites (High to Low Probability):
Position 884: 0.9989451135081472
Position 234: 0.5192701380026835
Position 114: 0.47418832098336927
Position 238: 0.2863305846209077
Position 510: 0.09569365659382827
Position 534: 0.026944842493716568
Position 1048: 0.016069703399683333
Position 516: 0.008291726024326807
Position 528: 0.006090638687361964
Position 242: 0.004731010318795621
Position 562: 0.0023317762643401277
Position 118: 0.0016793515071501202
Position 368: 0.0013039874822365599
Position 253: 0.0006711667954144718
Position 1062: 0.0004757724899032316
Position 551: 0.00028402623692806776
Position 281: 0.00025727585221933157
Position 615: 0.0002189673496927804
Position 384: 0.0001052918328174276
Position 1088: 0.00010007916044954298
Position 396: 9.87216601656435e-05
Position 52: 6.98749797955503e-05
Position 888: 6.828228800038405e-05
Position 679: 6.333469246073037e-05
Position 694: 5.801961195394201e-05
Position 19: 5.613677877014354e-05
Position 405: 5.5656187259134736e-05
Position 1060: 2.4579075658569744e-05
Position 315: 1.8050838085828897e-05
Position 353: 1.3111937232258316e-05
Position 258: 9.700616303607082e-06
Position 382: 9.50496034267946e-06
Position 35: 8.884773866563656e-06
Position 878: 6.535947756685673e-06
Position 891: 5.060633048993089e-06
Position 27: 4.271029306180681e-06
Position 312: 3.590667508547476e-06
Position 759: 3.050759410641407e-06
Position 127: 1.771832630503279e-06
Position 763: 5.477571254641082e-07
Position 789: 5.382680491911515e-07
Position 303: 1.211713815348126e-07
Position 636: 9.154298591884999e-08
Position 813: 3.4882416477124244e-08
Position 356: 2.176275487094442e-08
Position 327: 3.3266499641803617e-09
Position 171: 1.8403798679554085e-09
Position 165: 9.711731138470606e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 972: 0.9991723683794677
Position 296: 0.5169414237669354
Position 171: 0.4462202949838119
Position 655: 0.3755397296968765
Position 303: 0.03337904893318525
Position 587: 0.025213256404054397
Position 368: 0.011477391725336543
Position 1142: 0.01073226005156253
Position 1108: 0.0063087229093584584
Position 323: 0.005281411383224782
Position 746: 0.004352238522201877
Position 717: 0.002568890633717449
Position 614: 0.0019384511553229037
Position 726: 0.0014233736254473661
Position 339: 0.0008760935552982422
Position 396: 0.0008377605108094599
Position 161: 0.0006367063310915323
Position 320: 0.0003580003604631751
Position 425: 0.0003059026594219778
Position 177: 0.0002515884786387611
Position 671: 0.00022231397403894143
Position 1017: 0.00015126588108926352
Position 533: 0.00014125881996043466
Position 763: 0.0001137091408299352
Position 123: 2.9413212850462104e-05
Position 92: 2.1348087336027265e-05
Position 510: 2.094653114957507e-05
Position 558: 1.6815931451856737e-05
Position 210: 8.837158507610864e-06
Position 1028: 8.416990368550002e-06
Position 65: 5.563613264696569e-06
Position 130: 2.80715250354286e-06
Position 1000: 1.804358903504718e-06
Position 868: 1.5990681202089595e-06
Position 97: 7.875539547467813e-07
Position 118: 5.69523011469375e-07
Position 135: 2.2922795528291185e-07
Position 231: 1.2240709200178063e-07
Position 443: 6.602838822383348e-08
Position 227: 5.26273570960675e-08
Position 457: 2.88904347651916e-08
Position 145: 1.7972514270845825e-08
Position 451: 1.434223382644335e-08
Position 137: 1.3190344099686793e-08
Position 217: 7.1800795296127815e-09
Position 341: 6.017299313587561e-09
Position 234: 1.4160804468719465e-09
Position 258: 2.426580601019984e-11
Position 238: 8.250257979764354e-12
Position 253: 5.56441255532225e-13
Position 242: 2.564690519133753e-14
Position 246: 9.040062073672897e-17
