Gene = prc
index = 1849
Annotated 5SS: [  79 1026 1327 1497 1724 5083 5678 5868]
Annotated 3SS: [ 889 1267 1392 1558 1779 5136 5741 6237]
SMsplice 5SS: [ 824 1026 1327 1497 1724 5083 5678 5868]
SMsplice 3SS: [ 889 1267 1392 1558 1779 5136 5741 6237]
top_k =  500
Partition function (log Z): 6.229326650402794

Sorted 5' Splice Sites (High to Low Probability):
Position 1724: 0.99098398118494
Position 5678: 0.9862054831060165
Position 1497: 0.9295736677300095
Position 1327: 0.8906333448111481
Position 1026: 0.8800425865281237
Position 5868: 0.8781745400351006
Position 5083: 0.6399771728253728
Position 824: 0.5109135137249055
Position 79: 0.4871285976515823
Position 758: 0.09556650776423506
Position 1981: 0.08940260419609283
Position 322: 0.05814725301954045
Position 2134: 0.052117196109589536
Position 1930: 0.05099971509343747
Position 6172: 0.04137229786636707
Position 3905: 0.03476879440757948
Position 1493: 0.03429137076638996
Position 326: 0.02985610798420192
Position 1157: 0.020924499499382656
Position 6353: 0.015199660406578334
Position 5935: 0.014327149599119385
Position 797: 0.012313694491651254
Position 2287: 0.011723968565259825
Position 5843: 0.011698847791948103
Position 514: 0.011399536493532455
Position 781: 0.010374699308479281
Position 1501: 0.010088912923806937
Position 6357: 0.009577238349923736
Position 5872: 0.009429765003377692
Position 2440: 0.00849792705023222
Position 211: 0.00759325830487031
Position 1507: 0.007492797543292703
Position 3661: 0.007357358567700742
Position 609: 0.007161990232004415
Position 6350: 0.007161842467540099
Position 1721: 0.007161048485312272
Position 5884: 0.0070921775212539236
Position 4078: 0.007088090745345238
Position 150: 0.0068948948888414826
Position 2644: 0.006159884683351317
Position 239: 0.005750924209875347
Position 2236: 0.0050926082862574416
Position 2593: 0.004625787626628442
Position 298: 0.0042633136289456555
Position 538: 0.003813278226318465
Position 6184: 0.0036790840886035043
Position 6092: 0.0034361531484091872
Position 1431: 0.0033974300700391783
Position 338: 0.002629645514775551
Position 358: 0.002613725737803243
Position 185: 0.002569110661801054
Position 1867: 0.002474968298982897
Position 5797: 0.002329357766700796
Position 6826: 0.0022529565621432867
Position 638: 0.002201583720973196
Position 2950: 0.002107729705733298
Position 2034: 0.002061323442218057
Position 4087: 0.0020449744820516483
Position 397: 0.001955772161247595
Position 1041: 0.0016074630311814265
Position 1331: 0.001593328233290528
Position 1688: 0.0015675112571053858
Position 305: 0.001365040745656034
Position 94: 0.0013025062650498795
Position 456: 0.001285956670510844
Position 1075: 0.001285394238239815
Position 601: 0.0011770736906284085
Position 1338: 0.0010869703806380376
Position 519: 0.0009265398170267403
Position 1129: 0.0008653659755395973
Position 1077: 0.0008261460432181527
Position 571: 0.000797427125525681
Position 216: 0.0007936974730490447
Position 512: 0.0007867574985019135
Position 1334: 0.0007711581861071171
Position 1097: 0.0007313537897262369
Position 1107: 0.0007211621762438197
Position 527: 0.0006474109830961152
Position 1495: 0.0005216975636373086
Position 1102: 0.0005121278770640684
Position 6019: 0.0005103809893837786
Position 465: 0.00041464709107961935
Position 5361: 0.0003676118499415286
Position 6066: 0.00034735043543934746
Position 855: 0.00030561131340199566
Position 6612: 0.0003035076687396859
Position 5948: 0.00028491810344298264
Position 5945: 0.00018094178973770782
Position 83: 0.00014550530041520198
Position 5409: 0.00013789612556992805
Position 324: 0.0001222161894325996
Position 1030: 9.881720690576467e-05
Position 2797: 9.581006577779638e-05
Position 5847: 9.440328948738209e-05
Position 6579: 8.323227574130347e-05
Position 3103: 7.245409919279621e-05
Position 762: 6.67600600155847e-05
Position 256: 6.620554911205655e-05
Position 857: 6.58526023447676e-05
Position 6078: 5.65248030305181e-05
Position 1064: 5.1264796184923054e-05
Position 2071: 4.52518456556982e-05
Position 2172: 4.428271882354767e-05
Position 7059: 4.389987122821547e-05
Position 1120: 3.539009075401996e-05
Position 1728: 2.6175074339852768e-05
Position 1731: 2.3296515333108704e-05
Position 96: 2.159429603694469e-05
Position 340: 1.7250969314107217e-05
Position 2031: 1.1969548217252593e-05
Position 3427: 1.0172962276552247e-05
Position 3670: 8.814792243948711e-06
Position 3376: 8.178579494026878e-06
Position 5256: 8.064578849860105e-06
Position 1577: 5.82625773516351e-06
Position 889: 4.985530448388227e-06
Position 2187: 2.5952882146113873e-06
Position 5906: 2.078725429676056e-06
Position 1881: 5.318389963169109e-07
Position 1670: 2.8418434413385024e-07
Position 1846: 2.655855072276381e-07
Position 2697: 1.0530358791126034e-07
Position 1899: 9.578514275803249e-08
Position 15: 1.934808235653826e-08
Position 1619: 1.0453262851330372e-10
Position 18: 2.2797246365471447e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5741: 0.9970317791422412
Position 1558: 0.9871455056402799
Position 6237: 0.9669760894079239
Position 5136: 0.9575090886987807
Position 1392: 0.936895395577437
Position 1779: 0.8731172739940343
Position 889: 0.8183788030818825
Position 1267: 0.7865932812428118
Position 620: 0.3407401977703483
Position 3974: 0.036579930049153386
Position 4077: 0.03214409272701861
Position 1156: 0.03077264239614267
Position 751: 0.03005767835888413
Position 1300: 0.02815299498734136
Position 678: 0.018301665865060462
Position 7141: 0.0137934808414291
Position 4143: 0.01319382039267762
Position 485: 0.01147033404746656
Position 256: 0.011398456776390285
Position 684: 0.010558324465697148
Position 214: 0.007061253095891366
Position 937: 0.0068470529395770995
Position 6556: 0.006533382967320821
Position 1200: 0.005201911943419163
Position 6632: 0.005090233412870748
Position 1095: 0.004901179961986962
Position 1219: 0.0035141160618605708
Position 282: 0.0032636310696553534
Position 1132: 0.002950376840644458
Position 649: 0.0028572018816999446
Position 1224: 0.002850550813899969
Position 6433: 0.0022766344809546065
Position 1129: 0.0022399087438607097
Position 6267: 0.002146494854893513
Position 5927: 0.002068511519994857
Position 7062: 0.0019670170218239248
Position 5990: 0.001882803695469701
Position 568: 0.0018384954273805187
Position 6488: 0.0011249686681964106
Position 6003: 0.0010374420486214053
Position 512: 0.0010092030413872432
Position 1359: 0.0009232241789297109
Position 6475: 0.0008035940788708267
Position 7089: 0.0007640585589458054
Position 1651: 0.0007017529358804985
Position 6448: 0.000698458012895598
Position 6297: 0.0006925830127690632
Position 6868: 0.0006696130562614676
Position 402: 0.0006200385529517515
Position 6513: 0.0004873570099025353
Position 776: 0.0004758212898278415
Position 1994: 0.0004111417085147927
Position 2249: 0.00040456015462192154
Position 1235: 0.00038828487640849056
Position 1175: 0.0003609684152866468
Position 703: 0.00027323498790852454
Position 1161: 0.000271077072252505
Position 6706: 0.0002381000201012311
Position 1581: 0.00019919981505552776
Position 1284: 0.00017795432576402193
Position 143: 0.00016417627018168156
Position 1100: 0.00014998738445291468
Position 1753: 0.00014897783453336595
Position 1435: 0.00014761739443842732
Position 1398: 0.00011374266545542523
Position 6904: 0.00010777365126478873
Position 6427: 9.902572468099393e-05
Position 298: 9.706779056417159e-05
Position 351: 9.475710272819536e-05
Position 7059: 9.031088193814312e-05
Position 6057: 8.860875335845975e-05
Position 6756: 8.682619082249551e-05
Position 6691: 8.470986322129543e-05
Position 6694: 8.316451440433309e-05
Position 5810: 7.869059365030773e-05
Position 6871: 7.575081970816742e-05
Position 2235: 7.127349920370744e-05
Position 519: 6.891454474646378e-05
Position 6549: 6.168106324324102e-05
Position 595: 4.80389493155655e-05
Position 2045: 4.519346757445447e-05
Position 5843: 3.886114872091238e-05
Position 1097: 3.8779087312583435e-05
Position 1943: 3.8691375063104055e-05
Position 1603: 3.8151181283050564e-05
Position 1587: 3.613300591504457e-05
Position 5714: 3.564134962390313e-05
Position 6091: 3.5500003762919266e-05
Position 756: 3.5184700545010924e-05
Position 721: 3.453242022017372e-05
Position 1172: 3.1900342654084526e-05
Position 1655: 3.187459449291723e-05
Position 3389: 2.0167473937273184e-05
Position 150: 1.9291466320823056e-05
Position 816: 1.770667850661108e-05
Position 2300: 1.2183518452056062e-05
Position 781: 1.0273979860955166e-05
Position 129: 8.24397461217739e-06
Position 797: 8.131454361074327e-06
Position 584: 5.099310676000022e-06
Position 1709: 8.027623188119795e-07
Position 313: 4.987816215329489e-07
Position 1841: 3.451774903423038e-07
Position 216: 1.4865499682824093e-07
Position 1797: 8.793790246916196e-08
Position 155: 7.418010518743284e-08
Position 1819: 9.321405365551163e-09
Position 1806: 2.7273376087825296e-09
Position 322: 9.551367216401686e-10
Position 162: 4.741342102535732e-10
Position 61: 4.3203101261700487e-10
Position 70: 3.8641026117419056e-11
Position 90: 1.4644409292490857e-11
Position 107: 5.963531519635873e-12
Position 79: 2.0777708711890045e-12
Position 111: 5.69238231450653e-13
Position 118: 1.5993879363528802e-15
