Gene = swm
index = 1903
Annotated 5SS: [ 132  707 1248 3619 3839]
Annotated 3SS: [ 414  781 1305 3709 3908]
SMsplice 5SS: [ 707 1248 3619 3839]
SMsplice 3SS: [ 781 1308 3709 3908]
top_k =  500
Partition function (log Z): 4.852108163621118

Sorted 5' Splice Sites (High to Low Probability):
Position 1248: 0.9975352097293025
Position 707: 0.9956142868991064
Position 3619: 0.9873419405622134
Position 3839: 0.9802961842086874
Position 2485: 0.3171085558431454
Position 1563: 0.13495247169675142
Position 224: 0.12421787070030874
Position 2345: 0.12232427618980597
Position 132: 0.046436744868257995
Position 2341: 0.04369512243397886
Position 449: 0.03356853622432622
Position 1579: 0.029344855969076544
Position 216: 0.02361451021296019
Position 1745: 0.022764415436148697
Position 2129: 0.02203870781805805
Position 2069: 0.018828609134250374
Position 220: 0.018106201037923257
Position 498: 0.01766229551639419
Position 1439: 0.016797098903077737
Position 374: 0.012987772836058802
Position 2813: 0.011120143771992634
Position 264: 0.009820633054765257
Position 49: 0.009344061078941115
Position 1421: 0.007089654558185832
Position 1960: 0.006727989120383205
Position 3982: 0.006719093030864377
Position 4188: 0.004923265722547171
Position 439: 0.004728120416745859
Position 386: 0.004727652359062494
Position 2051: 0.0036118406390958763
Position 1451: 0.0033049583375321964
Position 4168: 0.0022773341023349424
Position 1749: 0.0018396575132648165
Position 1496: 0.0016156318897280325
Position 277: 0.0015580662201289527
Position 1261: 0.001398308369545999
Position 260: 0.0013836591013512555
Position 1925: 0.0013142125869697958
Position 1658: 0.001114632011292143
Position 258: 0.0010826771769902328
Position 2407: 0.0010772202143878573
Position 241: 0.0008989512125887754
Position 299: 0.0008818063284064095
Position 3744: 0.0007899149511023857
Position 4207: 0.0006999659545211012
Position 54: 0.0006785489660778193
Position 2134: 0.000623264398499675
Position 4150: 0.0005851027303836882
Position 4239: 0.0005621763314134823
Position 4186: 0.0005192691066482365
Position 1074: 0.0005157904439059784
Position 1412: 0.0004971182127311989
Position 4173: 0.0004398151476193512
Position 245: 0.00042884302279654437
Position 1068: 0.00041725810067474165
Position 1613: 0.0003259208419895485
Position 3968: 0.00032311006639438314
Position 1688: 0.0002967167390291462
Position 94: 0.0002872444512196127
Position 915: 0.00024089883615725438
Position 2858: 0.00023200009945174851
Position 3993: 0.0002160330634445433
Position 249: 0.00019679476606512607
Position 292: 0.00017176334755642154
Position 1139: 0.00011679232938506793
Position 1484: 0.00011600126117661166
Position 1035: 0.00010927154240028115
Position 3960: 0.0001063545617899444
Position 1402: 0.00010364043438248253
Position 893: 0.00010139317316140058
Position 1532: 0.0001002461837852083
Position 203: 8.496150131784883e-05
Position 960: 8.185918847668304e-05
Position 3927: 7.628696465429796e-05
Position 91: 6.790583466365657e-05
Position 262: 5.650047207687316e-05
Position 147: 4.7139035849703635e-05
Position 456: 3.910560724065586e-05
Position 22: 3.6515930302281586e-05
Position 711: 3.5136704994085676e-05
Position 1134: 2.082901323295229e-05
Position 3843: 2.003227570484306e-05
Position 113: 1.712929589613056e-05
Position 690: 1.5737633539434427e-05
Position 1110: 1.4087489310498008e-05
Position 4460: 1.364100045913453e-05
Position 75: 1.1911839266209472e-05
Position 1258: 1.1704326100316821e-05
Position 1557: 1.0731275237779025e-05
Position 910: 1.0343611952622748e-05
Position 268: 6.462670131964023e-06
Position 480: 5.330864197516788e-06
Position 243: 4.936895170471474e-06
Position 1252: 4.493690964197986e-06
Position 271: 4.301675207049806e-06
Position 991: 3.729843573861934e-06
Position 526: 3.4840917905686055e-06
Position 693: 2.915619460831714e-06
Position 524: 2.262196609402539e-06
Position 228: 2.0756097301905155e-06
Position 1706: 1.726995026952894e-06
Position 627: 1.5530772592373793e-06
Position 885: 1.4135502854441132e-06
Position 1514: 1.3653515890481986e-06
Position 235: 1.3630778775751064e-06
Position 138: 1.3001124905643419e-06
Position 1278: 9.484247632500113e-07
Position 151: 9.233082893188616e-07
Position 1801: 9.098755445735355e-07
Position 1283: 7.231781250552982e-07
Position 1366: 7.109122811772379e-07
Position 1424: 3.960208674669071e-07
Position 3989: 3.0171842110438524e-07
Position 3817: 1.2643714934314482e-07
Position 1218: 6.559733090040692e-08
Position 1338: 5.3135235484309416e-08
Position 136: 1.5351351782826608e-08
Position 1965: 1.223979406378747e-08
Position 153: 7.624980683594627e-09
Position 1014: 1.8845305096121347e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 781: 0.9959742566934768
Position 3709: 0.991742046560101
Position 3908: 0.9543318580170571
Position 1308: 0.7954754842466356
Position 2670: 0.2855769449959506
Position 1630: 0.1770623623650049
Position 414: 0.16602746964817988
Position 2559: 0.11615300035987079
Position 560: 0.1028285098532817
Position 1305: 0.09143264855865099
Position 1338: 0.07683474390730488
Position 1837: 0.04610634882842862
Position 2690: 0.03855019612741186
Position 2406: 0.028539916407531073
Position 2693: 0.02052195484025236
Position 4404: 0.019179975090118834
Position 2126: 0.01890012581839035
Position 2886: 0.01849486692575436
Position 565: 0.015261046665597014
Position 2283: 0.013170457561762548
Position 611: 0.012829560132460636
Position 4025: 0.011760530602750058
Position 1373: 0.00845865160557073
Position 2420: 0.006795139863915064
Position 4357: 0.006287499230752255
Position 2617: 0.004438841956024407
Position 3796: 0.003986733095694439
Position 614: 0.003104589483989555
Position 2535: 0.0029491173738268378
Position 3757: 0.0026647963407013713
Position 336: 0.002258539963734532
Position 2454: 0.002036613513239076
Position 4053: 0.0015998571016054165
Position 472: 0.0015967261720461138
Position 1126: 0.0015952342186785042
Position 2457: 0.0014887470705468868
Position 4324: 0.001434503947850971
Position 285: 0.001374249874128201
Position 984: 0.0013649331166844334
Position 333: 0.0010452940626757674
Position 2215: 0.001010143131951175
Position 3942: 0.0010086126175456959
Position 2572: 0.0009852535717681408
Position 4033: 0.0009816980433087084
Position 427: 0.000936284382825912
Position 3740: 0.0008679398401661337
Position 2633: 0.0008345569813064094
Position 646: 0.0008242583082154017
Position 4037: 0.0006551633965738575
Position 617: 0.0005152890575735963
Position 1342: 0.00038478297936130876
Position 124: 0.0003675351266994309
Position 302: 0.0003572176742102351
Position 180: 0.0003343131131175633
Position 1638: 0.0002302473431167261
Position 113: 0.00022533757794960868
Position 416: 0.00020591264269523778
Position 1014: 0.00020462636076289174
Position 1133: 0.00020274619885810426
Position 4589: 0.00019520408928674692
Position 4362: 0.00018336847108753505
Position 3882: 0.00014348318901085593
Position 4249: 0.00011259259851089146
Position 1104: 0.00010932022538860955
Position 1196: 9.322182489081008e-05
Position 292: 9.22319330820813e-05
Position 1321: 9.20238292878277e-05
