Gene = chic
index = 1646
Annotated 5SS: [  66 1607 4408]
Annotated 3SS: [1313 4235 7343]
SMsplice 5SS: [ 755 1607 4408]
SMsplice 3SS: [1313 4235 7343]
top_k =  500
Partition function (log Z): -2.938094421956498

Sorted 5' Splice Sites (High to Low Probability):
Position 4408: 0.9885871754779614
Position 1607: 0.8214392569301315
Position 755: 0.4499385873216178
Position 68: 0.24962014806617033
Position 460: 0.23438791923839183
Position 7553: 0.12741560171575067
Position 1079: 0.11883525931462935
Position 7220: 0.08178074965918199
Position 6345: 0.07356096691083833
Position 7579: 0.047259280885582386
Position 5861: 0.04515454110994425
Position 5820: 0.04420089182948311
Position 172: 0.03792094531009702
Position 8432: 0.0353266440378067
Position 284: 0.032175618925529004
Position 1419: 0.032019013617184636
Position 1200: 0.026713685411991744
Position 7435: 0.024702822503691834
Position 872: 0.022339573052861522
Position 7042: 0.021993753569972505
Position 5364: 0.01889765747626997
Position 3725: 0.013750130525572385
Position 5867: 0.013536788248040688
Position 1611: 0.010106893377846182
Position 4428: 0.009343669000813798
Position 7944: 0.00873077698493667
Position 77: 0.007780928641628567
Position 1320: 0.007154700852010542
Position 431: 0.007019134046899392
Position 993: 0.005971184237709859
Position 2471: 0.005788148202067548
Position 8481: 0.005434270950278377
Position 1266: 0.00513945722959094
Position 266: 0.0046144077045772456
Position 751: 0.004293505771996206
Position 8060: 0.004172267926000175
Position 8573: 0.00390777976874398
Position 6737: 0.0038659244851063325
Position 1059: 0.0034441478869354065
Position 974: 0.0034100242989877024
Position 288: 0.0033584826951399164
Position 8384: 0.0032649500152586806
Position 290: 0.0030015512018486848
Position 998: 0.002920232314911091
Position 7195: 0.002880642630431661
Position 1067: 0.00268679350590252
Position 292: 0.002381778596071637
Position 767: 0.002371085378128656
Position 296: 0.0021159413798287397
Position 1063: 0.001973496954795274
Position 8757: 0.001455783671585367
Position 236: 0.001416628091423065
Position 2898: 0.0014070844109118849
Position 1065: 0.0012468695257892657
Position 1402: 0.0011852509607781522
Position 1887: 0.0011396190797584274
Position 6582: 0.0011053990155798347
Position 436: 0.0010903936686605465
Position 1990: 0.001073903418676534
Position 1010: 0.0010654873540102497
Position 286: 0.0009734724413744725
Position 137: 0.0008795365057549655
Position 1540: 0.0007490092450195957
Position 5302: 0.0007066475137287106
Position 648: 0.0006322979267294914
Position 976: 0.000615811691149011
Position 379: 0.0005333333364476164
Position 386: 0.0005095589649988618
Position 66: 0.0004534979376313863
Position 3908: 0.00045038676709773347
Position 2906: 0.00038248403703205634
Position 2775: 0.0003443641435184115
Position 5775: 0.0003377927297771255
Position 134: 0.00029852666962172853
Position 1071: 0.00028805554342856393
Position 354: 0.0002619255886461666
Position 129: 0.0002517164262419528
Position 1647: 0.00024358220342152078
Position 304: 0.0002374566037499104
Position 3287: 0.00018064976485535414
Position 1720: 0.00014915871788994615
Position 542: 0.00014127573838417388
Position 81: 0.00012317108679287155
Position 1972: 0.00010100132115898255
Position 2339: 9.07985377415684e-05
Position 2489: 8.4280263700499e-05
Position 358: 7.818372847941256e-05
Position 486: 7.428170980830213e-05
Position 4538: 6.770518068668978e-05
Position 314: 6.433536333077513e-05
Position 4325: 5.593501952161811e-05
Position 1029: 5.438544145854662e-05
Position 1158: 5.4349311401176605e-05
Position 33: 5.190777610985263e-05
Position 204: 4.941409033027629e-05
Position 308: 4.2749194812785356e-05
Position 1004: 3.5039084847551004e-05
Position 978: 2.783796104941954e-05
Position 6014: 2.5452925984989647e-05
Position 519: 2.248411216981247e-05
Position 4442: 2.0460060212922285e-05
Position 339: 1.7662982052408572e-05
Position 5250: 1.7605284195644023e-05
Position 4356: 1.70242693315096e-05
Position 5871: 1.6132504098710586e-05
Position 4733: 1.4778991007665476e-05
Position 57: 1.2993546155970708e-05
Position 330: 1.2877135329877215e-05
Position 687: 8.178753072193536e-06
Position 270: 7.936004674604233e-06
Position 897: 7.888276762474347e-06
Position 14: 6.025757962727773e-06
Position 59: 5.728278208471288e-06
Position 4869: 5.018215214374376e-06
Position 4867: 5.0109216357352834e-06
Position 4901: 4.188734671302995e-06
Position 276: 3.036784918066527e-06
Position 759: 1.9997736288162958e-06
Position 5094: 1.6903656105807333e-06
Position 72: 1.6390842669896578e-06
Position 614: 1.2320697104960744e-06
Position 876: 1.2151594849869448e-06
Position 96: 1.180559647069868e-06
Position 259: 1.0299788758971352e-06
Position 181: 7.917437048304099e-07
Position 294: 6.605133291616218e-07
Position 4785: 4.4050261348703035e-07
Position 4651: 2.935792043994267e-07
Position 904: 2.116535862236899e-08
Position 8: 4.126708976223299e-09
Position 26: 3.934456427527024e-09
Position 316: 3.351101599040748e-09
Position 306: 1.7677213918340765e-09
Position 6: 6.911540351001393e-10
Position 4476: 4.687389818733481e-10
Position 4524: 1.6655073566475365e-11
Position 197: 4.816548278461405e-12
Position 402: 2.88643352655594e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4235: 0.9977150285126632
Position 7343: 0.9505770208342823
Position 1313: 0.7702075273832059
Position 519: 0.24707714459580676
Position 5554: 0.10129525067976876
Position 8121: 0.07619793900648782
Position 8655: 0.06125291570096089
Position 6395: 0.04618964798053382
Position 7654: 0.034844435352487095
Position 6652: 0.032201228953902934
Position 7657: 0.03141468904025098
Position 5229: 0.02687142548531041
Position 6991: 0.024914076091107688
Position 621: 0.02416620452535802
Position 8469: 0.022466995835927945
Position 1540: 0.017320106960659838
Position 7836: 0.015063074325457329
Position 8000: 0.014930437989297059
Position 5421: 0.01469667477825919
Position 8672: 0.013849241521776771
Position 1491: 0.011435170007303137
Position 5691: 0.011195290905914052
Position 963: 0.010883022645386055
Position 568: 0.010121201764584429
Position 5069: 0.009978241577810701
Position 4732: 0.009640956646263625
Position 5954: 0.008506950362337127
Position 117: 0.008250415656847289
Position 3562: 0.008117834474514469
Position 8594: 0.007483343675675243
Position 4959: 0.007427551629118449
Position 6589: 0.006987423548039226
Position 8722: 0.005253032174357033
Position 1141: 0.004840623095750568
Position 1444: 0.004726603182370694
Position 2774: 0.004508780274738768
Position 5406: 0.00434670353056846
Position 6044: 0.003737163970430636
Position 4883: 0.003621924238540917
Position 527: 0.0035345177759618517
Position 5885: 0.0033891274478140723
Position 8871: 0.0032115893919354497
Position 8544: 0.00245714353711761
Position 8176: 0.0024148763906805333
Position 802: 0.0022344832573225983
Position 1459: 0.0021174731846438965
Position 5399: 0.0018746761000508522
Position 3123: 0.0017025756992445084
Position 5147: 0.0016720180651025704
Position 7801: 0.0015791676991983587
Position 4629: 0.001334841450814782
Position 1813: 0.0012729408485227627
Position 7610: 0.0012651599049188483
Position 1663: 0.0012116306978275453
Position 2194: 0.0009585709260821741
Position 3547: 0.0009294638636854293
Position 679: 0.0009189702620074644
Position 6852: 0.0008813990994639402
Position 745: 0.000810145006728408
Position 6147: 0.0007910378420307359
Position 4198: 0.000716120469571487
Position 5045: 0.000665844175928068
Position 4651: 0.0006585986086494961
Position 1828: 0.0006431189251866476
Position 4797: 0.0006206242420392317
Position 4776: 0.0005419784227455856
Position 1212: 0.000513745298265435
Position 407: 0.00047002683091837264
Position 3574: 0.00046269016158340993
