Gene = DIP-theta
index = 1124
Annotated 5SS: [  166  6951 13105 16706 18043 18274 21827 22905 23907 25633 26191 26524]
Annotated 3SS: [ 6379 13029 16607 17896 18211 21667 22775 23771 25482 26103 26247 31442]
SMsplice 5SS: [  170  6951 16706 17193 17834 18043 18274 21827 22905 23907 25633 26191
 26524]
SMsplice 3SS: [ 6379 16607 17103 17247 17896 18211 21172 22775 22960 25482 26103 26247
 31442]
top_k =  500
Partition function (log Z): 9.072947379861207

Sorted 5' Splice Sites (High to Low Probability):
Position 23907: 0.9895721081381255
Position 16706: 0.9762824168145624
Position 22905: 0.9488875141710277
Position 21827: 0.944239472736236
Position 26191: 0.9386086151484826
Position 17834: 0.9353608605722803
Position 6951: 0.8762416173882294
Position 18274: 0.8501601726112393
Position 18043: 0.8295089474982825
Position 26524: 0.7906372665680992
Position 25633: 0.7562525536295853
Position 17193: 0.654181239771361
Position 170: 0.5513931010864962
Position 19460: 0.4742752616519619
Position 17354: 0.446772634549383
Position 16503: 0.4346689271961082
Position 18717: 0.40249487834081427
Position 166: 0.3677567961988192
Position 13105: 0.14805098473676104
Position 23355: 0.1459189709614895
Position 23453: 0.13825734052720623
Position 6223: 0.13034880566626453
Position 17505: 0.11779681284451031
Position 17397: 0.09717951125124057
Position 18557: 0.07517379519000479
Position 20034: 0.07373348243390365
Position 527: 0.06449883415753385
Position 19096: 0.059717300202508566
Position 19386: 0.049050953367529314
Position 4018: 0.04499897224822166
Position 18106: 0.04131191389581602
Position 26196: 0.03809773261818209
Position 21019: 0.029777477021790767
Position 6219: 0.026595318433274538
Position 25891: 0.023596999123852415
Position 22683: 0.019321946953177863
Position 17579: 0.01859252718969252
Position 27563: 0.018274492910640067
Position 25948: 0.01644551686498989
Position 23419: 0.013271615020099345
Position 15169: 0.013204894468273292
Position 19380: 0.012812180599794802
Position 25856: 0.01239716617081882
Position 18548: 0.011850191312939351
Position 26940: 0.010437311471858397
Position 17024: 0.009943784654963764
Position 18048: 0.007932378790518694
Position 18299: 0.0073960329020992905
Position 472: 0.00693158465036388
Position 893: 0.0065931941831408845
Position 31673: 0.0060831119250649565
Position 16652: 0.006021813450561347
Position 252: 0.00591089422586678
Position 7417: 0.0058439206491683595
Position 1489: 0.005187034749638522
Position 26634: 0.0051678535201119076
Position 26905: 0.004883057468543939
Position 19642: 0.004876862162170537
Position 25973: 0.004107509288787531
Position 781: 0.0038783122613537907
Position 18294: 0.0031646264109372385
Position 311: 0.0030438436718939607
Position 7543: 0.002927709662747867
Position 27826: 0.00290686492230884
Position 25938: 0.0027464113136724537
Position 2364: 0.0026407224339067433
Position 7491: 0.002628117428943308
Position 27170: 0.0025713747950377335
Position 25823: 0.002522803050275666
Position 2050: 0.002371342913776301
Position 18020: 0.0022997495443574144
Position 17060: 0.0022782507956215464
Position 29464: 0.002246247517708676
Position 17616: 0.002096895407311643
Position 25874: 0.00185976501115059
Position 18015: 0.0018416806218056103
Position 18103: 0.0017856662073876181
Position 17737: 0.0017080534081932777
Position 16675: 0.0013799150904674066
Position 18964: 0.001032665427393007
Position 18212: 0.0010119908780114335
Position 3666: 0.0009862615979276655
Position 26180: 0.0009833761749656366
Position 18028: 0.0006254876607243634
Position 18009: 0.0006169701090366805
Position 28937: 0.0005208986112752642
Position 18093: 0.0003338410995087347
Position 17344: 0.0003138278513056556
Position 3639: 0.00030231506549434074
Position 16974: 0.0002552810101495394
Position 11571: 0.0002459476645482799
Position 25649: 0.00021888127460027945
Position 17812: 0.00019953099096555002
Position 17487: 0.00013813441262985887
Position 10618: 0.00012698858822463336
Position 17099: 0.00012374373670529664
Position 209: 0.0001054581312464975
Position 18892: 9.443342105852787e-05
Position 16888: 9.26740161614307e-05
Position 1257: 7.486071630581787e-05
Position 17104: 6.41040527917283e-05
Position 18352: 6.371117436496431e-05
Position 26975: 5.0569265109057276e-05
Position 17337: 4.7335825571213944e-05
Position 862: 4.59975485618046e-05
Position 22874: 4.508305349616297e-05
Position 797: 4.455612869993496e-05
Position 3063: 4.233650555369351e-05
Position 23116: 4.136176580259513e-05
Position 17319: 3.948324819084846e-05
Position 524: 3.804468994488688e-05
Position 3454: 2.8285983207479663e-05
