Gene = gkt
index = 1716
Annotated 5SS: [ 199  800 1250 1903]
Annotated 3SS: [ 252  859 1304 1962]
SMsplice 5SS: [ 199  800 1250 1903]
SMsplice 3SS: [ 252  859 1304 1962]
top_k =  500
Partition function (log Z): 9.248844350463811

Sorted 5' Splice Sites (High to Low Probability):
Position 800: 0.9952285410778514
Position 199: 0.9942825635152335
Position 1903: 0.9420211209835014
Position 1250: 0.8692645881879292
Position 1231: 0.09853616884031251
Position 2267: 0.048456072698316366
Position 2328: 0.0362036186369893
Position 2090: 0.032064998531905226
Position 933: 0.005814704276481359
Position 1912: 0.00554218349569147
Position 804: 0.004455953711978319
Position 1776: 0.003801032111978766
Position 203: 0.0032016210107869134
Position 1907: 0.0023959588547952456
Position 2182: 0.001832032893874244
Position 2153: 0.0013669621819711224
Position 417: 0.001089986277464136
Position 1988: 0.0008560763043107612
Position 1023: 0.0008165320961490393
Position 1240: 0.0007735031770184624
Position 2172: 0.0007263975676177589
Position 1184: 0.0006725634445934367
Position 1046: 0.0006180787334734044
Position 1764: 0.0004767653939763474
Position 1141: 0.000436981342440233
Position 1172: 0.00036266002427201354
Position 1770: 0.0002849871212752098
Position 41: 0.00025993237712511146
Position 1900: 0.0002274754624370031
Position 1179: 0.00021088558230435983
Position 2341: 0.00019555746817636393
Position 2106: 0.00015127765801466975
Position 576: 0.00013125939416466984
Position 1026: 0.00011471918677136034
Position 1623: 0.00011137396209437213
Position 2140: 9.082007918780951e-05
Position 1474: 7.492698962812384e-05
Position 1879: 6.736014144830896e-05
Position 1588: 6.591722641479742e-05
Position 920: 5.425626772105909e-05
Position 965: 5.316818644561644e-05
Position 1531: 5.190368992027001e-05
Position 43: 3.9113386112389365e-05
Position 2032: 3.812780980130748e-05
Position 2357: 3.318937660536926e-05
Position 1351: 2.852832328823063e-05
Position 2013: 2.7300653841466154e-05
Position 1997: 2.7028648219865727e-05
Position 482: 2.4562096488975948e-05
Position 948: 2.1719097075954927e-05
Position 1113: 1.7356725228595095e-05
Position 1768: 1.515287931512155e-05
Position 1266: 1.402674039528995e-05
Position 753: 1.3865627879614432e-05
Position 992: 9.214961915923838e-06
Position 90: 9.123644516746128e-06
Position 632: 9.026714741231413e-06
Position 573: 8.913786216690155e-06
Position 1501: 8.52809849035774e-06
Position 2350: 8.473545369659452e-06
Position 455: 8.226664146386218e-06
Position 1271: 7.102552961814535e-06
Position 1780: 4.674852894047349e-06
