Gene = Chro
index = 1070
Annotated 5SS: [ 351 1048 1535 2528 3861]
Annotated 3SS: [ 965 1108 1595 2593 4284]
SMsplice 5SS: [1048 1535 2528 3861]
SMsplice 3SS: [1108 1595 2593 4284]
top_k =  500
Partition function (log Z): 4.110687896517553

Sorted 5' Splice Sites (High to Low Probability):
Position 1048: 0.9995685039337364
Position 3861: 0.9919928367384226
Position 1535: 0.9563307873403438
Position 2528: 0.8007269993572201
Position 351: 0.32740357686207333
Position 1840: 0.2554428500282413
Position 1815: 0.24941110739902148
Position 4098: 0.14317878005732237
Position 243: 0.13399258810547923
Position 3479: 0.11897762561880197
Position 4851: 0.11800248636615453
Position 282: 0.11536138903129936
Position 834: 0.11224320878679425
Position 498: 0.0962301742220668
Position 3449: 0.0685227821921975
Position 2054: 0.04987531583215778
Position 4118: 0.04956215985591854
Position 75: 0.0477949824749403
Position 704: 0.047104150320869634
Position 4184: 0.03702136785203495
Position 859: 0.03536014213948329
Position 4458: 0.02771357066211021
Position 3550: 0.02602925845046852
Position 448: 0.024839486071836586
Position 4742: 0.023764000670819796
Position 3722: 0.018967528796360607
Position 4379: 0.018400473526826836
Position 470: 0.016058274872373605
Position 2116: 0.015539820929328983
Position 1608: 0.014765153824818819
Position 2266: 0.008890904215592946
Position 1348: 0.007988460319307453
Position 2250: 0.006997923431651523
Position 634: 0.00607511101202582
Position 111: 0.005139243019864232
Position 2888: 0.004353871581625425
Position 3002: 0.004251834643762118
Position 2906: 0.004128880346846676
Position 156: 0.0041170464243254715
Position 2858: 0.004104709016609265
Position 4102: 0.003881358527483776
Position 828: 0.0036757198390516116
Position 5017: 0.0033380332068087487
Position 1844: 0.002786213870083942
Position 4389: 0.0025553567657593235
Position 303: 0.002502532944324937
Position 3957: 0.00227372420737372
Position 1835: 0.002255654413198757
Position 1519: 0.001882882276055826
Position 1877: 0.0018177192302835793
Position 2420: 0.0017238933925081896
Position 2451: 0.0015762242125812625
Position 607: 0.0012416440595550437
Position 286: 0.0011542160217529746
Position 1828: 0.001092161167451622
Position 253: 0.0008176491830204867
Position 875: 0.0008022183284635898
Position 590: 0.0007288991609448837
Position 3833: 0.0007159139274661697
Position 5152: 0.000705061136591813
Position 227: 0.0005680523551683378
Position 811: 0.0005013371246493137
Position 1447: 0.00044946342916100696
Position 4396: 0.0004418472146999829
Position 2008: 0.0004084402609043257
Position 235: 0.0003910111800388272
Position 320: 0.0003761394092098245
Position 1468: 0.00034551724787699014
Position 761: 0.00031586979347863
Position 1621: 0.00031195685868592895
Position 2423: 0.0002820019721868201
Position 267: 0.00027923133402840147
Position 543: 0.0002741462647778925
Position 677: 0.00026334974305187867
Position 3934: 0.00025790967386609136
Position 2328: 0.00023801968999583007
Position 265: 0.00023735194388742968
Position 4993: 0.00022124088469741194
Position 355: 0.00019595712887713246
Position 79: 0.00016618732272808974
Position 1465: 0.00012103155382813437
Position 648: 0.00011877993427888557
Position 3836: 8.584437207867177e-05
Position 1326: 8.116847197015047e-05
Position 1569: 5.2590374913031396e-05
Position 1052: 5.13771648675021e-05
Position 1674: 4.875042949090321e-05
Position 341: 4.751211054656208e-05
Position 1896: 4.6033922536753544e-05
Position 2642: 4.215768441778972e-05
Position 1712: 3.337176528852415e-05
Position 1144: 3.272105039886354e-05
Position 4045: 3.269141346100804e-05
Position 14: 3.117064441260685e-05
Position 1335: 2.864724120244523e-05
Position 365: 2.7370118073404834e-05
Position 1366: 2.564647635866492e-05
Position 576: 2.5370940271209606e-05
Position 2120: 2.3453581072172157e-05
Position 363: 2.1581861640837543e-05
Position 1404: 2.1503725761528855e-05
Position 601: 2.085690874810102e-05
Position 1384: 1.7595409508301404e-05
Position 4138: 1.7256118875354952e-05
Position 1918: 1.1167031816570793e-05
Position 1377: 5.44899396746513e-06
Position 437: 5.0349594527771484e-06
Position 1560: 4.312646239556768e-06
Position 3985: 3.4760774711696846e-06
Position 4402: 3.065960798512256e-06
Position 1185: 2.730691014629211e-06
Position 638: 2.122995995554323e-06
Position 1778: 2.1055146689834555e-06
Position 1314: 1.2772486504425505e-06
Position 1068: 3.4623229460007595e-07
Position 1962: 1.8867432601848094e-07
Position 196: 1.7424918417886633e-07
Position 353: 1.3103776322654134e-07
Position 619: 2.7859774839560532e-08
Position 1177: 7.214529304849261e-09
Position 396: 5.448783153851789e-09
Position 1663: 3.060278402270302e-09
Position 992: 2.49307727510743e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1108: 0.9988341066728842
Position 2593: 0.947357796340399
Position 1595: 0.9268935624011102
Position 4284: 0.7991636883414078
Position 1915: 0.42613189773097443
Position 758: 0.40100955594581167
Position 965: 0.2188668694164105
Position 565: 0.2051703484188308
Position 3523: 0.18124468186618878
Position 4170: 0.141615863275533
Position 4009: 0.13128205373567223
Position 4914: 0.10580343335861539
Position 3932: 0.09358360583370587
Position 404: 0.05268955748477579
Position 3605: 0.03987717572727202
Position 3956: 0.03891357086266568
Position 4518: 0.028382877342845544
Position 5079: 0.025607432505962417
Position 131: 0.024305627687123684
Position 3773: 0.022210109076325056
Position 1694: 0.019981601317687978
Position 926: 0.01807908387570863
Position 4316: 0.014815711429127021
Position 2326: 0.01326993063459345
Position 711: 0.012838976328843087
Position 898: 0.012388506902468729
Position 1639: 0.01092731310619384
Position 2194: 0.010621236631803905
Position 4795: 0.010373206645353836
Position 4736: 0.010346925630803415
Position 677: 0.009371559413494308
Position 3560: 0.008798655120334434
Position 596: 0.008041620066399335
Position 4445: 0.0071765086385295026
Position 2116: 0.006663478568007003
Position 4494: 0.0059654345007268605
Position 5030: 0.004863280211543157
Position 2923: 0.0045024381998870905
Position 939: 0.004401586961930713
Position 201: 0.003983982641715529
Position 2599: 0.0034027465404074687
Position 350: 0.002858460028490046
Position 5083: 0.00275953074515087
Position 4808: 0.0027255253235067643
Position 1953: 0.00221461120974237
Position 3698: 0.002039321343575663
Position 136: 0.001958545346664426
Position 225: 0.0019568479281975486
Position 2053: 0.0018759329410529791
Position 801: 0.0016669615993212916
Position 141: 0.0016414226157385862
Position 437: 0.0010508540372435357
Position 733: 0.0007530590376343266
Position 4918: 0.0007137700035164693
Position 1437: 0.0007105150005868408
Position 5214: 0.0007050611365918125
Position 915: 0.0006190478527993848
Position 634: 0.0005855570393696187
Position 371: 0.0005722802058993444
Position 1612: 0.0004751623071035797
Position 165: 0.00045274001627313007
Position 1625: 0.00040106560982589246
Position 3960: 0.0003084803820664764
Position 5055: 0.00026409611288803677
Position 528: 0.00025041147624478636
Position 1116: 0.0002474608010073351
Position 320: 0.00019979056970144562
Position 1499: 0.00018347664069162062
Position 1404: 0.00016800344818147358
Position 120: 0.00015500852158396947
Position 5155: 0.00014512890818228842
Position 541: 0.00014022472585874167
Position 144: 0.0001260293880231427
Position 2557: 0.00010792325167088945
Position 1001: 9.234339659462866e-05
Position 3977: 5.7209613498757195e-05
Position 1987: 5.296620734315137e-05
Position 1461: 4.6785127722093176e-05
Position 576: 4.655428009651894e-05
Position 363: 3.6013596165528194e-05
Position 1646: 3.550911417359373e-05
Position 1663: 3.3104607080484746e-05
Position 1876: 1.999842120493455e-05
Position 685: 1.565798015590149e-05
Position 2031: 1.446865677429975e-05
Position 1191: 1.3318890927792775e-05
Position 619: 1.2746240588714815e-05
Position 1740: 1.2024564781808332e-05
Position 2174: 1.1659452962228467e-05
Position 447: 1.1363276851262646e-05
Position 1254: 8.650348846487523e-06
Position 1357: 8.606565077674648e-06
Position 1236: 7.906189442943739e-06
Position 2113: 7.903150602370908e-06
Position 1656: 7.760638895220938e-06
Position 1532: 6.341146982574886e-06
Position 155: 5.330357332820015e-06
Position 75: 3.8893849919070646e-06
Position 1669: 3.216458084326288e-06
Position 1322: 2.7211224816069967e-06
Position 1293: 2.6843596642599124e-06
Position 373: 2.532682969509754e-06
Position 1395: 2.095398794788544e-06
Position 1285: 1.8352612632254812e-06
Position 1927: 1.6377762704696894e-06
Position 1308: 9.96061634442334e-07
Position 1957: 8.627680233636951e-07
Position 96: 5.003370638912407e-07
Position 227: 2.232959503420582e-07
Position 79: 8.600186533029898e-08
Position 250: 7.973162793193029e-08
Position 253: 5.477605039610214e-08
Position 286: 4.159291817559074e-08
Position 86: 9.36170592557623e-10
Position 111: 8.505571116485501e-10
