Gene = melt
index = 1787
Annotated 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
Annotated 3SS: [4656 4869 5183 6041 6848 7192 7427 7620 7961]
SMsplice 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
SMsplice 3SS: [4656 4869 5183 6041 6848 7210 7427 7620 7961]
top_k =  500
Partition function (log Z): 30.8265682738609

Sorted 5' Splice Sites (High to Low Probability):
Position 5122: 0.9992919136968964
Position 7087: 0.996873166920749
Position 7903: 0.9967909770840434
Position 5986: 0.996732420880962
Position 7557: 0.9928705562192022
Position 7363: 0.9835700345526693
Position 6791: 0.9688593500561724
Position 4812: 0.9588440413941665
Position 712: 0.944520521227847
Position 2462: 0.11479763987226357
Position 2556: 0.10228649263894575
Position 2248: 0.05534073087808119
Position 1502: 0.0481135159893439
Position 2064: 0.0399701527443995
Position 4809: 0.03669862516991713
Position 6760: 0.026983823234579887
Position 6632: 0.018998497716183897
Position 71: 0.01803826593737439
Position 75: 0.014174089768684773
Position 6545: 0.013615049593955006
Position 2697: 0.013252649683943256
Position 3996: 0.010647577624350583
Position 5333: 0.009974574273839491
Position 927: 0.007490707553531024
Position 1516: 0.006825971921976893
Position 6604: 0.0066336615932905746
Position 7351: 0.006257233094114718
Position 7551: 0.005788686149045162
Position 6495: 0.005729755843286952
Position 996: 0.005574184411732078
Position 1269: 0.005090647352577092
Position 1263: 0.004624470154439906
Position 8254: 0.0037949627587787723
Position 93: 0.002800690603629729
Position 7969: 0.0026796640778109235
Position 1009: 0.00263649662168804
Position 1553: 0.002635313036890231
Position 205: 0.00227471753799438
Position 7907: 0.0020413814890572033
Position 6593: 0.0018552040014536805
Position 5400: 0.0016339220261100457
Position 115: 0.0015231066565796307
Position 5393: 0.0014861973150630287
Position 5337: 0.0014186361081603882
Position 113: 0.0014049367503254663
Position 4816: 0.00138397202205277
Position 8007: 0.0013009222516918602
Position 5391: 0.001205101470075679
Position 7537: 0.0010827961846932186
Position 5523: 0.0009123567045648506
Position 8001: 0.0008740276656190723
Position 6206: 0.0008660908586633144
Position 5415: 0.0008170549706879279
Position 117: 0.0007972369104182683
Position 5254: 0.0007488500501070514
Position 5368: 0.0007189488399968859
Position 8105: 0.0006657008311361205
Position 1198: 0.0006535555576913394
Position 6855: 0.0005304754131924791
Position 362: 0.0005094824047827668
Position 1557: 0.0004916001292352669
Position 8130: 0.00037017340929580673
Position 5456: 0.00034158179932782825
Position 1579: 0.00033839050625561105
Position 8485: 0.00031354229484343026
Position 2017: 0.00025723135997810236
Position 7728: 0.00023499208674375883
Position 6277: 0.00019116359001026113
Position 7044: 0.00018723846577235284
Position 1971: 0.0001827491780388956
