Gene = FASN3
index = 1160
Annotated 5SS: [ 247 2628 4498 4979 6319 6996 7516 7927 9085]
Annotated 3SS: [2109 2679 4554 5040 6382 7240 7576 7988 9144]
SMsplice 5SS: [ 247 2628 4498 4979 6319 7516 7927 8081 9085]
SMsplice 3SS: [2109 2679 4554 5040 6382 7576 7988 8167 9144]
top_k =  500
Partition function (log Z): 6.410082231556112

Sorted 5' Splice Sites (High to Low Probability):
Position 4979: 0.9959929839219334
Position 4498: 0.9926235021252978
Position 6319: 0.9920399506330552
Position 2628: 0.9854268650711504
Position 7927: 0.9407033020245441
Position 247: 0.8835190807403814
Position 9085: 0.8236195623228708
Position 7516: 0.8204932859082965
Position 8081: 0.771367256451636
Position 3189: 0.4689458187532191
Position 8363: 0.194535494469771
Position 5666: 0.15393924843733825
Position 664: 0.12246330484117507
Position 7718: 0.1036599398152714
Position 6849: 0.09086533191111959
Position 8795: 0.09016932559122061
Position 5237: 0.06854294180954008
Position 2871: 0.06472128332587523
Position 6996: 0.050199340108379974
Position 8092: 0.04233148677276468
Position 8600: 0.03680975768061374
Position 4722: 0.036361858190158705
Position 8561: 0.032149283510756355
Position 172: 0.02688732070081531
Position 6809: 0.02638561486757062
Position 5653: 0.025509025372172246
Position 3158: 0.02469621745447857
Position 9514: 0.02420693945455341
Position 543: 0.02130104383896963
Position 5126: 0.019085466425568857
Position 3839: 0.018811390716669138
Position 8651: 0.014116380866039094
Position 507: 0.014104737087399753
Position 5789: 0.013310441385770543
Position 3843: 0.013265819762685887
Position 3034: 0.013227329932244914
Position 1367: 0.012696432340258912
Position 1771: 0.0120525138809964
Position 4687: 0.011874427272645423
Position 6929: 0.0118228489177051
Position 5643: 0.01177180510908617
Position 3507: 0.011650328877564915
Position 5898: 0.010736556721873932
Position 3484: 0.009655434870858367
Position 2395: 0.00914377487967505
Position 1765: 0.009002510565915627
Position 2426: 0.00832021206847759
Position 1816: 0.008265870481011486
Position 161: 0.007940282153763186
Position 1934: 0.007584375662527072
Position 4675: 0.00712415896736519
Position 1322: 0.006880402723016464
Position 7109: 0.006701775011636139
Position 1761: 0.006357700001215238
Position 9535: 0.006171802707771017
Position 5939: 0.005587691314623302
Position 8342: 0.005457606370073644
Position 9682: 0.004239162274501286
Position 2955: 0.004185512300347662
Position 5427: 0.003960700112148221
Position 2477: 0.0038713372802479116
Position 9670: 0.0036881504448750286
Position 5647: 0.003431755105763655
Position 1071: 0.0031676127431501996
Position 5919: 0.003115291365775997
Position 5726: 0.0030921239997890267
