Gene = ringer
index = 1857
Annotated 5SS: [ 130 3795]
Annotated 3SS: [3391 4060]
SMsplice 5SS: [ 844 1373 1648 3795]
SMsplice 3SS: [ 988 1426 3391 4060]
top_k =  500
Partition function (log Z): 1.0820149581787852

Sorted 5' Splice Sites (High to Low Probability):
Position 3795: 0.8820668942605775
Position 844: 0.8376649332483914
Position 1373: 0.7899570933289924
Position 4249: 0.43659064947029896
Position 1648: 0.42149698276098496
Position 130: 0.2782854376549657
Position 3003: 0.2688251919377259
Position 3501: 0.16800636223526133
Position 3124: 0.12937480936763832
Position 1530: 0.12218235512596405
Position 2511: 0.11970510560954145
Position 4199: 0.11704320937173092
Position 2338: 0.09456821885368592
Position 705: 0.02855548486598125
Position 691: 0.026522467977582745
Position 1211: 0.02319341515622475
Position 3136: 0.02098787847625219
Position 2942: 0.01859881911059074
Position 3287: 0.017220008529113914
Position 2760: 0.014493011459209004
Position 46: 0.013922852058052002
Position 4480: 0.012700437650657488
Position 3104: 0.011986016697026664
Position 2515: 0.009833798578045661
Position 1578: 0.008195482721405608
Position 2592: 0.008107658600424172
Position 2548: 0.007866135804544072
Position 2616: 0.007806600245990969
Position 848: 0.006010707937950944
Position 3179: 0.005062711872016317
Position 2113: 0.0047674993721116025
Position 3785: 0.004493741891322324
Position 3799: 0.0036769176766583396
Position 525: 0.0030504454328834844
Position 3140: 0.003050444047663748
Position 2586: 0.002936919164418194
Position 3780: 0.00276437514634598
Position 1123: 0.0018351367317369866
Position 2432: 0.0017101705299327774
Position 3729: 0.001625016336764584
Position 1377: 0.0013643567682983257
Position 723: 0.0012141014201567742
Position 2050: 0.001147797580442505
Position 398: 0.0011457584087073505
Position 1533: 0.001132026236148873
Position 522: 0.0011159822594337706
Position 1870: 0.0009139416647676934
Position 3948: 0.0007265635263415199
Position 265: 0.0006993272783749762
Position 1290: 0.0006990537163230825
Position 1775: 0.0006760274794982362
Position 163: 0.0005874167631095525
Position 684: 0.00045756835193301674
Position 530: 0.0004146754014528719
Position 3755: 0.00038225925798159347
Position 4258: 0.00036636348914957553
Position 2439: 0.00033804541064723874
Position 2342: 0.0003271093406443102
Position 3812: 0.00031965034753004634
Position 4: 0.000312183204820847
Position 4281: 0.00026457023514602044
Position 3865: 0.0002601016437416578
Position 2158: 0.0002389529306729132
Position 2110: 0.00023044773115281077
Position 4307: 0.0002256925042741546
Position 2034: 0.0002003026687976623
Position 3536: 0.0001862413994416932
Position 2253: 0.00018526416223413637
Position 3590: 0.00018461347418158265
Position 3551: 0.0001763755705962092
Position 939: 0.00017425007101610213
Position 661: 0.00015391526457741346
Position 489: 0.0001403592416990017
Position 3763: 0.00013653301803449782
Position 1724: 0.00010077293405583149
Position 34: 0.00010016266769788778
Position 584: 9.971147912992345e-05
Position 571: 8.614460224150094e-05
Position 402: 8.588853591533701e-05
Position 853: 8.123784932794831e-05
Position 1279: 7.564123220709806e-05
Position 1271: 7.324916507780695e-05
Position 367: 7.321976932862835e-05
Position 504: 6.321481822629696e-05
Position 707: 5.508081858837347e-05
Position 767: 5.388099927736525e-05
Position 1262: 5.259269918004212e-05
Position 770: 4.732523914353807e-05
Position 1722: 4.687314969394902e-05
Position 1727: 4.622177669435511e-05
Position 638: 4.5687999350850944e-05
Position 1942: 4.551395749820472e-05
Position 1484: 3.343502367539497e-05
Position 743: 2.9298316508659057e-05
Position 942: 2.560191407803945e-05
Position 193: 2.437272050237068e-05
Position 1260: 2.326866151391548e-05
Position 4532: 2.2563887814935522e-05
Position 865: 1.9289469157997846e-05
Position 1856: 1.7077115232360572e-05
Position 738: 1.671365637477615e-05
Position 3453: 1.563180615942777e-05
Position 1304: 1.5529236134094344e-05
Position 3609: 1.5148694221026073e-05
Position 709: 1.4178607660164512e-05
Position 9: 1.1977165142169697e-05
Position 167: 1.1000621287921342e-05
Position 1315: 1.0441596334807293e-05
Position 199: 1.0271007459010347e-05
Position 882: 1.0255776074005637e-05
Position 1226: 1.0203824139293114e-05
Position 429: 8.652215387238394e-06
Position 985: 8.594439002308268e-06
Position 442: 5.717241428469606e-06
Position 1413: 4.255839006214947e-06
Position 643: 4.231365489578245e-06
Position 134: 4.1906938560898745e-06
Position 412: 3.871446296330778e-06
Position 604: 3.0153861208166334e-06
Position 609: 1.7069505734286515e-06
Position 735: 1.5248545524978467e-06
Position 752: 1.5017757676666093e-06
Position 774: 1.1744102882403593e-06
Position 346: 1.100384408778104e-06
Position 327: 1.0575073414693368e-06
Position 311: 7.735558553011422e-07
Position 4158: 2.543796409250839e-07
Position 833: 7.670073135688849e-08
Position 258: 4.7461522021530775e-08
Position 1719: 4.373736819292389e-08
Position 400: 2.100024109395645e-08
Position 143: 6.784812803366939e-09
Position 1472: 8.005338876824127e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4060: 0.9991026006097276
Position 3391: 0.9767863635127483
Position 1426: 0.8788959736220162
Position 988: 0.7070941179044374
Position 4307: 0.4874765379605953
Position 767: 0.14248797493872656
Position 3065: 0.11067912134480229
Position 2614: 0.10098659430117335
Position 2665: 0.09909952596023536
Position 442: 0.03708969588652745
Position 1647: 0.03390003433694019
Position 1271: 0.029607746130183812
Position 4535: 0.02918512464002069
Position 2893: 0.025775170779257162
Position 3642: 0.025763518685423963
Position 743: 0.0188975095136915
Position 684: 0.017282835308501093
Position 1155: 0.015835031093922064
Position 3602: 0.014076065184973941
Position 830: 0.01399939933435513
Position 4365: 0.013438976959738298
Position 4458: 0.012459874663920466
Position 2005: 0.011782825980039307
Position 3656: 0.010763541119234592
Position 2635: 0.009758980580810607
Position 1071: 0.009552457686695492
Position 1778: 0.009491604519620575
Position 429: 0.0075190989458079165
Position 4652: 0.0070006823795907645
Position 3581: 0.006575206290964315
Position 219: 0.006411044299166717
Position 3623: 0.0061282748409051836
Position 4630: 0.005967522342302234
Position 1176: 0.005918168336087203
