Gene = Cpr62Ba
index = 1092
Annotated 5SS: [ 116 6729]
Annotated 3SS: [6575 7078]
SMsplice 5SS: [116]
SMsplice 3SS: [7078]
top_k =  500
Partition function (log Z): -13.38285776339562

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.3760189351275033
Position 100: 0.29016437419636293
Position 2968: 0.2897015025203727
Position 2231: 0.2684083239093443
Position 1748: 0.24015575108686088
Position 6729: 0.151687415365657
Position 1989: 0.10050024403896458
Position 5595: 0.0862437676398305
Position 866: 0.051854855542930164
Position 637: 0.04555548571188617
Position 369: 0.045533290647832306
Position 407: 0.0449630882086468
Position 875: 0.042116294445191264
Position 507: 0.021523517237329343
Position 2506: 0.019541422396342826
Position 387: 0.007353303618758409
Position 619: 0.005939736565190914
Position 1624: 0.005017438878592737
Position 109: 0.004748680356490146
Position 30: 0.004527606148764344
Position 2105: 0.002211402760158333
Position 2011: 0.0013945103533767335
Position 3830: 0.001224494392448105
Position 17: 0.0012217640510420933
Position 1998: 0.0010580818008161894
Position 1755: 0.0009644081914102091
Position 355: 0.0009143673181328512
Position 1693: 0.0008999635806078027
Position 530: 0.0006333445957279369
Position 1853: 0.0004682035214613061
Position 479: 0.0003255878148008484
Position 139: 0.0002504984765071199
Position 1154: 0.0002480004935732099
Position 1147: 0.00018970812526653713
Position 1264: 0.00018559762977654108
Position 2246: 0.000181891394776491
Position 528: 0.00018018532320658473
Position 2945: 0.00016382658391780996
Position 544: 0.00015293603610466426
Position 522: 0.00010187339044364097
Position 254: 8.156863759677375e-05
Position 411: 7.590354276327623e-05
Position 326: 6.13306981793117e-05
Position 1151: 5.911871722559076e-05
Position 1115: 5.8965737313362005e-05
Position 734: 5.767709294246565e-05
Position 60: 4.1599917486570305e-05
Position 191: 3.792573165367559e-05
Position 1120: 3.687827883195185e-05
Position 1051: 3.5236551963955715e-05
Position 1089: 3.519333254060026e-05
Position 413: 2.073759049457939e-05
Position 350: 1.9913534011280237e-05
Position 310: 1.741451494233833e-05
Position 339: 1.7076640721760858e-05
Position 1204: 1.6870650467687166e-05
Position 549: 8.161071085708865e-06
Position 780: 4.1941701388359016e-06
Position 1285: 3.495161427624349e-06
Position 359: 5.184438788231017e-07
Position 231: 3.5843087404717757e-07
Position 12: 3.002968527943494e-07
Position 893: 2.007451076439608e-08
Position 755: 3.020603749542401e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7078: 0.6455977896113334
Position 705: 0.29486063966447645
Position 2290: 0.214712884867655
Position 6907: 0.21028059668791543
Position 1803: 0.20402673234902519
Position 4302: 0.17121694576549387
Position 2052: 0.08682570677504015
Position 5665: 0.08624376763983051
Position 6881: 0.04716398983983086
Position 4379: 0.030491946812172113
Position 2154: 0.02599112102766462
Position 2565: 0.020069668133756602
Position 1355: 0.016145835926750462
Position 2813: 0.006979750304226675
Position 2707: 0.00648210871462778
Position 916: 0.005845748660594511
Position 4794: 0.00401922876011163
Position 2505: 0.003957408756355931
Position 2109: 0.003766970143601258
Position 204: 0.0036984531918335868
Position 2193: 0.003543400453249089
Position 3015: 0.0025898474298506643
Position 2318: 0.002460273040564387
Position 1587: 0.002355811394399099
Position 3558: 0.0023250529359419175
Position 2746: 0.0022917753519618414
Position 4272: 0.0015712814503678167
Position 3821: 0.0012191119058822533
Position 3178: 0.0011246764824913225
Position 1154: 0.0007852615621137043
Position 3485: 0.0007120167920563661
Position 236: 0.0006185894411871655
Position 3209: 0.0005213748369867961
Position 1449: 0.0004656903569130401
Position 3158: 0.0004112415673417133
Position 3113: 0.00036233694869328246
Position 528: 0.00033282669518133973
Position 1987: 0.0003204152731779463
Position 4464: 0.0002707716845781974
Position 3231: 0.0002488566561078162
Position 433: 0.00024152533318256295
Position 1223: 0.00021590249954273896
Position 3216: 0.00021514146486293302
Position 3202: 0.00020259454571103837
Position 1204: 0.0001977903410366016
Position 1612: 0.00019652132108389521
Position 525: 0.00014239658620025846
Position 81: 0.00011250251057260801
Position 2646: 0.00010990919472219514
Position 428: 0.00010834234448839948
Position 976: 9.393058328978627e-05
Position 1591: 9.026991302774866e-05
Position 996: 8.938933970050367e-05
Position 1333: 7.528624438694454e-05
Position 507: 7.34972208573526e-05
Position 1603: 6.384823295037868e-05
Position 797: 5.5405113033208596e-05
Position 96: 1.0973817880010318e-05
Position 368: 3.934291095630522e-06
Position 594: 2.628757131659527e-06
Position 542: 1.923633220747904e-06
Position 663: 1.4539035343904732e-06
Position 244: 9.79702103386041e-07
Position 740: 9.006363308619503e-07
Position 60: 5.668414845352459e-07
Position 254: 4.2118274499000186e-07
Position 348: 9.11325695642654e-08
Position 126: 4.297863655627379e-08
Position 330: 2.26599641856175e-08
Position 438: 2.1646093432908524e-08
Position 132: 2.14521347383587e-08
Position 337: 3.857424398401938e-17
Position 381: 4.739208708502389e-18
Position 326: 2.5848289328939386e-18
