Gene = Spn
index = 1514
Annotated 5SS: [  235 13316 19582 29694 39983 40597 41084 41500 41761 41998 42415 43130
 44531 44929 45654]
Annotated 3SS: [12888 18073 28573 39961 40094 40653 41146 41560 41819 42360 42528 43716
 44791 45384 45718]
SMsplice 5SS: [  235 13316 19582 29694 40597 41084 41500 41761 41998 43130 44531 44929
 45654]
SMsplice 3SS: [12888 18073 28573 40094 40653 41146 41560 41819 42528 44328 44791 44988
 47528]
top_k =  500
Partition function (log Z): 8.327565209943542

Sorted 5' Splice Sites (High to Low Probability):
Position 29694: 1.000000000000004
Position 41084: 0.9995994257269939
Position 41500: 0.9966896731561143
Position 43130: 0.9849674697950482
Position 40597: 0.965004263988047
Position 13316: 0.9404751126229943
Position 41998: 0.9146273875188793
Position 44929: 0.9065728503763614
Position 19582: 0.8799735737201096
Position 41761: 0.8226855028582905
Position 44531: 0.7715969591495432
Position 45654: 0.7558016711192831
Position 235: 0.4201707984137888
Position 13930: 0.3223768857645605
Position 30424: 0.24358696436444377
Position 15426: 0.20777846218806886
Position 42415: 0.2067571349417775
Position 86: 0.1868644950113783
Position 47085: 0.13605571522545273
Position 356: 0.11596801810771762
Position 21671: 0.10603278471329972
Position 17777: 0.09999472149788381
Position 585: 0.08875212887221504
Position 45982: 0.07028281675976712
Position 634: 0.049798749178875945
Position 45159: 0.0463660269812077
Position 5495: 0.044922015192790786
Position 48348: 0.04483201384340355
Position 957: 0.036854091569994744
Position 18681: 0.036200948413009686
Position 70: 0.03318034129496215
Position 21439: 0.030969506537716258
Position 496: 0.027969905763910834
Position 5403: 0.02737856205195556
Position 483: 0.027337846265751378
Position 18293: 0.026587394566010805
Position 45303: 0.022459886752537527
Position 45608: 0.020090198754293943
Position 41968: 0.01958437882064814
Position 42144: 0.019082330118663622
Position 5475: 0.018050613759516002
Position 44557: 0.01602847171712292
Position 46630: 0.014443744393913304
Position 15422: 0.01363025073215059
Position 46595: 0.011986781603368024
Position 22069: 0.01193166162952972
Position 14800: 0.011867591219357087
Position 44586: 0.01012790304604469
Position 14839: 0.00782901134234658
Position 48235: 0.0076224853068754
Position 45077: 0.007279247916174432
Position 45043: 0.006770462851132713
