Gene = chb
index = 1645
Annotated 5SS: [193]
Annotated 3SS: [5243]
SMsplice 5SS: [  193  5352 10157]
SMsplice 3SS: [ 5243  9953 10217]
top_k =  500
Partition function (log Z): -10.797516850620973

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.9743586859784611
Position 5352: 0.6349155272081826
Position 10157: 0.5015613534359086
Position 4593: 0.059937484431274175
Position 10107: 0.05130214550266541
Position 4588: 0.02549879507030608
Position 5709: 0.019794990279484302
Position 9427: 0.013797701556014707
Position 4950: 0.013493236744427444
Position 933: 0.012041682085594635
Position 4931: 0.00969331523881619
Position 3676: 0.008814711580284873
Position 71: 0.007993058144369132
Position 585: 0.005830611973873071
Position 5090: 0.005702124747980719
Position 10001: 0.00530013643751597
Position 4874: 0.004929489992797835
Position 10307: 0.0018065861638245743
Position 5437: 0.001644162620315706
Position 938: 0.0012381804405898365
Position 197: 0.0011322661238784408
Position 4169: 0.0011197812721158865
Position 2038: 0.0010598774204169548
Position 4601: 0.0009683987643849784
Position 689: 0.0009366671703656026
Position 3684: 0.0009072856105664915
Position 1585: 0.0008206664570977807
Position 149: 0.0008186405585913244
Position 7680: 0.0007249766135502076
Position 4534: 0.0006840022538278351
Position 3700: 0.000649863963867136
Position 7059: 0.0005559244809546645
Position 3688: 0.0004970252515971874
Position 1178: 0.000470040739581123
Position 4512: 0.00044449720547298083
Position 1678: 0.0004349280904498595
Position 823: 0.00042306278807256715
Position 1432: 0.00037179407656883173
Position 763: 0.0003655937245481929
Position 1331: 0.0002979269510662747
Position 5138: 0.00028039517949012325
Position 4839: 0.00027879924406179436
Position 494: 0.00026668766021210053
Position 488: 0.0002619422980464569
Position 942: 0.0002219937637809694
Position 827: 0.00017645548446784592
Position 831: 0.0001290431954309572
Position 7624: 0.0001285316205071793
Position 2009: 0.00012236438486236463
Position 748: 0.00010804362416149146
Position 3261: 0.00010152090619480294
Position 288: 9.912135440120775e-05
Position 3888: 9.553109154576259e-05
Position 3680: 9.240879054384245e-05
Position 703: 9.026755137122896e-05
Position 7009: 8.582680272720186e-05
Position 3893: 7.056189528798371e-05
Position 3694: 6.657589766624653e-05
Position 899: 5.263586298831117e-05
Position 989: 4.721832979655722e-05
Position 3312: 4.207134225552335e-05
Position 6575: 3.7380770103230695e-05
Position 4173: 3.2711026318090935e-05
Position 6156: 3.074241254954962e-05
Position 5753: 2.4821818569987877e-05
Position 6126: 1.86998408204043e-05
Position 2938: 1.705812729872647e-05
Position 2934: 4.329220995001219e-06
Position 1655: 1.6463529843103412e-06
Position 349: 2.4217571737799146e-07
Position 657: 1.8478097789442496e-07
Position 168: 1.8476167125172262e-07
Position 512: 1.4936921412501494e-07
Position 161: 1.1548833755154475e-07
Position 302: 7.14936474792951e-08
Position 127: 6.768900342774144e-08
Position 2050: 6.553631265226467e-08
Position 599: 5.5546092337876026e-08
Position 318: 2.542345538839311e-08
Position 19: 1.0537432776857205e-08
Position 243: 8.257452384542629e-09
Position 881: 7.616607589325307e-09
Position 183: 6.6165692566278945e-09
Position 125: 2.1581749675685487e-09
Position 423: 1.9173981077754074e-09
Position 450: 3.525096387251574e-10
Position 471: 3.4857895326905126e-10
Position 270: 9.310405098045125e-11
Position 106: 1.9486348986456868e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10217: 0.8038860762005332
Position 9953: 0.6752889468180175
Position 5243: 0.6620182505110668
Position 4426: 0.044814310715863254
Position 4296: 0.04411066553559933
Position 4667: 0.023755210931057303
Position 9285: 0.011355375359168514
Position 8594: 0.009992495850168948
Position 4482: 0.009214669899217815
Position 3014: 0.008581904629327597
Position 9950: 0.008519317357837142
Position 7087: 0.006531796412404826
Position 10410: 0.006295026514785316
Position 5252: 0.005242160410241397
Position 270: 0.00482628105716597
Position 7124: 0.004221388702221148
Position 7744: 0.00392053853779552
Position 10367: 0.003900948816443733
Position 8144: 0.002853651277964733
Position 10104: 0.0028305819110491484
Position 133: 0.00265572967866661
Position 4647: 0.002561137403357609
Position 4238: 0.002399656618556195
Position 10073: 0.001960057356055107
Position 3792: 0.0018397313475058757
Position 9157: 0.001647595429654166
Position 6181: 0.0013035100522528326
Position 10421: 0.0012740607347746457
Position 4039: 0.0011364032325186881
Position 8150: 0.0010490673119788897
Position 771: 0.0010091020350479303
Position 7455: 0.0008796537812293366
Position 2850: 0.0008016387824801558
Position 5201: 0.0007562429237662802
Position 6644: 0.0007258547819658963
Position 6861: 0.0006675490676591263
Position 7186: 0.0006588147348554269
Position 6385: 0.0006103675636492766
Position 5094: 0.000585863939740192
Position 6567: 0.0005742142969265048
Position 3247: 0.000540474198801816
Position 4008: 0.0004771379868029731
Position 8645: 0.00046185648494158696
Position 6221: 0.00039884312031192846
Position 4262: 0.00038638039636255717
Position 2867: 0.0003638553151988134
Position 6331: 0.00034907264681131883
Position 2834: 0.000318703420523893
Position 581: 0.0003071008252744637
Position 2584: 0.00029762853378419174
Position 6530: 0.00029296107288900186
Position 5823: 0.00028602121392148027
Position 318: 0.0002743560677792801
Position 448: 0.00026386842079907815
Position 8263: 0.00026164624008794967
Position 1331: 0.00021853671431730227
Position 5100: 0.00020857004457280483
Position 3453: 0.00020287044155215263
Position 4541: 0.0001870068993910269
Position 5130: 0.0001735640581807278
Position 7814: 0.00016092534799486854
Position 3599: 0.00015463941857731203
Position 6796: 0.0001459119978426236
Position 7708: 0.0001373363765311493
Position 6605: 0.00013011738225778298
Position 6817: 0.00012203505507833633
Position 2887: 0.00012034194244153199
Position 2330: 8.49804833052491e-05
Position 6365: 7.723385530146717e-05
Position 6831: 7.523515754099478e-05
Position 1188: 7.35635813804431e-05
Position 1724: 6.918846716547619e-05
Position 375: 6.90724470166846e-05
Position 6771: 6.834738641951153e-05
Position 141: 6.820696239148243e-05
Position 1361: 6.582138301800888e-05
Position 1382: 6.217682031397145e-05
Position 5483: 6.0923092795617645e-05
Position 6867: 5.9877145955505294e-05
