Gene = CIAPIN1
index = 1043
Annotated 5SS: [ 222  808 2287]
Annotated 3SS: [ 310  875 2340]
SMsplice 5SS: [222 808]
SMsplice 3SS: [310 875]
top_k =  500
Partition function (log Z): -3.9853587303747195

Sorted 5' Splice Sites (High to Low Probability):
Position 808: 0.9762707392631289
Position 222: 0.5639090870801542
Position 241: 0.21077280932529746
Position 1005: 0.2072105669568684
Position 1766: 0.19716835079712103
Position 2287: 0.0588319153139758
Position 1466: 0.031456149353153696
Position 269: 0.029510245161138357
Position 1706: 0.027605417179620804
Position 245: 0.027505554687099046
Position 943: 0.022663548449083436
Position 1074: 0.018971223358304614
Position 829: 0.01881644932257655
Position 951: 0.01071351660431283
Position 243: 0.007724921586202243
Position 236: 0.005847605937373862
Position 2060: 0.004593844490308075
Position 1033: 0.0017751954835839366
Position 247: 0.0013069174669454381
Position 1745: 0.0012066983795778494
Position 1796: 0.0011367394333280812
Position 1343: 0.000986570697609543
Position 2242: 0.0007098658479284989
Position 226: 0.0006473974114813399
Position 249: 0.00031080414918006297
Position 231: 0.00030037424632519305
Position 1434: 0.0002292835125489055
Position 1457: 0.00021079067037421922
Position 1691: 0.00018075041867638835
Position 21: 0.0001648909153052618
Position 203: 0.00015836859655565566
Position 47: 0.00011087036512291029
Position 1478: 0.00010975414122305024
Position 792: 8.88039850747386e-05
Position 376: 5.872840801974511e-05
Position 552: 4.4462938049321734e-05
Position 1220: 3.988417300343125e-05
Position 37: 3.56682163700116e-05
Position 1302: 3.1113399629694935e-05
Position 1418: 2.0031310103740977e-05
Position 371: 1.985165231919567e-05
Position 273: 1.96853201027875e-05
Position 434: 1.8972314037156946e-05
Position 1304: 1.674922890750817e-05
Position 254: 1.4292830091466348e-05
Position 1260: 1.1390520852552473e-05
Position 102: 9.161896394751657e-06
Position 155: 7.061907223019781e-06
Position 188: 6.055338957059265e-06
Position 685: 4.111185810309634e-06
Position 1682: 3.5520286362767555e-06
Position 1111: 3.3198471775059674e-06
Position 1502: 2.465761394628226e-06
Position 42: 2.3124382784508035e-06
Position 1504: 1.9724128881489356e-06
Position 812: 1.9187511205987603e-06
Position 1392: 1.8829853264457004e-06
Position 1410: 1.7014896855556628e-06
Position 800: 1.4986372546579773e-06
Position 833: 1.3628300670095586e-06
Position 446: 1.3301257552089231e-06
Position 217: 1.27428000072559e-06
Position 1129: 7.559786791197287e-07
Position 677: 6.443583493633642e-07
Position 1271: 5.738999118928463e-07
Position 423: 5.264505923447789e-07
Position 351: 4.773308289476746e-07
Position 689: 3.168781598409076e-07
Position 1341: 1.9371217253261985e-07
Position 1066: 1.1338162070011286e-07
Position 589: 7.400666761224848e-08
Position 605: 6.509444245403384e-08
Position 1147: 3.981761368874803e-09
Position 343: 1.0330186646060076e-09
Position 1213: 4.20392349694236e-10
Position 421: 3.519338448967339e-10
Position 583: 3.1945372369871655e-10
Position 683: 3.02314646993722e-10
Position 578: 2.954499099801026e-10
Position 291: 3.6722160969597446e-12
Position 296: 1.3158795890308756e-12
Position 329: 1.8044384113255275e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.9726923390817575
Position 310: 0.7967003501579316
Position 1834: 0.17746724558087845
Position 1519: 0.11577316839893814
Position 2340: 0.11148145819260562
Position 1107: 0.0508549249805183
Position 329: 0.042667115775316025
