Gene = Scgalpha
index = 1472
Annotated 5SS: [ 672 1149 1344 1559]
Annotated 3SS: [ 743 1232 1414 1622]
SMsplice 5SS: [ 672 1149 1344 1559]
SMsplice 3SS: [ 743 1232 1414 1622]
top_k =  500
Partition function (log Z): 7.231589998219589

Sorted 5' Splice Sites (High to Low Probability):
Position 1344: 0.9900516193517346
Position 672: 0.985288688150908
Position 1149: 0.9617827426549044
Position 1559: 0.8560495239186511
Position 808: 0.22206106003898962
Position 247: 0.13885961001204675
Position 897: 0.05714573733374547
Position 680: 0.012455189477637822
Position 453: 0.01054611637467834
Position 1322: 0.005107426431256464
Position 913: 0.0048492699114996264
Position 84: 0.0031163055088701376
Position 877: 0.0025510027900202156
Position 1146: 0.0024234060659989085
Position 1870: 0.002264684499339754
Position 77: 0.0015178157512693946
Position 59: 0.0014145056469957791
Position 71: 0.0013631842815215994
Position 819: 0.0012922940120286602
Position 1818: 0.0011757926963683123
Position 1334: 0.0007935419401900746
Position 1567: 0.0007276164106464089
Position 1153: 0.0004519954668096723
Position 321: 0.0003103522243192785
Position 170: 0.00025088349389596013
Position 468: 0.00017447574542276822
Position 439: 0.0001606885922013211
Position 1703: 0.00014313296129496968
Position 517: 0.00014300689460422422
Position 691: 0.00012405489814129185
Position 392: 0.00010486277183771947
Position 825: 9.91857988284129e-05
Position 305: 8.744019549795112e-05
Position 190: 7.115926997121962e-05
Position 442: 6.87254587584629e-05
Position 1465: 5.659513962428146e-05
Position 625: 5.506713892471848e-05
Position 400: 5.4069489293632954e-05
Position 1033: 5.012446599496529e-05
Position 487: 4.879278550849748e-05
Position 52: 3.858349294792964e-05
Position 856: 3.656483648174915e-05
Position 1458: 3.621482085304319e-05
Position 1391: 3.549030171780885e-05
Position 163: 3.442284115556622e-05
Position 1128: 2.997363856827819e-05
Position 1402: 2.5541025412120912e-05
Position 1385: 1.9539049657510655e-05
Position 618: 1.7504824637330782e-05
Position 445: 1.4054479898102171e-05
Position 177: 1.4026688613651433e-05
Position 1770: 1.0580775771434596e-05
Position 1308: 9.872019492556926e-06
Position 484: 9.03655028748426e-06
Position 117: 8.378348755476684e-06
Position 607: 7.3224266430335634e-06
Position 372: 5.809032125766634e-06
Position 1123: 5.59904069865088e-06
Position 403: 4.967751192274806e-06
Position 139: 4.9551375295167954e-06
Position 1130: 3.7497890589822283e-06
Position 1292: 3.3031524772646722e-06
Position 1619: 2.860178881113125e-06
Position 602: 2.5984709067468212e-06
Position 604: 2.337498013670674e-06
Position 950: 1.969536714151398e-06
Position 1463: 1.4327487444861877e-06
Position 1712: 1.1705134533054494e-06
Position 133: 9.003302959473955e-07
Position 757: 7.929322780364476e-07
Position 1768: 7.759129776390644e-07
Position 1449: 6.569158468712802e-07
Position 136: 1.955865954719828e-07
Position 1287: 1.4846160927745192e-07
Position 1723: 7.340950981078393e-08
Position 1209: 2.9948107113127916e-08
Position 745: 2.0196268144786144e-09
Position 1232: 7.02487481298206e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 743: 0.998280580801721
Position 1414: 0.9934880863435178
Position 1232: 0.9795384168723648
Position 1622: 0.8128421799920557
Position 950: 0.1436257149511951
Position 305: 0.12968070326510192
Position 861: 0.12421006536214742
Position 1634: 0.04377406485606852
Position 539: 0.005720809046572669
Position 367: 0.005168239642673454
Position 587: 0.004254422330122921
Position 960: 0.0033731851172867423
Position 145: 0.003345578069321013
Position 133: 0.002408365609547343
Position 1930: 0.002399904621524207
Position 1454: 0.002375304748209869
Position 542: 0.0022136874755223864
Position 326: 0.0016247655972236486
Position 492: 0.001329048791970415
Position 1644: 0.0011899039679934918
Position 1889: 0.0011822627449780065
Position 764: 0.0006882168554887259
Position 1285: 0.0006120803051151582
Position 993: 0.000316047973892131
Position 420: 0.00020861064761926645
Position 1683: 0.00020378676239033518
Position 468: 0.00018385205404784397
Position 168: 0.00017638829109191084
Position 1120: 0.0001596923424926265
Position 1664: 0.00013545815338720032
Position 873: 0.00010933986156238931
Position 1937: 0.00010162753970155861
Position 183: 7.832614587316963e-05
Position 774: 6.951049696676137e-05
Position 591: 6.594808978559248e-05
Position 957: 5.1947905615128674e-05
Position 246: 4.964828723731582e-05
Position 117: 4.7239653648647334e-05
Position 792: 4.646366465398025e-05
Position 1385: 4.578270285114569e-05
Position 163: 4.050642876370621e-05
Position 1487: 3.811966498201081e-05
Position 272: 3.7956421729822776e-05
Position 966: 3.245215926039382e-05
Position 1137: 2.1973470310919747e-05
Position 1474: 1.4699240328937872e-05
Position 1698: 1.313096762910183e-05
Position 177: 1.136115518944932e-05
Position 1750: 1.0060168235096585e-05
Position 1917: 8.833298728440178e-06
Position 1463: 8.232935578615971e-06
Position 1765: 7.8342409085143e-06
Position 1507: 6.988750690926837e-06
Position 1251: 6.8156075380386455e-06
Position 1382: 5.213747362560901e-06
Position 1898: 5.212406975041871e-06
Position 1304: 4.883232339975604e-06
Position 594: 4.587489918653849e-06
Position 969: 4.0258803767907246e-06
Position 995: 3.824984066334019e-06
Position 1025: 3.5477114761477167e-06
Position 972: 3.260264976803637e-06
Position 392: 2.1405148127440355e-06
Position 1909: 1.942612988224966e-06
Position 1586: 1.813338479281954e-06
Position 1857: 1.695144988481201e-06
Position 384: 1.45074543614932e-06
Position 1002: 1.0022800191694548e-06
Position 1143: 8.930496836106509e-07
Position 622: 5.537281425831782e-07
Position 546: 5.412570713098679e-07
Position 1000: 4.035235581478708e-07
Position 1800: 3.667505203340886e-07
Position 1768: 3.600055485567067e-07
Position 285: 3.1798626026263976e-07
Position 801: 2.1669651091300082e-07
Position 660: 1.7792557996982367e-07
Position 745: 1.5425353351197144e-07
Position 663: 1.2735746081188314e-07
Position 196: 1.2405372503136443e-07
Position 1287: 1.1989761295508664e-07
Position 258: 1.0382492579612914e-09
Position 254: 2.799294236343399e-10
