Gene = ND-B17
index = 1300
Annotated 5SS: [357 529]
Annotated 3SS: [ 426 1226]
SMsplice 5SS: [357 529]
SMsplice 3SS: [ 426 1226]
top_k =  500
Partition function (log Z): 1.561846823391571

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.9864550237369041
Position 529: 0.9794977929410114
Position 891: 0.18226889909277696
Position 862: 0.06677735073628632
Position 1424: 0.00870202988277067
Position 533: 0.008155890691431902
Position 370: 0.00680364276221011
Position 878: 0.00309224463178725
Position 772: 0.0029739830050443616
Position 330: 0.002276084889563316
Position 516: 0.0020788407704178617
Position 624: 0.0016624185468134326
Position 1027: 0.001571116781232047
Position 802: 0.0012949002224129545
Position 704: 0.0012661655618660577
Position 264: 0.0012564930897655193
Position 1401: 0.0010856203312073689
Position 374: 0.0008981570445132767
Position 1415: 0.0008534963035922743
Position 642: 0.000792016134685883
Position 147: 0.0005859276984941715
Position 812: 0.0005069692011714097
Position 553: 0.0004887379950668413
Position 1536: 0.0004537383932838056
Position 570: 0.00039753755850868857
Position 582: 0.00038200512303777895
Position 1014: 0.0003175693391881848
Position 960: 0.00024830422583047246
Position 1005: 0.000173827175479542
Position 595: 0.00013390296892822144
Position 1045: 0.0001240860935553572
Position 735: 0.00011037768531643377
Position 610: 0.00010118496279945018
Position 937: 7.4626022692542e-05
Position 361: 7.446628211574196e-05
Position 1530: 6.725273867879833e-05
Position 1036: 5.897699707617532e-05
Position 175: 4.695277426793228e-05
Position 381: 4.4058770658915275e-05
Position 1664: 4.405841136463885e-05
Position 604: 4.004394181623498e-05
Position 339: 3.818687379641514e-05
Position 540: 3.004083520602221e-05
Position 1635: 2.893969543633044e-05
Position 105: 2.6914395402205823e-05
Position 982: 2.18010838562949e-05
Position 1677: 2.0433184317803593e-05
Position 165: 1.94157446844575e-05
Position 1305: 1.7559891702893052e-05
Position 1030: 1.6951095047185076e-05
Position 1088: 1.6231564419097893e-05
Position 900: 1.4334969420643517e-05
Position 29: 1.3145613617007886e-05
Position 928: 1.1954387519459458e-05
Position 800: 1.145130123868287e-05
Position 1612: 1.0960153171701619e-05
Position 50: 5.045177434934623e-06
Position 364: 3.3367123297062712e-06
Position 224: 2.156220888773521e-06
Position 80: 1.922485645967378e-06
Position 135: 8.825070728089011e-07
Position 115: 6.722892654346392e-07
Position 12: 4.85016316885362e-07
Position 367: 4.4150650423868876e-07
Position 351: 4.0906163297685025e-07
Position 112: 4.0245810643403305e-07
Position 56: 1.741645907292472e-07
Position 7: 1.3954201090249185e-07
Position 448: 5.7636438724745287e-08
Position 95: 5.441508156004252e-08
Position 66: 4.8598682970335846e-08
Position 1056: 4.820418476215322e-08
Position 628: 4.407848683551686e-08
Position 974: 4.303676914273206e-08
Position 969: 4.066579800589147e-08
Position 790: 3.1647481151128886e-08
Position 441: 1.810690747988465e-08
Position 646: 1.4993248364744163e-08
Position 23: 1.028279442963937e-08
Position 389: 3.334894757935587e-09
Position 644: 1.1848675106059132e-09
Position 194: 7.524446932699162e-10
Position 411: 1.900442668930498e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 426: 0.9976999606558908
Position 1226: 0.8878147544111846
Position 624: 0.2434682881850011
Position 653: 0.030585147069612646
Position 1200: 0.02372393861290808
Position 1274: 0.019359566134298872
Position 777: 0.01773654205715245
Position 1481: 0.010592104653426313
Position 628: 0.008191704955719668
Position 735: 0.0057483608990581735
Position 992: 0.0032298427459665343
Position 637: 0.002452726608868501
Position 604: 0.0017090015646872665
Position 1271: 0.0016608994284154938
Position 1730: 0.0015459334662770235
Position 1160: 0.0012877672758926204
Position 1084: 0.0012232371922275538
Position 1649: 0.001136561699871584
Position 668: 0.0011325529650995554
Position 1137: 0.001045944540076729
Position 1071: 0.0008079658229466924
Position 937: 0.0006766595522806661
Position 435: 0.00045417433633158943
Position 1241: 0.00030814155486718877
Position 329: 0.0001413142906964897
Position 1304: 0.00012863920269318317
Position 1110: 0.0001235228782033387
Position 1601: 0.00010067973804844903
Position 224: 9.349599299111895e-05
Position 1094: 8.666717956781819e-05
Position 642: 7.376161974530671e-05
Position 895: 3.938753791472438e-05
Position 1487: 2.506950919010629e-05
Position 203: 1.933733311252175e-05
Position 1088: 1.8804006238599025e-05
Position 1027: 1.745710470595803e-05
Position 1535: 1.7106730366591694e-05
Position 108: 1.3673263390398973e-05
Position 1000: 1.130539630973522e-05
Position 1036: 9.80149525324753e-06
Position 402: 7.949001808950704e-06
Position 389: 7.323530322384054e-06
Position 80: 4.545420662527653e-06
Position 263: 4.306720199162638e-06
Position 239: 4.059331999125523e-06
Position 1682: 3.928171938641732e-06
Position 1689: 3.267309112027926e-06
Position 468: 2.314950821608858e-06
Position 233: 9.595392568865417e-07
Position 140: 3.8663795087110414e-07
Position 302: 3.4250304933883737e-07
Position 242: 2.2085786833234706e-07
Position 206: 9.32011377457705e-08
Position 284: 2.8307050846659723e-08
Position 570: 1.793428823734198e-08
Position 361: 9.455856874240733e-09
Position 405: 7.2002136650716975e-09
Position 278: 5.6382235193440776e-09
Position 516: 4.134893637027517e-09
Position 525: 3.673028255913848e-09
Position 179: 2.1792287743273373e-09
Position 173: 1.2089827320746205e-09
