Gene = Saf6
index = 1465
Annotated 5SS: [ 476  676 1708 2000]
Annotated 3SS: [ 528  728 1765 2056]
SMsplice 5SS: [ 476  676 1708 2000]
SMsplice 3SS: [ 528  728 1772 2056]
top_k =  500
Partition function (log Z): 2.964572382385378

Sorted 5' Splice Sites (High to Low Probability):
Position 676: 0.998790895133118
Position 476: 0.9657634219062805
Position 2000: 0.922600948903335
Position 1708: 0.9098069861098419
Position 196: 0.024914900632063575
Position 176: 0.021861206510936423
Position 1699: 0.013400991153463347
Position 1113: 0.013360217541991138
Position 1459: 0.012877368274910577
Position 1001: 0.012074530153688397
Position 208: 0.010101761265058087
Position 1254: 0.00876121238853736
Position 507: 0.008071173902624977
Position 1938: 0.007911757927919998
Position 369: 0.007175651793653547
Position 2509: 0.0044396458301007476
Position 16: 0.003006226243688794
Position 2085: 0.0025156605849062648
Position 187: 0.002185066320155696
Position 823: 0.001716736712399707
Position 2037: 0.0016951065687525254
Position 1117: 0.0015246733170828552
Position 335: 0.0014625089405535467
Position 2446: 0.0013868139682436315
Position 1017: 0.0012865010522980004
Position 49: 0.0010602956156156931
Position 1953: 0.0009537342855264449
Position 1826: 0.0008860023475863731
Position 2378: 0.0008316875559525987
Position 278: 0.0007988995820312103
Position 1260: 0.0007454268421777014
Position 1930: 0.0007434369595098896
Position 11: 0.0006404578574653994
Position 2032: 0.0005895554705019242
Position 658: 0.0005678665701354225
Position 223: 0.0005451148901902456
Position 1012: 0.00047332808891401853
Position 2375: 0.0004246800116291174
Position 1365: 0.0003649216957934393
Position 59: 0.00035563365427288213
Position 2134: 0.00030174640556009384
Position 1235: 0.00021339924712307664
Position 1964: 0.00020150343987753702
Position 46: 0.0001937321206756477
Position 160: 0.0001673241615151612
Position 1684: 0.00014349770785409885
Position 2326: 0.0001377477799441364
Position 1692: 0.00012569712220065584
Position 921: 0.00012079872580421547
Position 1987: 9.805011087162634e-05
Position 2074: 8.73265113861703e-05
Position 296: 7.837338776040102e-05
Position 525: 7.836397152567555e-05
Position 414: 6.928795111090138e-05
Position 2142: 5.732044155328762e-05
Position 1578: 5.0093027439381926e-05
Position 2289: 4.29230284574461e-05
Position 908: 3.8716736936660756e-05
Position 1422: 3.756328550529691e-05
Position 1728: 3.236597035991347e-05
Position 290: 2.859520934712501e-05
Position 77: 2.8492572297262315e-05
Position 37: 2.6773907808161955e-05
Position 468: 2.450659575002536e-05
Position 1346: 2.2780796194004385e-05
Position 969: 1.8488666140881232e-05
Position 62: 1.6332282134255908e-05
Position 865: 1.4999087196870633e-05
Position 1621: 1.3050052796477977e-05
Position 401: 1.2104819329780616e-05
Position 2390: 1.2067119182787842e-05
Position 2530: 8.726423681987002e-06
Position 363: 8.373148041742918e-06
Position 624: 7.768998055490081e-06
Position 2454: 6.877183250503283e-06
Position 780: 6.269837102881454e-06
Position 789: 5.940240163793075e-06
Position 687: 5.637105067268237e-06
Position 680: 5.410483074715983e-06
Position 622: 4.411324245501824e-06
Position 382: 3.604837845350359e-06
Position 411: 3.562934697683602e-06
Position 530: 1.6870735556191572e-06
Position 1773: 2.3890224782204113e-07
Position 1003: 1.5606164024372555e-07
Position 244: 1.4038542134652741e-07
Position 1107: 1.3559362013676505e-07
Position 765: 9.855885312562291e-08
Position 551: 9.12464904417656e-08
Position 929: 5.20416971143854e-08
Position 807: 3.379470791660119e-08
Position 1062: 3.343817190250927e-08
Position 1005: 2.8933500981154214e-08
Position 2172: 1.8087820680104143e-08
Position 762: 8.036252176020336e-09
Position 1919: 6.828203440288232e-09
Position 604: 2.9708490185683655e-09
Position 632: 1.969750589841333e-09
Position 732: 1.2659881100367762e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 728: 0.9972075412214708
Position 2056: 0.8753470305832628
Position 528: 0.8735125779818546
Position 1772: 0.6930542557441057
Position 1765: 0.1614244008563353
Position 566: 0.08686319485493481
Position 2114: 0.06558202807499278
Position 278: 0.06347743674481877
Position 1784: 0.06223020737463971
Position 1079: 0.01543520698363439
Position 1529: 0.007568615278029621
Position 537: 0.0075212116359602175
Position 2576: 0.006849341669100247
Position 431: 0.006820101481506351
Position 1296: 0.006398400019407037
Position 1523: 0.0042298604918709695
Position 540: 0.004135750967794863
Position 1400: 0.002962976790089061
Position 1602: 0.002698297609545221
Position 1563: 0.002314923350874104
Position 588: 0.0022883104930200462
Position 2244: 0.002268532108452505
Position 1638: 0.002173414151850091
Position 1877: 0.0019007691271880804
Position 2433: 0.0014610078343594895
Position 2119: 0.0014581330853567864
Position 2296: 0.001280088152384871
Position 407: 0.001063387389129777
Position 1314: 0.0010244646673425708
Position 2081: 0.0010237125096791788
Position 1781: 0.0009341470157889887
Position 2259: 0.0007416788859379871
Position 404: 0.0007159468154363957
Position 1546: 0.0006507309052816197
Position 115: 0.0006312117858004002
Position 618: 0.00046015283234477505
Position 1356: 0.00043834713289868675
Position 2167: 0.00042046597837470804
Position 118: 0.00041304171516428755
Position 887: 0.0003399442986775236
Position 2350: 0.00031683681584556534
Position 956: 0.00030605421929994414
Position 1166: 0.00026219618859662516
Position 2094: 0.0002554155349196052
Position 1490: 0.00019535601577153435
Position 1732: 0.00019041596145345197
Position 2600: 0.00018295733073140624
Position 2289: 0.00016204697512838356
Position 363: 0.0001543237861211239
Position 2518: 0.00014540550024612584
Position 2070: 0.00012942190694143832
Position 948: 0.00012445567655375517
Position 235: 0.00011550723723994167
Position 1830: 0.00011305574462086388
Position 1448: 0.00011088554122501295
Position 1789: 9.112944220164133e-05
Position 2368: 7.772814643380287e-05
Position 1660: 6.719842436248347e-05
Position 1607: 6.633690180185025e-05
Position 1148: 6.386808204960377e-05
Position 1346: 5.831765386967031e-05
Position 2029: 5.751423274284093e-05
Position 2192: 5.7031269429510356e-05
Position 573: 5.317796491109309e-05
Position 171: 5.2659979582065446e-05
Position 1364: 4.454708275163802e-05
Position 2125: 4.307432912466989e-05
Position 1353: 4.1155954926682435e-05
Position 296: 3.986853765018742e-05
Position 1813: 3.8261837185979434e-05
Position 1151: 2.8554817061612143e-05
Position 1412: 2.840416978506503e-05
Position 1683: 2.13534349226433e-05
Position 789: 2.0789325660944338e-05
Position 138: 2.0096670233501964e-05
Position 597: 1.9389623569199924e-05
Position 1658: 1.699208536138953e-05
Position 1052: 1.6873609970572105e-05
Position 1010: 1.6700254040321883e-05
