Gene = Mcr
index = 1273
Annotated 5SS: [ 172 3220 7063 7320 7555 7729]
Annotated 3SS: [2369 3314 7125 7379 7622 7814]
SMsplice 5SS: [ 172 3220 7063 7320 7555 7729]
SMsplice 3SS: [2258 3314 7125 7379 7622 7814]
top_k =  500
Partition function (log Z): 16.675327546175122

Sorted 5' Splice Sites (High to Low Probability):
Position 7320: 0.9991689854008361
Position 7729: 0.9938642443231464
Position 3220: 0.9925722432415419
Position 7063: 0.9814944354374001
Position 7555: 0.9788621466010595
Position 172: 0.749866322701055
Position 1052: 0.1854990248967147
Position 2520: 0.1632736602841205
Position 5494: 0.0719412804563638
Position 88: 0.06828896586266132
Position 5383: 0.06084847388749612
Position 425: 0.046313817566555636
Position 8629: 0.029353965217414645
Position 2789: 0.027191349505286445
Position 2090: 0.024157095191728574
Position 2008: 0.0228479508467447
Position 1047: 0.019886774860473404
Position 673: 0.017336052206339547
Position 4294: 0.014742974848733745
Position 7495: 0.014407707554005559
Position 31: 0.0136634653119439
Position 649: 0.010236600806144467
Position 43: 0.009524442264368365
Position 3460: 0.009160604872694196
Position 2306: 0.007208977616512586
Position 4669: 0.006428097572796732
Position 2143: 0.006018135342736725
Position 8357: 0.005914924459690353
Position 7760: 0.005492218462753174
Position 226: 0.004575952912434456
Position 3391: 0.004480853151046513
Position 2542: 0.003898224659968996
Position 373: 0.0033369764105885763
Position 4003: 0.003043653970664182
Position 1311: 0.0028407053532187344
Position 7893: 0.0027956227206172722
Position 3547: 0.0024995172481585173
Position 1059: 0.002464671110526146
Position 47: 0.00232816320959246
Position 3917: 0.00208677703138976
Position 1255: 0.0020735327199581078
Position 8082: 0.0020465683978702098
Position 379: 0.00201804691429534
Position 3517: 0.0016927942748731944
Position 4506: 0.0015308581410598755
Position 336: 0.0014447472758030752
Position 4548: 0.0013548601486322392
Position 8274: 0.0012442678924843202
Position 347: 0.0009768783879767228
Position 3829: 0.0008722912106824336
Position 4007: 0.000811938583083657
Position 704: 0.0007895319906485811
Position 5368: 0.0007526923464888798
Position 4498: 0.0007503324130699952
Position 1646: 0.000665266608747122
Position 8053: 0.0006477399332969558
Position 7874: 0.0006289224457016321
Position 7733: 0.0005628274559924113
Position 7493: 0.00046497069290118385
Position 8405: 0.00040568173367864894
Position 521: 0.0003908775689832068
Position 972: 0.0003553025046013784
Position 8642: 0.0003420350370041023
Position 7961: 0.0003063314014434052
Position 321: 0.0002813054786031301
Position 5165: 0.00026869329456731566
Position 678: 0.0002532806901484312
Position 7345: 0.000204418648765961
Position 643: 0.00019690955094528578
Position 4827: 0.0001875649209836486
Position 4157: 0.0001863891391776494
Position 54: 0.00017428537552177344
Position 7537: 0.00016924597940420408
Position 4037: 0.00014960040255218853
Position 261: 0.00014011567947037372
Position 3706: 0.00013544001740748167
Position 598: 0.00013332861045936423
Position 2988: 0.00013330546150552361
Position 691: 0.0001285526688919916
Position 52: 0.0001247561542800091
