Gene = Nse4
index = 1333
Annotated 5SS: [ 180  449  673 1066]
Annotated 3SS: [ 230  504  735 1120]
SMsplice 5SS: [ 180  449  673 1066]
SMsplice 3SS: [ 230  504  735 1120]
top_k =  500
Partition function (log Z): 14.56100394614599

Sorted 5' Splice Sites (High to Low Probability):
Position 180: 0.9999303173368876
Position 673: 0.9995322527129931
Position 449: 0.9709850225693851
Position 1066: 0.9155021299133661
Position 1501: 0.2307274892108576
Position 1172: 0.1459368450806673
Position 1505: 0.06910439862655134
Position 1061: 0.029132142237178617
Position 1279: 0.023546950968056996
Position 453: 0.0195845591016311
Position 1312: 0.017607408658825756
Position 1321: 0.012146689110793167
Position 434: 0.0029454881563551667
Position 1176: 0.002436439280669827
Position 795: 0.0014990370150656583
Position 1483: 0.0007321693605523981
Position 861: 0.000639240539620025
Position 799: 0.0004294186339297963
Position 1260: 0.00039979200145925237
Position 1070: 0.0003896508366887013
Position 1454: 0.00038289718853895245
Position 386: 0.00019574014578423879
Position 1463: 0.00015162997020271889
Position 372: 0.00013937005451934657
Position 974: 0.0001383578873469763
Position 1478: 0.00012394711240535096
Position 677: 0.00011877238542465257
Position 462: 0.00010467096047125856
Position 628: 8.391581168039112e-05
Position 985: 8.326006230103666e-05
Position 1127: 6.76600848225472e-05
Position 1040: 6.14210771778978e-05
Position 24: 5.6759690274006855e-05
Position 30: 5.435976577213104e-05
Position 483: 5.346705040069942e-05
Position 389: 4.9780874684268335e-05
Position 1251: 4.437805802476523e-05
Position 419: 3.0356111867271907e-05
Position 1199: 2.8465716633335918e-05
Position 1212: 2.836993858060731e-05
Position 994: 2.7279708569597342e-05
Position 1289: 2.3088754625605523e-05
Position 1009: 2.2567947006346608e-05
Position 1221: 2.1513468302546307e-05
Position 184: 1.8885072776412405e-05
Position 631: 1.781678908259208e-05
Position 1291: 1.6735064775790046e-05
Position 488: 1.4597879748558842e-05
Position 634: 1.229190344427157e-05
Position 1026: 1.1684089975429834e-05
Position 684: 9.265475363269334e-06
Position 647: 8.78650586374767e-06
Position 1156: 6.998844675781479e-06
Position 1051: 6.773285179701867e-06
Position 1509: 5.591361979665554e-06
Position 330: 5.31437029030336e-06
Position 514: 4.720155552327527e-06
Position 460: 2.8624513695046413e-06
Position 567: 2.4996779337502703e-06
Position 144: 2.2665748318783163e-06
Position 551: 1.95894456415194e-06
Position 702: 1.1000935944227083e-06
Position 761: 1.010463850358219e-06
Position 1377: 9.98759651718741e-07
Position 1366: 9.796588363135473e-07
Position 991: 7.313749375433439e-07
Position 1427: 6.715732385842505e-07
Position 70: 4.3521052475822873e-07
Position 616: 3.442175839528392e-07
Position 262: 2.634165064056385e-07
Position 732: 1.9584398065435235e-07
Position 927: 1.9480497831572748e-07
Position 736: 1.78457003744299e-07
Position 65: 7.76361354472773e-08
Position 934: 6.828978012873758e-08
Position 749: 5.81129022574386e-08
Position 350: 5.754620327867757e-08
Position 924: 5.1982295730616726e-08
Position 904: 3.6920845087817845e-08
Position 1084: 9.956259756382424e-09
Position 97: 2.4623697609745877e-09
Position 1244: 1.9022513477098915e-09
Position 711: 5.102317245444925e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.9989925608976341
Position 735: 0.9864474682264982
Position 504: 0.9862546717800191
Position 1120: 0.9385374264895884
Position 1562: 0.31855303689898823
Position 1240: 0.0818428619115024
Position 1363: 0.036673631659246246
Position 1377: 0.031669673039609776
Position 1366: 0.031611999917792316
Position 739: 0.01020171817680865
Position 567: 0.004863164185395647
Position 1519: 0.004217426670686114
Position 1312: 0.0028571180721647608
Position 523: 0.0025425147392184673
Position 942: 0.0019476804120845015
Position 909: 0.0017416503351672956
Position 939: 0.0014804908423856722
Position 1251: 0.0012293039914963763
Position 1289: 0.000724619750797006
Position 278: 0.0006028106431850157
Position 1132: 0.0005929049119950107
Position 292: 0.00026984728858573954
Position 596: 0.0002464634475331161
Position 780: 0.00017525281929962975
Position 747: 0.0001501926182880818
Position 1466: 0.00013532821855564655
Position 1533: 0.00012223428358976466
Position 613: 0.00011778377189158167
Position 1199: 0.00011586149566211867
Position 1212: 9.003579370859436e-05
Position 627: 6.67272318431011e-05
Position 70: 5.639579325476049e-05
Position 296: 5.4155901896037e-05
Position 105: 5.237750894030067e-05
Position 1091: 3.403792685476004e-05
Position 759: 3.266528118314549e-05
Position 1176: 2.826703684722593e-05
Position 1164: 2.5088118713065553e-05
Position 1489: 1.7292224438406163e-05
Position 1469: 1.5365786089910822e-05
Position 535: 1.1484951428590623e-05
Position 702: 9.301730909671181e-06
Position 575: 8.841478903176739e-06
Position 754: 8.67269923292547e-06
Position 309: 5.091856347354591e-06
Position 1032: 3.866082044658298e-06
Position 1538: 3.4124203426912357e-06
Position 1015: 2.9058179878394506e-06
Position 969: 2.3080540688373325e-06
Position 532: 1.5504773413551316e-06
Position 232: 1.2801831720048882e-06
Position 364: 1.0915208585021043e-06
Position 850: 1.058798020578504e-06
Position 816: 1.0103612725134688e-06
Position 280: 7.670944535047015e-07
Position 525: 7.278002533537146e-07
Position 128: 7.195981262138503e-07
Position 386: 6.074492958141102e-07
Position 793: 3.569833620069303e-07
Position 787: 1.723484572152534e-07
Position 323: 1.238494651468548e-07
Position 313: 1.1491414132043253e-07
Position 260: 1.1165180057909283e-07
Position 838: 7.605194994624991e-08
Position 1186: 4.592861058399592e-08
Position 761: 3.092640906760634e-08
Position 790: 3.014120709258088e-08
Position 642: 2.8036763753071876e-08
Position 398: 2.6503956489438572e-08
Position 824: 1.7819983786508964e-08
Position 852: 1.622519207509193e-08
Position 452: 1.1536272541411546e-08
Position 166: 1.030897599658331e-08
Position 1065: 7.3575190914310054e-09
Position 527: 2.208058728513704e-09
Position 262: 9.497437867603844e-10
Position 175: 8.356139437063255e-11
Position 179: 9.661125252789446e-12
Position 184: 7.299291358235042e-20
