Gene = Tap42
index = 1548
Annotated 5SS: [230]
Annotated 3SS: [299]
SMsplice 5SS: [230]
SMsplice 3SS: [299]
top_k =  500
Partition function (log Z): -6.876820861034442

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9860172193159974
Position 357: 0.06762528765114043
Position 1012: 0.02559824557113432
Position 234: 0.006571569479844366
Position 393: 0.0016619137375236189
Position 564: 0.001196383209820818
Position 1281: 0.001021077604885966
Position 612: 0.0009655556892493571
Position 752: 0.0007329911356572978
Position 1032: 0.0005470655838731937
Position 117: 0.0005464760231081849
Position 533: 0.0003711560167089174
Position 766: 0.00030987195510222656
Position 1312: 0.00023450455281069326
Position 677: 0.00022480210397854492
Position 194: 8.700812855929768e-05
Position 348: 7.430803014625933e-05
Position 1315: 6.27371379546692e-05
Position 4: 5.330111866534584e-05
Position 380: 4.627601088023777e-05
Position 717: 3.921899517245853e-05
Position 260: 3.517273713317754e-05
Position 867: 3.021395910673986e-05
Position 365: 1.8658549429624047e-05
Position 395: 1.857136292017072e-05
Position 1291: 1.8437278466873255e-05
Position 232: 1.746987786155484e-05
Position 22: 3.969289188246054e-06
Position 1336: 3.4449765447429496e-06
Position 306: 2.688703802631351e-07
Position 14: 2.2957026522004422e-07
Position 736: 2.0492270893535393e-07
Position 370: 7.637572274555139e-08
Position 804: 4.7607918813755576e-08
Position 847: 3.205895649371387e-08
Position 282: 2.1739115380554573e-08
Position 342: 2.798474709323774e-09
Position 294: 1.780358875995457e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 299: 0.9166618842416937
Position 486: 0.0543959381032158
Position 1091: 0.05406683241546182
Position 273: 0.01886468160254212
Position 1088: 0.013602303021797931
Position 356: 0.007922777803266562
Position 335: 0.007465351241450272
Position 549: 0.003583931513940925
Position 463: 0.00208578217136795
Position 509: 0.001829417278149804
Position 995: 0.0016995620237281578
Position 521: 0.0012590086157732766
Position 1374: 0.0011530002992810068
Position 1025: 0.001078069935515785
Position 1054: 0.0008944245005236216
Position 1127: 0.0008581091722611603
Position 306: 0.0008180139437584035
Position 645: 0.0006966687010191319
Position 311: 0.0005898847100324627
Position 166: 0.0005142381878322193
Position 332: 0.0003576337556986659
Position 785: 0.00028420788342018957
Position 443: 0.0002747318838328297
Position 1151: 0.0002596974772028639
Position 1028: 0.00024805228674271975
Position 752: 0.00024275785449648685
Position 361: 0.0002377051200286944
Position 370: 0.00022510452302194667
Position 812: 0.00021154468415495974
Position 563: 0.00021016580720766064
Position 971: 0.00020158004984061767
Position 530: 0.00019478682234462736
Position 455: 0.00017329884010273944
Position 968: 0.0001579210461709705
Position 815: 0.00014761268191748934
Position 1386: 0.00014326420888820707
Position 937: 0.0001425435998034809
Position 1390: 0.00013754208756981543
Position 1124: 0.00011818470453950193
Position 688: 0.00010964613979435204
Position 572: 1.5005682808842805e-05
Position 145: 1.774202674133715e-07
Position 1145: 1.4082041403421164e-07
Position 115: 1.3971852088202985e-07
Position 191: 1.267115600165985e-07
Position 229: 9.987642130479671e-08
Position 219: 8.660290253947964e-08
Position 1185: 8.308063496692553e-08
Position 1121: 4.138607273042619e-08
Position 245: 2.0506668127453345e-08
Position 194: 8.295878837014992e-09
Position 136: 1.3058229973233003e-10
Position 134: 3.208825502983402e-11
Position 187: 2.019780525090893e-13
Position 380: 2.970246300618937e-14
Position 392: 5.530643390458057e-19
