Gene = Exo70
index = 1159
Annotated 5SS: [ 158  377  959 2432 3225 3607 3810]
Annotated 3SS: [ 210  446 2366 2493 3283 3675 3864]
SMsplice 5SS: [ 158  377  959 2432 3225 3607 3810]
SMsplice 3SS: [ 210  446 2366 2493 3283 3675 3864]
top_k =  500
Partition function (log Z): 19.633611345210397

Sorted 5' Splice Sites (High to Low Probability):
Position 3225: 0.9979489079542169
Position 3810: 0.9952141210017639
Position 959: 0.9942991163360999
Position 158: 0.9871309344860425
Position 377: 0.9736515388918123
Position 3607: 0.938675808139887
Position 2432: 0.8800309979055368
Position 3611: 0.05557814677137019
Position 3076: 0.02549984996666042
Position 2638: 0.01296141384757621
Position 2668: 0.011338121588784862
Position 1682: 0.010926592522984665
Position 2729: 0.009475903661187831
Position 1314: 0.008583125583412354
Position 687: 0.003987776859633403
Position 3565: 0.003109523302292583
Position 1132: 0.002927397535963632
Position 1878: 0.002456417971482351
Position 3014: 0.002354194704052307
Position 1461: 0.00201299567135897
Position 20: 0.0017459863376765323
Position 963: 0.0015652425762686408
Position 2864: 0.0015432447799160348
Position 3584: 0.001491921383020269
Position 3816: 0.0014882750573445992
Position 2123: 0.0014871840409241212
Position 2463: 0.001326382776386355
Position 1849: 0.0012474317184811767
Position 645: 0.0012014130844360065
Position 2930: 0.0011777877416093467
Position 2645: 0.0008683459536261896
Position 1976: 0.0008184041868210107
Position 25: 0.0008088260253697771
Position 2765: 0.0006201976840576769
Position 3324: 0.0004948138248265856
Position 675: 0.0004086475584467475
Position 725: 0.00037179407504460074
Position 2650: 0.0003601905335195915
Position 2177: 0.00034191286583321474
Position 3761: 0.00032959176701729246
Position 3586: 0.00026819023434996545
Position 3393: 0.0002471018846245676
Position 3: 0.00024335088475362868
Position 730: 0.0002233124029258733
Position 1329: 0.00022302302841362284
Position 3029: 0.0002212711746478251
Position 70: 0.00021927810304801969
Position 3091: 0.0002017930366189472
Position 939: 0.00020083470275742934
Position 1686: 0.00019482027423419536
Position 2071: 0.00017371449850344997
Position 1024: 0.00015752785632171116
Position 509: 0.00015623243801768578
Position 835: 0.00015419187311130347
Position 5: 0.00014712824205018505
Position 2768: 0.00014332773327652986
Position 3333: 0.00012777593861583117
Position 1812: 0.00011998721324598771
Position 2248: 0.0001025147471103304
Position 1689: 9.550927725693956e-05
Position 623: 8.077540028416321e-05
Position 3047: 7.998057517547485e-05
Position 3825: 7.084823227342454e-05
Position 1430: 6.424018195566335e-05
Position 2984: 6.300652102579105e-05
Position 3444: 5.430800287470254e-05
Position 1980: 4.501052424893491e-05
Position 1606: 4.457790557331374e-05
Position 554: 4.078352578129465e-05
Position 990: 3.694040340235615e-05
Position 1363: 3.487228993205113e-05
Position 2955: 3.448683956454834e-05
Position 1860: 3.414565168284397e-05
Position 2920: 3.259784206077656e-05
Position 708: 3.252686504671707e-05
Position 1996: 3.146296802583554e-05
Position 2457: 3.1038680806311395e-05
Position 1779: 3.080761925592677e-05
Position 649: 2.4984252143435132e-05
Position 2191: 2.0381695619581753e-05
