Gene = tai
index = 1906
Annotated 5SS: [  661 25036 67880 68486 72985 74492 74772 76401 76768 77123 77809 78935]
Annotated 3SS: [24836 67209 68323 72179 73043 74597 74827 76456 76833 77484 78607 78998]
SMsplice 5SS: [  661  2514  2869 25036 60962 67880 68486 72985 74492 74772 76152 76401
 76768 77123 77809 78935]
SMsplice 3SS: [ 1755  2652 24836 60750 67209 68323 72179 73043 74597 74827 76214 76470
 76833 77484 78607 78998]
top_k =  500
Partition function (log Z): -70.58332432196622

Sorted 5' Splice Sites (High to Low Probability):
Position 2869: 0.9999999999999641
Position 25036: 0.9999997159679673
Position 2514: 0.9217419065128688
Position 661: 0.47115319873794614
Position 1186: 0.18632748672136873
Position 9: 0.14135571175793135
Position 1376: 0.1208200974890847
Position 1164: 0.11286239111870042
Position 35762: 0.051904790902940444
Position 2599: 0.042559034997320146
Position 605: 0.03428255502665753
Position 710: 0.028561712961368616
Position 714: 0.025506346235491147
Position 2386: 0.014015642441780907
Position 419: 0.010636218087060771
Position 1132: 0.008165088786332972
Position 1677: 0.00718815819302807
Position 1432: 0.006700097898845862
Position 2474: 0.005774251469340362
Position 609: 0.005748128009870667
Position 1608: 0.0055070606693690205
Position 252: 0.0048210024462267504
Position 1260: 0.0039501351599655135
Position 242: 0.0039341128819799205
Position 840: 0.0038781939998832607
Position 2108: 0.0038480592525079365
Position 736: 0.0034993240876147256
Position 5: 0.0029072048937771456
Position 1681: 0.002781541366417186
Position 2242: 0.0027064438960908684
Position 718: 0.002239731770306993
Position 278: 0.0015713961804599895
Position 1654: 0.0015083754547433352
Position 280: 0.0015038840055506108
Position 276: 0.0014631125886336192
Position 1938: 0.0014359792220296971
Position 216: 0.0014199896239152677
Position 274: 0.0014071691814049538
Position 256: 0.0013646664203010295
Position 310: 0.0012610625273122976
Position 1913: 0.0010179349618247976
Position 1923: 0.001016021514428814
Position 2469: 0.0008763692837064145
Position 1663: 0.000795260738968437
Position 270: 0.0006460086240079652
Position 272: 0.000620188726686093
Position 262: 0.0005653924904054659
Position 694: 0.0005625074402372847
Position 613: 0.0005320355686795732
Position 247: 0.0004523564755364123
Position 1144: 0.0004174153569098112
Position 295: 0.0004102403452067142
Position 299: 0.0003307210977749411
Position 183: 0.00030648013714103847
Position 301: 0.0002843501398525362
Position 31: 0.0002657949490935393
Position 776: 0.0002575846829708825
Position 569: 0.0002546531414532283
Position 881: 0.00020560546449587658
Position 161: 0.00020189816700423574
Position 650: 0.00019880928086761377
Position 2454: 0.00015863297128747476
Position 2218: 0.0001552249777168579
Position 1417: 0.0001468346610651284
Position 1253: 0.00013576822632835366
Position 166: 0.00011778835244901059
Position 1289: 0.00010751387375009142
Position 1180: 9.904896063509951e-05
Position 404: 9.604606252642296e-05
Position 103: 9.53130625332705e-05
Position 849: 8.086739900757165e-05
Position 500: 6.970936310672253e-05
Position 62: 6.554311322040128e-05
Position 665: 6.101147210155903e-05
Position 424: 5.40759448667508e-05
