Gene = CCDC53
index = 60
Annotated 5SS: [ 88 593]
Annotated 3SS: [146 652]
SMsplice 5SS: [ 88 593]
SMsplice 3SS: [146 652]
top_k =  500
Partition function (log Z): -4.431849353855381

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9476780914605619
Position 88: 0.745272455140873
Position 468: 0.007395443425736969
Position 525: 0.004755761199764621
Position 689: 0.00125043624357894
Position 571: 0.001051073976249286
Position 710: 0.00061027227547417
Position 109: 0.0002327550744635499
Position 7: 0.0001597596526501463
Position 723: 0.00015160558221632162
Position 610: 0.00013040203606273245
Position 583: 0.00012873362283497542
Position 472: 0.00010274096534143249
Position 29: 5.5021496589807585e-05
Position 529: 5.060317637448908e-05
Position 597: 4.965496740331793e-05
Position 339: 4.811248145726731e-05
Position 519: 4.1129443918070914e-05
Position 546: 3.510585551923983e-05
Position 248: 3.021404370188341e-05
Position 238: 2.0433577946270237e-05
Position 317: 2.004401418485955e-05
Position 496: 1.5084115101365727e-05
Position 137: 1.3815025120226536e-05
Position 474: 1.3410973588361733e-05
Position 506: 1.1765337819556173e-05
Position 73: 9.612411668308351e-06
Position 405: 9.103252987919433e-06
Position 198: 8.299307308473995e-06
Position 183: 5.846435360967156e-06
Position 484: 5.059786588089857e-06
Position 602: 1.2908422436449572e-06
Position 252: 3.7056620438576425e-08
Position 531: 2.9133044092096755e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 652: 0.961023028782095
Position 146: 0.73628931090383
Position 202: 0.008012205218863467
Position 770: 0.0021502445409946253
Position 591: 0.0008049777995181803
Position 269: 0.00019157581418227657
Position 342: 0.00018124577514245838
Position 58: 0.00011413908875933593
Position 502: 0.00010894968094139068
Position 570: 8.183607735770558e-05
Position 275: 7.353802438868748e-05
Position 525: 5.406493188946823e-05
Position 636: 3.834795351181266e-05
Position 393: 3.228430799606323e-05
Position 164: 3.0248404184167515e-05
Position 731: 2.9250818532135134e-05
Position 551: 2.89993294549803e-05
Position 380: 2.419938827492567e-05
Position 248: 2.0198692433489285e-05
Position 396: 1.2057207968876117e-05
Position 242: 9.922748207236347e-06
Position 107: 9.463132331003346e-06
Position 311: 9.315092059592227e-06
Position 554: 6.116344595943584e-06
Position 305: 5.737317919081533e-06
Position 332: 5.594739225895687e-06
Position 627: 4.9051411407154654e-06
Position 278: 3.3770179697370325e-06
Position 489: 2.5389153279401928e-06
Position 125: 1.7192672625124457e-06
Position 366: 9.013302121787216e-07
Position 360: 7.11265475484681e-07
Position 593: 5.806124701020507e-07
Position 683: 3.992942152226033e-07
Position 87: 2.728676251403574e-07
Position 597: 2.3103328469302978e-07
Position 446: 2.0158992867208517e-07
Position 506: 1.7853410794410305e-07
Position 706: 1.3375403091542143e-07
Position 81: 1.3070139737340583e-07
Position 578: 6.994995271233263e-08
Position 257: 1.2880601926410044e-12
Position 284: 8.894511326806398e-15
