Gene = c(2)M
index = 1639
Annotated 5SS: [ 219  462  799 1042 1481 1841 2034]
Annotated 3SS: [ 297  517  857 1095 1532 1898 2090]
SMsplice 5SS: [ 219  462  799 1042 1841]
SMsplice 3SS: [ 297  517  857 1095 1898]
top_k =  500
Partition function (log Z): 16.969488700550716

Sorted 5' Splice Sites (High to Low Probability):
Position 462: 0.9988746140734949
Position 1841: 0.9969037471858778
Position 219: 0.9966712530669394
Position 799: 0.9895706765395931
Position 1042: 0.9767898256226452
Position 2034: 0.5209526470638545
Position 1481: 0.3493656349147125
Position 1465: 0.10891482080634855
Position 1472: 0.09318199779221106
Position 1233: 0.051899200904182013
Position 19: 0.04001747090403729
Position 2202: 0.016463983196296005
Position 529: 0.011252235282675998
Position 2057: 0.008859653373133205
Position 1534: 0.005384152826972294
Position 1245: 0.004877464248508226
Position 3: 0.002612972171931183
Position 205: 0.0021167199593132564
Position 658: 0.0020048631867189723
Position 8: 0.0019587837782315976
Position 1691: 0.001895475427205536
Position 1413: 0.0017310257321804618
Position 1777: 0.000892369180272454
Position 2170: 0.0006537110897377803
Position 637: 0.0005669726364786836
Position 2011: 0.0004965566811376333
Position 2073: 0.00047569442177447497
Position 1823: 0.00046248400736898106
Position 466: 0.00044792938333815876
Position 2387: 0.0004446893582525752
Position 1368: 0.000354846443123648
Position 778: 0.00031319317522500787
Position 2029: 0.000307138855559902
Position 446: 0.0002895235163036707
Position 2212: 0.00028368066508139314
Position 22: 0.00021776301251957963
Position 2146: 0.00019134418338918847
Position 1069: 0.0001848603144610634
Position 199: 0.00017047152290524574
Position 1249: 0.00016673520666359566
Position 49: 0.0001569211917612042
Position 1269: 0.00015071682740318092
Position 2038: 0.0001413052815098237
Position 2032: 0.00012727363909135879
Position 2595: 0.00012571722630146933
Position 1938: 0.00012561938393409065
Position 2257: 9.548470267814238e-05
Position 589: 8.690332868368089e-05
Position 545: 7.505837342184925e-05
Position 2282: 7.50208857651575e-05
Position 2285: 7.395064589520064e-05
Position 664: 6.966250520403422e-05
Position 1845: 6.819875952555259e-05
Position 1332: 6.293559701617121e-05
Position 781: 2.6057449449836318e-05
Position 595: 2.08843750548391e-05
Position 568: 1.927204184308528e-05
Position 2478: 1.9078607977052183e-05
Position 806: 1.6778663023577604e-05
Position 2580: 1.3520682602057497e-05
Position 674: 1.2218273052609473e-05
Position 551: 1.162444791478513e-05
Position 803: 1.0823844925346202e-05
Position 857: 1.043702987753087e-05
Position 386: 9.496239144230104e-06
Position 2452: 9.479423871252767e-06
Position 413: 9.33303234284653e-06
Position 2419: 8.510880563535913e-06
Position 1769: 8.417458690887332e-06
Position 1095: 8.153726804230916e-06
Position 817: 7.383768138765663e-06
Position 208: 6.492606318544022e-06
Position 893: 5.428713702712232e-06
Position 422: 4.394819818525061e-06
Position 967: 3.754018061105483e-06
Position 1745: 2.6640831209385563e-06
Position 1256: 2.416521603895239e-06
Position 1910: 2.30290084937489e-06
Position 896: 2.280136633064558e-06
Position 79: 2.0763581845058596e-06
Position 1087: 1.8148657739377839e-06
Position 1873: 1.3116176052808131e-06
Position 472: 1.1287227321725647e-06
Position 887: 9.895584062498405e-07
Position 67: 9.658700361736063e-07
Position 82: 9.125068724021857e-07
Position 592: 8.077433490215929e-07
Position 877: 6.738835260944936e-07
Position 1735: 5.812032154632463e-07
Position 765: 5.493032078515343e-07
Position 1666: 4.800753758203583e-07
Position 1987: 3.684571381321334e-07
Position 359: 2.573422266200536e-07
Position 485: 1.3563708269696554e-07
Position 2061: 1.2763134606930458e-07
Position 2059: 1.231989804562995e-07
Position 1920: 1.1695513008564906e-07
Position 76: 1.0995027469861668e-07
Position 1419: 7.616422717225464e-08
Position 1259: 1.5594262857392517e-09
Position 1170: 1.4086808161792766e-09
Position 1577: 1.3452525627257313e-09
Position 272: 2.637936246344207e-10
Position 753: 1.2345874694532771e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 517: 0.9985753812311768
Position 1898: 0.9974824644402389
Position 297: 0.9959230613165443
Position 857: 0.9542575887991516
Position 1095: 0.7861519757469333
Position 2090: 0.459528068299926
Position 1532: 0.3005325202665669
Position 1546: 0.2608253178289712
Position 1113: 0.13942342640280425
Position 82: 0.04451749889690247
Position 1680: 0.035308774421635186
Position 2114: 0.03234769891835762
Position 1300: 0.03070570918441707
Position 1100: 0.026112046909971754
Position 2349: 0.02288908020129596
Position 2260: 0.015222088067360156
Position 921: 0.011836870191213884
Position 592: 0.01094515270124385
Position 1572: 0.010547203197505572
Position 939: 0.009449754334498147
Position 2225: 0.008354860729259351
Position 301: 0.0028331907497275346
Position 1694: 0.0027380533043060555
Position 887: 0.0026105790199843393
Position 1364: 0.0025794758391920708
Position 2557: 0.0024836618194016592
Position 1153: 0.0024609043317221266
Position 2431: 0.0024437157931564376
Position 2501: 0.002359198493208323
Position 1764: 0.0015838456389791488
Position 1538: 0.0014367534612543388
Position 732: 0.0014346675828467177
Position 2328: 0.001346976178112197
Position 2078: 0.0011370525039070606
Position 628: 0.0010097838482195757
Position 1179: 0.0010021773153129914
Position 2668: 0.0008838621382514623
Position 1657: 0.0008631203949831155
Position 750: 0.0008539439166036615
Position 946: 0.0007646446806796093
Position 1908: 0.0006511877066749591
Position 1719: 0.0006396178017545216
Position 2240: 0.0005000775626925539
Position 1287: 0.0004827661300961708
Position 1118: 0.0004279695694888868
Position 680: 0.0004139549163573764
Position 2521: 0.0002389765626423377
Position 2449: 0.0002242633094688968
Position 1008: 0.00022283589124322896
Position 1408: 0.00019417143085319859
Position 2102: 0.00018302216238782126
Position 1995: 0.00018191649245809352
Position 1577: 0.00017551835642383293
Position 1227: 0.00016905088847421593
Position 1785: 0.00014871473775716912
Position 346: 0.0001407275782879761
Position 687: 0.00013706116192471125
Position 1741: 0.00013207280634563485
Position 877: 0.00013000985731758627
Position 2654: 0.00012200800267032231
Position 136: 0.00011842098780977191
Position 108: 0.00011719940337318239
Position 1335: 0.00010633900523610423
Position 777: 9.810835721679349e-05
Position 2168: 9.261012349040143e-05
Position 322: 8.122680041399287e-05
Position 978: 8.000234787400194e-05
Position 729: 7.801634879191299e-05
Position 1325: 7.183850094706753e-05
Position 893: 6.97861569637713e-05
Position 1603: 6.765998289765106e-05
Position 923: 6.440903432234843e-05
Position 2580: 5.913873394221133e-05
Position 664: 5.41484581451734e-05
Position 372: 5.2307467044680774e-05
Position 336: 5.163039215839206e-05
Position 1735: 5.085207570152729e-05
Position 607: 4.339891847876186e-05
Position 528: 4.1725673827007034e-05
Position 1023: 3.548256574984922e-05
Position 397: 3.3635148295117254e-05
Position 1590: 3.127367335296427e-05
Position 2478: 2.737533204429725e-05
Position 2116: 2.4713680121515935e-05
Position 49: 2.2849208746967456e-05
Position 2186: 1.4101533322808673e-05
Position 1929: 1.121291795221463e-05
Position 438: 7.458432151842503e-06
