Gene = Sgs1
index = 1496
Annotated 5SS: [60]
Annotated 3SS: [124]
SMsplice 5SS: [60]
SMsplice 3SS: [124]
top_k =  500
Partition function (log Z): -10.594790288897553

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9956060873480732
Position 479: 0.016875290943024326
Position 578: 0.0021373745485132735
Position 671: 0.00211653986162668
Position 24: 0.0008705314057165006
Position 64: 0.0005937852376311465
Position 425: 0.0005398977438653445
Position 3678: 0.0004084555470517271
Position 67: 0.000382575951946156
Position 547: 0.00034571890541580197
Position 124: 0.00032314551788691087
Position 326: 0.0002510582005363761
Position 260: 0.00022046662665727224
Position 576: 0.0001668680402418745
Position 145: 0.0001460148747106225
Position 708: 0.00013675291992072935
Position 197: 0.00012430731187164278
Position 677: 0.00010365546057565343
Position 179: 9.476177678789244e-05
Position 515: 8.41772596442555e-05
Position 95: 3.4698240551346575e-05
Position 486: 2.4779550295051593e-05
Position 710: 2.252206650310566e-05
Position 890: 1.9788523458447192e-05
Position 842: 1.9713060422386315e-05
Position 1130: 1.8290374321020583e-05
Position 104: 1.6727258064554604e-05
Position 250: 9.19442480872208e-06
Position 218: 5.823725533721423e-06
Position 38: 4.073161855171171e-06
Position 154: 4.409643511926891e-07
Position 110: 1.3596820010140499e-07
Position 350: 3.31785035579873e-08
Position 191: 1.296186011784309e-09
Position 602: 9.520818254118384e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 124: 0.46022932260204186
Position 144: 0.2554952551562407
Position 3645: 0.036046143842098755
Position 3506: 0.029931276449141918
Position 359: 0.02441397656556375
Position 539: 0.015850335603872466
Position 179: 0.014745176515738317
Position 3750: 0.013454813747355111
Position 3657: 0.008874263904179832
Position 3362: 0.008195108660031257
Position 3554: 0.006921171560014522
Position 770: 0.006777064472097097
Position 3410: 0.005859123072484522
Position 3122: 0.0056437414629643985
Position 3170: 0.00538967021742822
Position 3266: 0.00424203350744671
Position 3458: 0.0034377968416775847
Position 632: 0.00341195238499467
Position 646: 0.0029881576094066293
Position 1826: 0.002862288218672558
Position 818: 0.0026854895703273094
Position 2978: 0.002479356214318867
Position 1346: 0.0024784920126780506
Position 244: 0.00239006367223888
Position 2738: 0.002299969200425058
Position 1778: 0.0022901097718417275
